n,m,cmin,cmax,dual_lp
50,50,1,100,1904066
55,55,1,100,1991136
60,60,1,100,1553886
65,65,1,100,1541186
70,70,1,100,1843248
75,75,1,100,2063934
80,80,1,100,2305393
85,85,1,100,1798925
90,90,1,100,1817231
95,95,1,100,2641627
100,100,1,100,2117405
105,105,1,100,2140691
110,110,1,100,2038906
115,115,1,100,2181425
120,120,1,100,2019252
125,125,1,100,2276035
130,130,1,100,2359339
135,135,1,100,2276293
140,140,1,100,2051535
145,145,1,100,2234845
150,150,1,100,2425732
155,155,1,100,2248499
160,160,1,100,2295299
165,165,1,100,2592945
170,170,1,100,2506977
175,175,1,100,2631841
180,180,1,100,2490603
185,185,1,100,2333977
190,190,1,100,2668830
195,195,1,100,3302289
200,200,1,100,3020211
205,205,1,100,2791626
210,210,1,100,2798505
215,215,1,100,2586976
220,220,1,100,2704439
225,225,1,100,3250012
230,230,1,100,2932623
235,235,1,100,2783339
240,240,1,100,2755854
245,245,1,100,2699257
250,250,1,100,3171322
255,255,1,100,2997406
260,260,1,100,2871479
265,265,1,100,3084734
270,270,1,100,2920059
275,275,1,100,2834908
280,280,1,100,3245988
285,285,1,100,3232109
290,290,1,100,3023190
295,295,1,100,2817701
300,300,1,100,3230390
305,305,1,100,3579529
310,310,1,100,3209847
315,315,1,100,3450540
320,320,1,100,3176156
325,325,1,100,3346910
330,330,1,100,3546848
335,335,1,100,3417842
340,340,1,100,3662405
345,345,1,100,3794481
350,350,1,100,4250493
355,355,1,100,3552260
360,360,1,100,3825982
365,365,1,100,3694759
370,370,1,100,4807793
375,375,1,100,3980468
380,380,1,100,3575493
385,385,1,100,3527669
390,390,1,100,4470233
395,395,1,100,3820292
400,400,1,100,3851070
405,405,1,100,4133231
410,410,1,100,4549203
415,415,1,100,3919963
420,420,1,100,4150465
425,425,1,100,4179018
430,430,1,100,4620084
435,435,1,100,4474823
440,440,1,100,4509236
445,445,1,100,5384183
450,450,1,100,4637564
455,455,1,100,4394236
460,460,1,100,4682488
465,465,1,100,4309278
470,470,1,100,4519223
475,475,1,100,4261039
480,480,1,100,4925796
485,485,1,100,4605780
490,490,1,100,4288533
495,495,1,100,4685444
500,500,1,100,4686186
505,505,1,100,4357478
510,510,1,100,4654871
515,515,1,100,5069904
520,520,1,100,4845580
525,525,1,100,4649817
530,530,1,100,5903163
535,535,1,100,4622858
540,540,1,100,4973604
545,545,1,100,4628171
550,550,1,100,4883008
555,555,1,100,4957521
560,560,1,100,4897190
565,565,1,100,4914696
570,570,1,100,5024392
575,575,1,100,4726725
580,580,1,100,5175030
585,585,1,100,5265200
590,590,1,100,5184359
595,595,1,100,4830173
600,600,1,100,5096147
605,605,1,100,5020386
610,610,1,100,5280051
615,615,1,100,4952601
620,620,1,100,5143780
625,625,1,100,5472184
630,630,1,100,5662241
635,635,1,100,5262642
640,640,1,100,5952635
645,645,1,100,5532161
650,650,1,100,5700698
655,655,1,100,5455119
660,660,1,100,5553822
665,665,1,100,5273771
670,670,1,100,5617200
675,675,1,100,5629478
680,680,1,100,5927533
685,685,1,100,6172670
690,690,1,100,7606642
695,695,1,100,8187860
700,700,1,100,8773051
705,705,1,100,5657278
710,710,1,100,5870666
715,715,1,100,5627431
720,720,1,100,5997526
725,725,1,100,5471700
730,730,1,100,6332590
735,735,1,100,5938922
740,740,1,100,6011520
745,745,1,100,6212938
750,750,1,100,6034629
755,755,1,100,6188558
760,760,1,100,7015476
765,765,1,100,6114816
770,770,1,100,6353585
775,775,1,100,6007380
780,780,1,100,6311530
785,785,1,100,6407192
790,790,1,100,6384353
795,795,1,100,6315258
800,800,1,100,7090199
805,805,1,100,7191685
810,810,1,100,6197404
815,815,1,100,6224156
820,820,1,100,6701453
825,825,1,100,6172600
830,830,1,100,6604234
835,835,1,100,6377591
840,840,1,100,6552535
845,845,1,100,6215188
850,850,1,100,6612972
855,855,1,100,6464331
860,860,1,100,6639910
865,865,1,100,6430425
870,870,1,100,6539460
875,875,1,100,6797912
880,880,1,100,7819073
885,885,1,100,6873081
890,890,1,100,6976994
895,895,1,100,7094603
900,900,1,100,7160335
905,905,1,100,6674349
910,910,1,100,7027471
915,915,1,100,6718161
920,920,1,100,7906029
925,925,1,100,7745093
930,930,1,100,8106773
935,935,1,100,7074893
940,940,1,100,7355734
945,945,1,100,7133798
950,950,1,100,7418861
955,955,1,100,7894916
960,960,1,100,7596914
965,965,1,100,7491444
970,970,1,100,7410764
975,975,1,100,7624738
980,980,1,100,8135065
985,985,1,100,8215153
990,990,1,100,7424996
995,995,1,100,8082989
1000,1000,1,100,7581786
1005,1005,1,100,7853447
1010,1010,1,100,8251023
1015,1015,1,100,8266452
1020,1020,1,100,7603062
1025,1025,1,100,8403567
1030,1030,1,100,7834163
1035,1035,1,100,8261695
1040,1040,1,100,8026730
1045,1045,1,100,8468064
1050,1050,1,100,8565499
1055,1055,1,100,8452712
1060,1060,1,100,13689243
1065,1065,1,100,14419206
1070,1070,1,100,10330614
1075,1075,1,100,8383214
1080,1080,1,100,7632139
1085,1085,1,100,8578918
1090,1090,1,100,7850680
1095,1095,1,100,8224166
1100,1100,1,100,7881736
1105,1105,1,100,8131219
1110,1110,1,100,7895653
1115,1115,1,100,8222023
1120,1120,1,100,7988135
1125,1125,1,100,8696170
1130,1130,1,100,8654677
1135,1135,1,100,8843771
1140,1140,1,100,8507340
1145,1145,1,100,8607154
1150,1150,1,100,8563566
1155,1155,1,100,10104428
1160,1160,1,100,8574317
1165,1165,1,100,8415348
1170,1170,1,100,8512835
1175,1175,1,100,8672720
1180,1180,1,100,9131912
1185,1185,1,100,9678084
1190,1190,1,100,9051582
1195,1195,1,100,8714233
1200,1200,1,100,9040876
1205,1205,1,100,9323480
1210,1210,1,100,8805371
1215,1215,1,100,9025894
1220,1220,1,100,9419588
1225,1225,1,100,9277160
1230,1230,1,100,8730325
1235,1235,1,100,9412748
1240,1240,1,100,9213676
1245,1245,1,100,9365248
1250,1250,1,100,8823043
1255,1255,1,100,9145878
1260,1260,1,100,9479801
1265,1265,1,100,9914423
1270,1270,1,100,9568432
1275,1275,1,100,9776645
1280,1280,1,100,10091792
1285,1285,1,100,10161645
1290,1290,1,100,9363571
1295,1295,1,100,9652173
1300,1300,1,100,9655164
1305,1305,1,100,9552224
1310,1310,1,100,9268958
1315,1315,1,100,8919243
1320,1320,1,100,9992279
1325,1325,1,100,9439808
1330,1330,1,100,9718495
1335,1335,1,100,9941565
1340,1340,1,100,9472297
1345,1345,1,100,10142844
1350,1350,1,100,9760872
1355,1355,1,100,10515826
1360,1360,1,100,9909448
1365,1365,1,100,9648784
1370,1370,1,100,10299806
1375,1375,1,100,10335044
1380,1380,1,100,10615301
1385,1385,1,100,10450201
1390,1390,1,100,10306416
1395,1395,1,100,10025361
1400,1400,1,100,10093887
1405,1405,1,100,10120178
1410,1410,1,100,10115651
1415,1415,1,100,9969307
1420,1420,1,100,10151569
1425,1425,1,100,10074605
1430,1430,1,100,10573100
1435,1435,1,100,10135034
1440,1440,1,100,10825048
1445,1445,1,100,10829471
1450,1450,1,100,10155371
1455,1455,1,100,11285542
1460,1460,1,100,10892033
1465,1465,1,100,10544361
1470,1470,1,100,11067887
1475,1475,1,100,11472808
1480,1480,1,100,11426082
1485,1485,1,100,11177460
1490,1490,1,100,11027434
1495,1495,1,100,10719685
1500,1500,1,100,10624807
1505,1505,1,100,11786774
1510,1510,1,100,11262150
1515,1515,1,100,11574684
1520,1520,1,100,14126279
1525,1525,1,100,13352022
1530,1530,1,100,11170111
1535,1535,1,100,11303399
1540,1540,1,100,12369989
1545,1545,1,100,11420025
1550,1550,1,100,11943330
1555,1555,1,100,11387734
1560,1560,1,100,12072105
1565,1565,1,100,12235679
1570,1570,1,100,11700147
1575,1575,1,100,12103683
1580,1580,1,100,11096843
1585,1585,1,100,11526767
1590,1590,1,100,10873849
1595,1595,1,100,11249784
1600,1600,1,100,11965070
1605,1605,1,100,11650588
1610,1610,1,100,14740112
1615,1615,1,100,13065684
1620,1620,1,100,11800445
1625,1625,1,100,11048091
1630,1630,1,100,11903261
1635,1635,1,100,12142869
1640,1640,1,100,12039907
1645,1645,1,100,11872943
1650,1650,1,100,12665225
1655,1655,1,100,11881596
1660,1660,1,100,11749374
1665,1665,1,100,11063854
1670,1670,1,100,11631049
1675,1675,1,100,12263390
1680,1680,1,100,11928063
1685,1685,1,100,11275334
1690,1690,1,100,11854268
1695,1695,1,100,12159910
1700,1700,1,100,11928271
1705,1705,1,100,12085891
1710,1710,1,100,12112265
1715,1715,1,100,12710840
1720,1720,1,100,12758766
1725,1725,1,100,12039582
1730,1730,1,100,12344409
1735,1735,1,100,12314734
1740,1740,1,100,13105800
1745,1745,1,100,12436028
1750,1750,1,100,12413583
1755,1755,1,100,12061015
1760,1760,1,100,12122865
1765,1765,1,100,12394913
1770,1770,1,100,12936704
1775,1775,1,100,13839320
1780,1780,1,100,12750383
1785,1785,1,100,12306193
1790,1790,1,100,12576652
1795,1795,1,100,14978081
1800,1800,1,100,13685166
1805,1805,1,100,13002084
1810,1810,1,100,12816321
1815,1815,1,100,11948532
1820,1820,1,100,12131748
1825,1825,1,100,12066938
1830,1830,1,100,12558121
1835,1835,1,100,13243722
1840,1840,1,100,13439050
1845,1845,1,100,14696581
1850,1850,1,100,13332337
1855,1855,1,100,13856352
1860,1860,1,100,13722244
1865,1865,1,100,14136588
1870,1870,1,100,14519827
1875,1875,1,100,13318409
1880,1880,1,100,13709466
1885,1885,1,100,13791530
1890,1890,1,100,13042325
1895,1895,1,100,12997788
1900,1900,1,100,12938392
1905,1905,1,100,13150186
1910,1910,1,100,13278034
1915,1915,1,100,13284864
1920,1920,1,100,14589217
1925,1925,1,100,14035948
1930,1930,1,100,14186863
1935,1935,1,100,14178066
1940,1940,1,100,14387485
1945,1945,1,100,13630292
1950,1950,1,100,13703228
1955,1955,1,100,13187946
1960,1960,1,100,15361988
1965,1965,1,100,13676944
1970,1970,1,100,13471976
1975,1975,1,100,14299213
1980,1980,1,100,13503353
1985,1985,1,100,13400999
1990,1990,1,100,13785724
1995,1995,1,100,14458912
2000,2000,1,100,14587908
2005,2005,1,100,13733288
2010,2010,1,100,14707739
2015,2015,1,100,15784544
2020,2020,1,100,13977999
2025,2025,1,100,13897533
2030,2030,1,100,13773217
2035,2035,1,100,14187099
2040,2040,1,100,13743494
2045,2045,1,100,14993962
2050,2050,1,100,14122934
2055,2055,1,100,14815500
2060,2060,1,100,14762916
2065,2065,1,100,15948766
2070,2070,1,100,18257065
2075,2075,1,100,16234222
2080,2080,1,100,15668361
2085,2085,1,100,15460047
2090,2090,1,100,15358214
2095,2095,1,100,15003628
2100,2100,1,100,14830138
2105,2105,1,100,14537104
