n,m,primal_lp
300,300,3045141
300,400,3533981
300,500,4653466
300,600,5255622
300,700,7318597
300,800,9495838
300,900,8996046
300,1000,10745446
300,1100,10620010
300,1200,10514678
300,1300,10401276
300,1400,15104154
300,1500,12388549
300,1600,13687024
300,1700,14229530
300,1800,16125556
300,1900,16405020
300,2000,15946246
300,2100,17470279
300,2200,16731767
300,2300,18688588
300,2400,16833792
300,2500,18946418
300,2600,20596787
300,2700,19747266
300,2800,19266717
300,2900,21397814
300,3000,22797427
300,3100,22513417
300,3200,22282167
300,3300,22406580
300,3400,23376972
300,3500,22915311
300,3600,22045719
300,3700,24273500
300,3800,24859885
300,3900,25090256
300,4000,25749901
300,4100,26238677
300,4200,26518798
300,4300,27410471
300,4400,25150561
300,4500,27085398
300,4600,26992907
300,4700,27294401
300,4800,28230486
300,4900,26784603
300,5000,32795455
300,5100,29019979
300,5200,30770247
300,5300,35795566
300,5400,33643401
300,5500,32994636
300,5600,32658506
300,5700,32389929
300,5800,31235204
300,5900,36738178
300,6000,35751677
300,6100,35706130
300,6200,34519241
300,6300,37285675
300,6400,37598714
300,6500,37416068
300,6600,36262499
300,6700,37343173
300,6800,39981491
300,6900,38973395
300,7000,45834087
300,7100,40664562
300,7200,44910347
300,7300,37723339
300,7400,42516945
300,7500,39631945
300,7600,41740599
300,7700,45309112
300,7800,42829740
300,7900,47316759
300,8000,49672557
300,8100,41214030
300,8200,45246873
300,8300,42424944
300,8400,43523738
300,8500,45779662
300,8600,44916695
300,8700,46477719
300,8800,48079451
300,8900,50085116
300,9000,46908330
300,9100,47644815
300,9200,47171143
300,9300,51858324
300,9400,46625173
300,9500,55488996
300,9600,55808355
300,9700,50426623
300,9800,52698018
300,9900,57691220
300,10000,56309293
300,10100,53202405
300,10200,51269111
300,10300,58812464
300,10400,53480923
300,10500,65537427
300,10600,57761962
300,10700,62762221
300,10800,67279907
300,10900,61158270
300,11000,67822767
300,11100,66763935
300,11200,64190009
300,11300,73504911
300,11400,70198998
300,11500,69903167
300,11600,70514520
300,11700,67110508
300,11800,70146550
300,11900,68272696
300,12000,80142295
300,12100,72448317
300,12200,61983507
300,12300,71879934
300,12400,71981908
300,12500,75228451
300,12600,67728389
300,12700,73327164
300,12800,77570514
300,12900,87371197
300,13000,78656813
300,13100,81915688
300,13200,72530697
300,13300,79728029
300,13400,83886128
300,13500,87759022
300,13600,94045236
300,13700,88719043
300,13800,105173430
300,13900,82449187
300,14000,94220298
300,14100,79968501
300,14200,82444263
300,14300,85833566
300,14400,104292108
300,14500,96264453
300,14600,84112500
300,14700,84472913
300,14800,83687965
300,14900,91306454
300,15000,87701980
300,15100,112222867
300,15200,99886557
300,15300,95403720
300,15400,98538705
300,15500,105187811
300,15600,101842815
300,15700,98689466
300,15800,95039263
300,15900,103371629
300,16000,98480757
300,16100,117439963
300,16200,129962694
300,16300,101747870
300,16400,121615183
300,16500,117627872
300,16600,116761636
300,16700,130501818
300,16800,114607158
300,16900,100499901
300,17000,124331404
300,17100,120734391
300,17200,106036255
300,17300,120953846
300,17400,129341196
300,17500,132698184
300,17600,124875273
300,17700,124094759
300,17800,137086713
300,17900,127605706
300,18000,119930472
300,18100,139471001
300,18200,144178132
300,18300,158775038
300,18400,161533649
300,18500,141025442
300,18600,141120205
300,18700,153396252
300,18800,136598226
300,18900,146771568
300,19000,135726852
300,19100,136340221
300,19200,137181619
300,19300,121320182
300,19400,149042646
300,19500,142415575
300,19600,143042120
300,19700,165362316
300,19800,153566267
300,19900,117964825
300,20000,159937051
300,20100,172838897
300,20200,143208774
300,20300,140421726
300,20400,151606424
300,20500,152228226
300,20600,243616671
300,20700,184863435
300,20800,170507997
300,20900,152629794
300,21000,191119840
300,21100,168111696
300,21200,186938241
300,21300,164460804
300,21400,142577314
300,21500,156899851
300,21600,188310571
300,21700,149921527
300,21800,209333083
300,21900,173709046
300,22000,178096984
300,22100,180885595
300,22200,146403363
300,22300,168852428
300,22400,211870633
300,22500,191943254
300,22600,237378023
300,22700,164905525
300,22800,233449126
300,22900,165858895
300,23000,175724126
300,23100,215362323
300,23200,176489119
300,23300,190426090
300,23400,159363444
300,23500,179703847
300,23600,200561556
300,23700,220037794
300,23800,220046135
300,23900,166174524
300,24000,231130911
300,24100,214230130
300,24200,214817949
300,24300,206836701
300,24400,217455020
300,24500,201231708
300,24600,190056830
300,24700,239302145
300,24800,181985491
300,24900,201844353
300,25000,220894647
300,25100,214964034
300,25200,195647004
300,25300,180067680
300,25400,202877076
300,25500,174188163
300,25600,231545157
300,25700,206921462
300,25800,189757003
300,25900,187909553
300,26000,211472329
300,26100,194595828
300,26200,260104412
300,26300,205335402
300,26400,174081419
300,26500,199902496
300,26600,186421414
300,26700,220785371
300,26800,218907266
300,26900,292413683
300,27000,190872491
300,27100,208948841
300,27200,269174215
300,27300,249284811
300,27400,230015751
300,27500,177179741
300,27600,198928707
300,27700,229457723
300,27800,185582802
300,27900,192265483
300,28000,235768851
300,28100,227617030
300,28200,298629664
300,28300,197166223
300,28400,214576915
300,28500,211628655
300,28600,254741879
300,28700,260703086
300,28800,247140893
300,28900,245946698
300,29000,266245312
300,29100,262603028
300,29200,241482374
300,29300,243782972
300,29400,193182563
300,29500,268426918
300,29600,258175805
300,29700,217415202
300,29800,252821201
300,29900,270125217
300,30000,286002483
300,30100,237979355
300,30200,287983985
300,30300,224360003
300,30400,223040761
300,30500,198740962
300,30600,386124415
300,30700,228045840
300,30800,249429270
300,30900,227078638
300,31000,209642118
300,31100,231770399
300,31200,210600246
300,31300,329413486
300,31400,214038177
300,31500,228713073
300,31600,263302875
300,31700,343974038
300,31800,302875767
300,31900,337903424
300,32000,248845467
300,32100,269418945
300,32200,260396846
300,32300,322019510
300,32400,314732820
300,32500,267658162
300,32600,284863076
300,32700,260218643
300,32800,251517931
