n,m,cmin,cmax,dual_lp
50,500,1,1,6107008
55,550,1,1,6616720
60,600,1,1,6769968
65,650,1,1,8268394
70,700,1,1,7476197
75,750,1,1,8174788
80,800,1,1,7926381
85,850,1,1,8825540
90,900,1,1,9277053
95,950,1,1,9978633
100,1000,1,1,10971884
105,1050,1,1,10127660
110,1100,1,1,10856872
115,1150,1,1,11226459
120,1200,1,1,12500834
125,1250,1,1,11498170
130,1300,1,1,12027055
135,1350,1,1,14178038
140,1400,1,1,14266976
145,1450,1,1,14207597
150,1500,1,1,14241102
155,1550,1,1,14671211
160,1600,1,1,14485967
165,1650,1,1,16976897
170,1700,1,1,14920628
175,1750,1,1,15904154
180,1800,1,1,16236299
185,1850,1,1,16926665
190,1900,1,1,16495145
195,1950,1,1,16653569
200,2000,1,1,17144478
205,2050,1,1,18825965
210,2100,1,1,18520441
215,2150,1,1,18576114
220,2200,1,1,20385536
225,2250,1,1,22832759
230,2300,1,1,22076326
235,2350,1,1,21891255
240,2400,1,1,26768221
245,2450,1,1,25835272
250,2500,1,1,25806765
255,2550,1,1,26845858
260,2600,1,1,29325791
265,2650,1,1,28469166
270,2700,1,1,27413618
275,2750,1,1,27285340
280,2800,1,1,27335100
285,2850,1,1,28572156
290,2900,1,1,28431687
295,2950,1,1,28176989
300,3000,1,1,29013995
305,3050,1,1,29648470
310,3100,1,1,30120561
315,3150,1,1,30461428
320,3200,1,1,31870755
325,3250,1,1,31525304
330,3300,1,1,31938499
335,3350,1,1,31828614
340,3400,1,1,33232188
345,3450,1,1,34219810
350,3500,1,1,33836569
355,3550,1,1,33620725
360,3600,1,1,34744614
365,3650,1,1,34997878
370,3700,1,1,35799295
375,3750,1,1,34596873
380,3800,1,1,36209083
385,3850,1,1,39748555
390,3900,1,1,38004761
395,3950,1,1,39151688
400,4000,1,1,38384466
405,4050,1,1,37824665
410,4100,1,1,38895164
415,4150,1,1,39623429
420,4200,1,1,41547498
425,4250,1,1,41012264
430,4300,1,1,41862109
435,4350,1,1,40973452
440,4400,1,1,41059129
445,4450,1,1,43396527
450,4500,1,1,41944315
455,4550,1,1,43770980
460,4600,1,1,44931162
465,4650,1,1,45819926
470,4700,1,1,42464311
475,4750,1,1,44967975
480,4800,1,1,46451469
485,4850,1,1,44715006
490,4900,1,1,46297317
495,4950,1,1,45428202
500,5000,1,1,49529839
505,5050,1,1,48378523
510,5100,1,1,48115563
515,5150,1,1,48506397
520,5200,1,1,50933383
525,5250,1,1,49148993
530,5300,1,1,51917467
535,5350,1,1,51131289
540,5400,1,1,50165755
545,5450,1,1,50602408
550,5500,1,1,54074866
555,5550,1,1,53457290
560,5600,1,1,52980734
565,5650,1,1,53353541
570,5700,1,1,59069062
575,5750,1,1,56487664
580,5800,1,1,54762792
585,5850,1,1,57572242
590,5900,1,1,58240067
595,5950,1,1,56906364
600,6000,1,1,56745563
605,6050,1,1,56926155
610,6100,1,1,57590258
615,6150,1,1,58462520
620,6200,1,1,62089197
625,6250,1,1,62939014
630,6300,1,1,60317416
635,6350,1,1,61047309
640,6400,1,1,62329676
645,6450,1,1,62113563
650,6500,1,1,66888873
655,6550,1,1,66819298
660,6600,1,1,66796558
665,6650,1,1,68007562
670,6700,1,1,68984971
675,6750,1,1,65119367
680,6800,1,1,71201460
685,6850,1,1,73656778
690,6900,1,1,67665688
695,6950,1,1,67820433
700,7000,1,1,72075176
705,7050,1,1,69402603
710,7100,1,1,76524907
715,7150,1,1,75605952
720,7200,1,1,76624712
725,7250,1,1,77637230
730,7300,1,1,74035095
735,7350,1,1,81595651
740,7400,1,1,77687860
745,7450,1,1,88397717
750,7500,1,1,77267703
755,7550,1,1,80280617
760,7600,1,1,72375221
765,7650,1,1,80267466
770,7700,1,1,80862168
775,7750,1,1,82038916
780,7800,1,1,82361334
785,7850,1,1,80194346
790,7900,1,1,83964677
795,7950,1,1,86249040
800,8000,1,1,87652157
805,8050,1,1,78603279
810,8100,1,1,83744302
815,8150,1,1,88589484
820,8200,1,1,85173905
825,8250,1,1,92507391
830,8300,1,1,85166795
835,8350,1,1,94753124
840,8400,1,1,94566299
845,8450,1,1,84803840
850,8500,1,1,91629044
855,8550,1,1,92117885
860,8600,1,1,87711255
865,8650,1,1,87980190
870,8700,1,1,92619497
875,8750,1,1,91357072
880,8800,1,1,90634970
885,8850,1,1,97555370
890,8900,1,1,98530331
895,8950,1,1,97522911
900,9000,1,1,96032576
905,9050,1,1,108655509
910,9100,1,1,99200937
915,9150,1,1,116628102
920,9200,1,1,111977685
925,9250,1,1,105626253
930,9300,1,1,120782851
935,9350,1,1,109569837
940,9400,1,1,114657439
945,9450,1,1,121959207
950,9500,1,1,112421016
955,9550,1,1,113701324
960,9600,1,1,116644560
965,9650,1,1,113906893
970,9700,1,1,115400269
975,9750,1,1,119862590
980,9800,1,1,124709794
985,9850,1,1,121334183
990,9900,1,1,132411280
995,9950,1,1,130512520
1000,10000,1,1,113177635
1005,10050,1,1,158599090
1010,10100,1,1,163566323
1015,10150,1,1,163336166
1020,10200,1,1,162916851
1025,10250,1,1,162856502
1030,10300,1,1,172087891
1035,10350,1,1,164571159
1040,10400,1,1,167913654
1045,10450,1,1,180342910
1050,10500,1,1,168139751
1055,10550,1,1,166879332
1060,10600,1,1,170820139
1065,10650,1,1,165459405
1070,10700,1,1,166217655
1075,10750,1,1,172933745
1080,10800,1,1,181848101
1085,10850,1,1,167510768
1090,10900,1,1,177968565
1095,10950,1,1,172948191
1100,11000,1,1,175121573
1105,11050,1,1,174564741
1110,11100,1,1,176446319
1115,11150,1,1,174658914
1120,11200,1,1,184943693
1125,11250,1,1,173181995
1130,11300,1,1,177898595
1135,11350,1,1,182577101
1140,11400,1,1,184034360
1145,11450,1,1,184172262
1150,11500,1,1,182643600
1155,11550,1,1,188682204
1160,11600,1,1,295823086
1165,11650,1,1,182249781
1170,11700,1,1,182881354
1175,11750,1,1,172836652
1180,11800,1,1,185612882
1185,11850,1,1,189356219
1190,11900,1,1,182435956
1195,11950,1,1,189050186
1200,12000,1,1,188488560
1205,12050,1,1,195126296
1210,12100,1,1,203615025
1215,12150,1,1,201350526
1220,12200,1,1,200146100
1225,12250,1,1,183480202
1230,12300,1,1,197380996
1235,12350,1,1,205390341
1240,12400,1,1,195780437
1245,12450,1,1,199982510
1250,12500,1,1,215953047
1255,12550,1,1,201449306
1260,12600,1,1,200062656
1265,12650,1,1,209413843
1270,12700,1,1,191225443
1275,12750,1,1,211804391
