n,m,dinic
50,100,22201
55,110,20350
60,120,29984
65,130,21425
70,140,27294
75,150,29871
80,160,36752
85,170,28535
90,180,31386
95,190,24643
100,200,31448
105,210,41303
110,220,43416
115,230,40234
120,240,38109
125,250,42627
130,260,47573
135,270,49228
140,280,35938
145,290,38006
150,300,38559
155,310,39198
160,320,41569
165,330,42110
170,340,42925
175,350,43230
180,360,45249
185,370,46363
190,380,47852
195,390,48818
200,400,54089
205,410,55945
210,420,51504
215,430,52743
220,440,54843
225,450,55962
230,460,57245
235,470,57410
240,480,58412
245,490,59637
250,500,67092
255,510,61338
260,520,67130
265,530,65679
270,540,68295
275,550,67915
280,560,70561
285,570,71688
290,580,71347
295,590,73093
300,600,74559
305,610,74776
310,620,75897
315,630,77980
320,640,78326
325,650,79154
330,660,94252
335,670,90579
340,680,90025
345,690,92436
350,700,92720
355,710,174858
360,720,95283
365,730,166581
370,740,162215
375,750,105300
380,760,120187
385,770,157940
390,780,108774
395,790,171190
400,800,110366
405,810,112286
410,820,116002
415,830,114331
420,840,117142
425,850,177541
430,860,118705
435,870,123219
440,880,188824
445,890,124714
450,900,127087
455,910,193133
460,920,127312
465,930,128249
470,940,170214
475,950,129779
480,960,124017
485,970,126609
490,980,126367
495,990,127208
500,1000,164061
505,1010,138849
510,1020,140351
515,1030,157576
520,1040,156175
525,1050,156332
530,1060,159820
535,1070,164516
540,1080,175598
545,1090,164089
550,1100,164410
555,1110,168281
560,1120,175804
565,1130,168593
570,1140,171468
575,1150,161031
580,1160,162742
585,1170,184520
590,1180,196793
595,1190,177026
600,1200,181919
605,1210,183689
610,1220,181224
615,1230,183413
620,1240,183717
625,1250,186028
630,1260,187504
635,1270,190867
640,1280,178128
645,1290,195497
650,1300,193536
655,1310,195024
660,1320,197983
665,1330,203051
670,1340,236740
675,1350,210845
680,1360,199694
685,1370,204227
690,1380,202261
695,1390,206486
700,1400,193281
705,1410,196271
710,1420,242392
715,1430,216715
720,1440,214609
725,1450,214391
730,1460,215749
735,1470,218064
740,1480,222145
745,1490,223226
750,1500,221786
755,1510,223848
760,1520,225311
765,1530,227751
770,1540,227846
775,1550,239585
780,1560,228827
785,1570,232986
790,1580,221112
795,1590,220157
800,1600,250789
805,1610,234342
810,1620,225694
815,1630,226594
820,1640,238400
825,1650,256204
830,1660,227049
835,1670,232045
840,1680,230451
845,1690,252363
850,1700,266972
855,1710,268755
860,1720,284690
865,1730,255725
870,1740,255982
875,1750,255691
880,1760,254822
885,1770,260976
890,1780,262606
895,1790,279094
900,1800,266571
905,1810,269365
910,1820,250797
915,1830,268354
920,1840,271399
925,1850,271050
930,1860,274332
935,1870,274158
940,1880,275092
945,1890,294631
950,1900,280610
955,1910,287828
960,1920,282114
965,1930,283599
970,1940,288277
975,1950,227035
980,1960,255479
985,1970,230003
990,1980,233210
995,1990,230845
1000,2000,231098
1005,2010,256862
1010,2020,252029
1015,2030,251068
1020,2040,254039
1025,2050,267571
1030,2060,263795
1035,2070,271406
1040,2080,253244
1045,2090,267136
1050,2100,270448
1055,2110,274277
1060,2120,301774
1065,2130,268688
1070,2140,276773
1075,2150,279753
1080,2160,278965
1085,2170,322408
1090,2180,282464
1095,2190,282866
1100,2200,294253
1105,2210,284302
1110,2220,286113
1115,2230,267878
1120,2240,270328
1125,2250,291875
1130,2260,292111
1135,2270,315712
1140,2280,287265
1145,2290,291804
1150,2300,297642
1155,2310,304369
1160,2320,296388
1165,2330,300003
1170,2340,304535
1175,2350,302672
1180,2360,307080
1185,2370,345537
1190,2380,351666
1195,2390,337169
1200,2400,311397
1205,2410,310000
1210,2420,413429
1215,2430,370284
1220,2440,356590
1225,2450,499803
1230,2460,313590
1235,2470,316320
1240,2480,376518
1245,2490,595418
1250,2500,376704
1255,2510,662435
1260,2520,379812
1265,2530,564123
1270,2540,325690
1275,2550,325411
1280,2560,384627
1285,2570,672788
1290,2580,387840
1295,2590,632339
1300,2600,389086
1305,2610,370686
1310,2620,370958
1315,2630,314027
1320,2640,372762
1325,2650,687342
1330,2660,447653
1335,2670,1097654
1340,2680,433882
1345,2690,341929
1350,2700,414210
1355,2710,478750
1360,2720,440935
1365,2730,386681
1370,2740,508266
1375,2750,427520
1380,2760,510216
1385,2770,406053
1390,2780,436087
1395,2790,384974
1400,2800,335240
1405,2810,422240
1410,2820,600938
1415,2830,428283
1420,2840,631373
1425,2850,402088
1430,2860,518868
1435,2870,380909
1440,2880,566586
1445,2890,505279
1450,2900,534469
1455,2910,448218
1460,2920,727500
1465,2930,439798
1470,2940,442674
1475,2950,445295
1480,2960,414151
1485,2970,437384
1490,2980,446432
1495,2990,483356
1500,3000,451208
1505,3010,820732
1510,3020,422003
1515,3030,468162
1520,3040,454427
1525,3050,465197
1530,3060,431588
1535,3070,364214
1540,3080,363909
1545,3090,551434
1550,3100,472879
1555,3110,390971
1560,3120,394345
1565,3130,449941
1570,3140,400347
1575,3150,396101
1580,3160,424250
1585,3170,398111
1590,3180,400170
1595,3190,532563
1600,3200,503943
1605,3210,407962
1610,3220,405401
1615,3230,487847
1620,3240,418009
1625,3250,410192
1630,3260,408355
1635,3270,385203
1640,3280,386848
1645,3290,418655
1650,3300,399991
1655,3310,421004
1660,3320,418420
1665,3330,389276
1670,3340,408514
1675,3350,395469
1680,3360,395676
1685,3370,396341
1690,3380,398876
1695,3390,429480
1700,3400,527858
1705,3410,437095
1710,3420,432090
1715,3430,435890
1720,3440,431854
1725,3450,433679
1730,3460,434814
1735,3470,410001
1740,3480,426849
1745,3490,412156
1750,3500,438974
1755,3510,453083
1760,3520,442217
1765,3530,445839
1770,3540,444253
1775,3550,445685
1780,3560,445066
1785,3570,446645
1790,3580,556301
1795,3590,466551
1800,3600,509358
1805,3610,449341
1810,3620,492951
1815,3630,454241
1820,3640,459620
1825,3650,461168
1830,3660,474879
1835,3670,608078
1840,3680,438098
1845,3690,447366
1850,3700,463166
1855,3710,469898
1860,3720,471368
1865,3730,467582
1870,3740,466910
1875,3750,469504
1880,3760,441041
1885,3770,441778
1890,3780,526970
1895,3790,474339
1900,3800,487731
1905,3810,465639
1910,3820,450471
1915,3830,447658
1920,3840,461412
1925,3850,450588
1930,3860,469834
1935,3870,564478
1940,3880,498305
1945,3890,483811
1950,3900,495912
1955,3910,550290
1960,3920,492185
1965,3930,446744
1970,3940,460375
1975,3950,465701
1980,3960,469759
1985,3970,496879
1990,3980,502028
1995,3990,505480
2000,4000,528434
2005,4010,509597
2010,4020,517597
2015,4030,505530
2020,4040,515825
2025,4050,560778
2030,4060,518938
2035,4070,629107
2040,4080,786615
2045,4090,477875
2050,4100,779584
2055,4110,534399
2060,4120,538783
2065,4130,541373
2070,4140,502135
2075,4150,506335
2080,4160,505229
2085,4170,505274
2090,4180,525119
2095,4190,509569
2100,4200,533996
2105,4210,684567
2110,4220,649896
2115,4230,814163
2120,4240,685619
2125,4250,689544
2130,4260,629469
2135,4270,503076
2140,4280,564794
2145,4290,584122
2150,4300,669421
2155,4310,912791
2160,4320,669159
2165,4330,954088
2170,4340,665065
2175,4350,573443
2180,4360,691265
2185,4370,645455
2190,4380,876096
2195,4390,678036
2200,4400,619942
2205,4410,599417
2210,4420,578863
2215,4430,562849
2220,4440,947636
2225,4450,699258
2230,4460,911470
2235,4470,691864
2240,4480,711790
2245,4490,694419
2250,4500,874760
2255,4510,698925
2260,4520,723869
2265,4530,693333
2270,4540,658328
2275,4550,597908
2280,4560,595204
2285,4570,598268
2290,4580,593093
2295,4590,672414
2300,4600,667312
2305,4610,684635
2310,4620,705117
2315,4630,667025
2320,4640,763594
2325,4650,721116
2330,4660,608285
2335,4670,1099798
2340,4680,771974
2345,4690,709231
2350,4700,716176
2355,4710,720717
2360,4720,729242
2365,4730,731641
2370,4740,732254
2375,4750,728195
2380,4760,687885
2385,4770,734115
2390,4780,743113
2395,4790,739877
2400,4800,759341
2405,4810,742572
2410,4820,676570
2415,4830,710076
2420,4840,749981
2425,4850,751050
2430,4860,757564
2435,4870,756187
2440,4880,764335
2445,4890,752423
2450,4900,761940
2455,4910,774350
2460,4920,758898
2465,4930,765994
2470,4940,772711
2475,4950,766075
2480,4960,705272
2485,4970,721646
2490,4980,767722
2495,4990,767034
2500,5000,772155
2505,5010,769053
2510,5020,736579
2515,5030,718915
2520,5040,783204
2525,5050,783972
2530,5060,776450
2535,5070,735485
2540,5080,732898
2545,5090,783317
2550,5100,811809
2555,5110,787840
2560,5120,760727
2565,5130,795668
2570,5140,788995
2575,5150,791817
2580,5160,758270
2585,5170,801220
2590,5180,855197
2595,5190,840477
2600,5200,809382
2605,5210,799938
