n,m,dual_lp
50,50,1807452
55,55,1625038
60,60,1619165
65,65,1585054
70,70,1781634
75,75,1709104
80,80,2027145
85,85,1777492
90,90,1863329
95,95,1698229
100,100,1888013
105,105,2043094
110,110,1920423
115,115,1965260
120,120,1923979
125,125,1910423
130,130,2131288
135,135,2125914
140,140,2242089
145,145,2156579
150,150,2194170
155,155,2446378
160,160,2314706
165,165,2262472
170,170,2212639
175,175,2633754
180,180,3226642
185,185,2876553
190,190,2493009
195,195,2622815
200,200,2573609
205,205,2436104
210,210,2472349
215,215,2739383
220,220,2565019
225,225,2522359
230,230,3227407
235,235,3189982
240,240,3040679
245,245,2900825
250,250,3168616
255,255,3258351
260,260,3214759
265,265,3285987
270,270,3937304
275,275,3220686
280,280,3681588
285,285,3169783
290,290,3158498
295,295,3254457
300,300,3746713
305,305,3404363
310,310,3557363
315,315,3785344
320,320,3632926
325,325,4466826
330,330,4030686
335,335,4421559
340,340,4390853
345,345,3704465
350,350,3722329
355,355,3634644
360,360,4141530
365,365,3925147
370,370,3494995
375,375,3775956
380,380,4010514
385,385,3497061
390,390,3739266
395,395,3925291
400,400,3528438
405,405,3756710
410,410,4047960
415,415,3879802
420,420,3804607
425,425,4166451
430,430,4132903
435,435,4036605
440,440,4202411
445,445,4042955
450,450,4374435
455,455,5713170
460,460,4284674
465,465,4492767
470,470,4434289
475,475,5369786
480,480,4726031
485,485,4726679
490,490,5344860
495,495,4878953
500,500,4927295
505,505,6361921
510,510,5027702
515,515,4772961
520,520,5487836
525,525,5018174
530,530,4739340
535,535,5593691
540,540,5039021
545,545,5090851
550,550,5874780
555,555,5475860
560,560,5075726
565,565,5828382
570,570,5159889
575,575,5247864
580,580,5032203
585,585,5355666
590,590,5052687
595,595,5265508
600,600,5024295
605,605,5312955
610,610,4923286
615,615,5366705
620,620,5230927
625,625,5357597
630,630,5148966
635,635,5339705
640,640,6071740
645,645,6145459
650,650,5430623
655,655,5494988
660,660,6234429
665,665,5943602
670,670,6306769
675,675,5905736
680,680,6785244
685,685,6663655
690,690,6022265
695,695,6414723
700,700,5911006
705,705,6855648
710,710,6375486
715,715,6498125
720,720,6546327
725,725,5998869
730,730,7013044
735,735,6334227
740,740,5962759
745,745,6224232
750,750,5904063
755,755,5904454
760,760,6189031
765,765,6151914
770,770,5882734
775,775,6336304
780,780,5967139
785,785,6326336
790,790,6280230
795,795,7262389
800,800,6316130
805,805,6323977
810,810,6687518
815,815,7314569
820,820,6865703
825,825,7159487
830,830,7797234
835,835,7238085
840,840,8550569
845,845,7673315
850,850,7222499
855,855,7849432
860,860,7808504
865,865,7230514
870,870,7368937
875,875,7086926
880,880,6698455
885,885,6731733
890,890,6600392
895,895,7025686
900,900,6939961
905,905,7026391
910,910,7153170
915,915,7052742
920,920,7054127
925,925,7111530
930,930,8086772
935,935,6878473
940,940,6988871
945,945,9010509
950,950,8065837
955,955,7254373
960,960,8213502
965,965,11236263
970,970,9044071
975,975,8522482
980,980,7709346
985,985,8256061
990,990,7989884
995,995,8543386
1000,1000,8046552
1005,1005,8582820
1010,1010,7800066
1015,1015,7996650
1020,1020,7282033
1025,1025,7868805
1030,1030,7618658
1035,1035,8732746
1040,1040,7993657
1045,1045,8761896
1050,1050,8935244
1055,1055,8694362
1060,1060,7644565
1065,1065,8409474
1070,1070,8505986
1075,1075,8646394
1080,1080,8840341
1085,1085,8915528
1090,1090,10551012
1095,1095,9453959
1100,1100,9035207
1105,1105,9273911
1110,1110,8824560
1115,1115,8708455
1120,1120,8722354
1125,1125,8283469
1130,1130,8584379
1135,1135,8199293
1140,1140,8652368
1145,1145,8491588
1150,1150,8394603
1155,1155,9356951
1160,1160,9493804
1165,1165,8529529
1170,1170,9143193
1175,1175,9531217
1180,1180,9175347
1185,1185,9706261
1190,1190,9189716
1195,1195,9526921
1200,1200,9526070
1205,1205,9654771
1210,1210,9784471
1215,1215,9521195
1220,1220,10299723
1225,1225,9408421
1230,1230,9357156
1235,1235,9489451
1240,1240,9404662
1245,1245,9751021
1250,1250,9149713
1255,1255,9012725
1260,1260,9013062
1265,1265,9519898
1270,1270,9290992
1275,1275,9866005
1280,1280,10073884
1285,1285,10568728
1290,1290,10332174
1295,1295,10379333
1300,1300,10627134
1305,1305,10316037
1310,1310,10065533
1315,1315,9762798
1320,1320,10447126
1325,1325,9985507
1330,1330,9929156
1335,1335,9930815
