n,m,lp_runs,exp_lp
50,100,2,1755561
55,110,2,1464863
60,120,3,2039279
65,130,2,1531095
70,140,2,1529229
75,150,2,1524249
80,160,2,1778518
85,170,6,2424573
90,180,4,2004985
95,190,1,1548068
100,200,6,3039545
105,210,1,1893271
110,220,9,3616438
115,230,3,2182739
120,240,5,2366985
125,250,2,1894060
130,260,2,1943884
135,270,3,1964672
140,280,1,1510755
145,290,1,1471585
150,300,1,1552375
155,310,1,2256310
160,320,1,1681273
165,330,1,1656002
170,340,1,1681466
175,350,1,1699301
180,360,1,1687666
185,370,1,1663710
190,380,1,1656907
195,390,1,1924921
200,400,1,1752491
205,410,1,1843890
210,420,1,1734838
215,430,1,1792706
220,440,1,1977707
225,450,1,1815318
230,460,1,1929764
235,470,1,1826256
240,480,1,1823392
245,490,1,1941052
250,500,1,1869627
255,510,1,2173892
260,520,1,1916623
265,530,1,1935277
270,540,1,2033932
275,550,1,1982509
280,560,1,2156970
285,570,1,2008391
290,580,1,2207825
295,590,1,2064765
300,600,1,2017058
305,610,1,2290419
310,620,1,2077019
315,630,1,2077580
320,640,1,2085586
325,650,1,2336283
330,660,1,2245565
335,670,1,2413818
340,680,1,2365709
345,690,1,2418415
350,700,1,2329240
355,710,13,6584947
360,720,1,2542916
365,730,3,3090676
370,740,8,4733112
375,750,1,2805410
380,760,15,7339601
385,770,21,10324670
390,780,1,2875746
395,790,4,3555886
400,800,1,2566383
405,810,1,2800963
410,820,1,2610530
415,830,1,2432236
420,840,1,2564132
425,850,20,11200684
430,860,1,2809530
435,870,1,2853101
440,880,25,14666505
445,890,1,3961562
450,900,1,3077631
455,910,8,6454709
460,920,1,3012609
465,930,1,2741731
470,940,13,9554486
475,950,1,4142086
480,960,1,4015973
485,970,1,3245127
490,980,1,3914026
495,990,1,2817175
500,1000,1,2823953
505,1010,1,4235342
510,1020,1,3398808
515,1030,1,3140020
520,1040,1,4917937
525,1050,1,3479894
530,1060,1,3239625
535,1070,1,3259287
540,1080,1,3401641
545,1090,1,3176595
550,1100,1,3268491
555,1110,1,3284294
560,1120,1,3425043
565,1130,1,3830573
570,1140,1,3816766
575,1150,1,3914719
580,1160,1,3968829
585,1170,1,4158676
590,1180,1,4302022
595,1190,1,4108709
600,1200,1,4192413
605,1210,1,4159224
610,1220,1,4309019
615,1230,1,3637057
620,1240,1,4180925
625,1250,1,3877494
630,1260,1,4218585
635,1270,1,3766359
640,1280,1,3782124
645,1290,1,3848205
650,1300,1,4894062
655,1310,1,3982480
660,1320,1,4627250
665,1330,1,4770747
670,1340,1,5081073
675,1350,1,6859689
680,1360,1,5707195
685,1370,1,4111637
690,1380,1,5714794
695,1390,1,5233215
700,1400,1,6942510
705,1410,1,4213702
710,1420,1,5521372
715,1430,1,4395974
720,1440,1,6353173
725,1450,1,4828186
730,1460,1,5214681
735,1470,1,4619271
740,1480,1,5572057
745,1490,1,5128596
750,1500,1,4398285
755,1510,1,4485862
760,1520,1,4494950
765,1530,1,4972541
770,1540,1,6344136
775,1550,1,5302891
780,1560,1,5127319
785,1570,1,5118830
790,1580,1,5229899
795,1590,1,5075922
800,1600,1,4594785
805,1610,1,4686602
810,1620,1,4815689
815,1630,1,5494287
820,1640,1,5538840
825,1650,1,5637261
830,1660,1,5548057
835,1670,1,5991827
840,1680,1,6707376
845,1690,1,5687713
850,1700,1,4834877
855,1710,1,7450511
860,1720,1,5895487
865,1730,1,6015508
870,1740,1,6254241
875,1750,1,5928199
880,1760,1,6903036
885,1770,1,6481386
890,1780,1,6887184
895,1790,1,6169024
900,1800,1,7090671
905,1810,1,7047631
910,1820,1,6783647
915,1830,1,6278187
920,1840,1,6222567
925,1850,1,6452402
930,1860,1,7027438
935,1870,1,7034526
940,1880,1,5447347
945,1890,1,6635155
950,1900,1,5237944
955,1910,1,7716616
960,1920,1,6952068
965,1930,1,7085105
970,1940,1,10545389
975,1950,1,9102744
980,1960,1,7092358
985,1970,1,7408544
990,1980,1,7772270
995,1990,1,8001939
1000,2000,1,7021876
1005,2010,1,7595075
1010,2020,1,8160458
1015,2030,1,6873775
1020,2040,1,7361773
1025,2050,1,5638622
1030,2060,1,7731575
1035,2070,1,7608203
1040,2080,1,7514013
1045,2090,1,6301974
1050,2100,1,7751421
1055,2110,1,8551995
1060,2120,1,9509458
1065,2130,1,7619809
1070,2140,1,6174372
1075,2150,1,8007592
1080,2160,1,7788770
1085,2170,1,8181787
1090,2180,1,8276476
1095,2190,1,9837073
1100,2200,1,8354579
1105,2210,1,8271581
1110,2220,1,8304591
1115,2230,1,6531251
1120,2240,1,8506079
1125,2250,1,8884268
1130,2260,1,8659806
1135,2270,1,10039174
1140,2280,1,8837681
1145,2290,1,6545854
1150,2300,1,7024746
1155,2310,1,6341068
1160,2320,1,6764467
1165,2330,1,6458459
1170,2340,1,6965674
1175,2350,1,8752178
1180,2360,1,7267424
1185,2370,1,8873721
1190,2380,1,9467105
1195,2390,1,9272047
1200,2400,1,9530917
1205,2410,1,9975320
1210,2420,1,9854508
1215,2430,1,11230572
1220,2440,1,9650419
1225,2450,1,7914409
1230,2460,1,10986024
1235,2470,1,10769908
1240,2480,1,10155906
1245,2490,20,28040038
1250,2500,1,6933925
1255,2510,13,16134507
1260,2520,1,6541643
1265,2530,8,12914782
1270,2540,1,7071119
1275,2550,1,7032540
1280,2560,1,7605714
1285,2570,18,22025070
1290,2580,1,8024042
1295,2590,26,32430488
1300,2600,1,7806815
1305,2610,2,9645619
1310,2620,1,8766840
1315,2630,1,7316394
1320,2640,1,7685394
1325,2650,7,15071087
1330,2660,1,8518055
1335,2670,24,27600531
1340,2680,1,7611297
1345,2690,1,6937960
1350,2700,1,7994477
1355,2710,1,7295435
1360,2720,1,7910340
1365,2730,1,8019051
1370,2740,20,25427198
1375,2750,1,7839316
1380,2760,8,13758719
1385,2770,1,9700371
1390,2780,2,9976729
1395,2790,1,7761742
1400,2800,1,8475449
1405,2810,1,9203275
1410,2820,8,14762086
1415,2830,1,8738211
1420,2840,32,39756479
1425,2850,1,7730056
1430,2860,13,18609268
1435,2870,1,8027098
1440,2880,6,12981700
