n,m,cmin,cmax,primal_lp
50,550,1,100,24496073
55,605,1,100,7685978
60,660,1,100,5050422
65,715,1,100,5630138
70,770,1,100,4841792
75,825,1,100,5268626
80,880,1,100,6115053
85,935,1,100,5499741
90,990,1,100,6723530
95,1045,1,100,6188976
100,1100,1,100,6179473
105,1155,1,100,7802548
110,1210,1,100,7224615
115,1265,1,100,7973621
120,1320,1,100,8203605
125,1375,1,100,8571652
130,1430,1,100,8250087
135,1485,1,100,9611780
140,1540,1,100,8972487
145,1595,1,100,8193348
150,1650,1,100,10884522
155,1705,1,100,11743475
160,1760,1,100,11766072
165,1815,1,100,9685940
170,1870,1,100,10317020
175,1925,1,100,12678129
180,1980,1,100,12812430
185,2035,1,100,13899282
190,2090,1,100,14960532
195,2145,1,100,13575473
200,2200,1,100,13103455
205,2255,1,100,14682928
210,2310,1,100,15506051
215,2365,1,100,12279886
220,2420,1,100,15424547
225,2475,1,100,18247004
230,2530,1,100,16013473
235,2585,1,100,17122397
240,2640,1,100,17939530
245,2695,1,100,17346186
250,2750,1,100,16692869
255,2805,1,100,17921526
260,2860,1,100,18567338
265,2915,1,100,19224597
270,2970,1,100,17427992
275,3025,1,100,19166262
280,3080,1,100,20847004
285,3135,1,100,22264167
290,3190,1,100,20185988
295,3245,1,100,19869519
300,3300,1,100,20995797
305,3355,1,100,21364164
310,3410,1,100,23778640
315,3465,1,100,21927291
320,3520,1,100,22263213
325,3575,1,100,24294307
330,3630,1,100,25455875
335,3685,1,100,24931571
340,3740,1,100,24732630
345,3795,1,100,23996792
350,3850,1,100,24754521
355,3905,1,100,22406992
360,3960,1,100,24030509
365,4015,1,100,25023895
370,4070,1,100,27729639
375,4125,1,100,29626920
380,4180,1,100,26797840
385,4235,1,100,29609508
390,4290,1,100,29379273
395,4345,1,100,28315234
400,4400,1,100,28259027
405,4455,1,100,30906636
410,4510,1,100,31490839
415,4565,1,100,31695839
420,4620,1,100,30788652
425,4675,1,100,31813775
430,4730,1,100,30149057
435,4785,1,100,32969518
440,4840,1,100,33592380
445,4895,1,100,34908266
450,4950,1,100,31987882
455,5005,1,100,33060003
460,5060,1,100,36744733
465,5115,1,100,32801737
470,5170,1,100,36388096
475,5225,1,100,37477055
480,5280,1,100,37659187
485,5335,1,100,37113459
490,5390,1,100,36006518
495,5445,1,100,39364628
500,5500,1,100,36384025
505,5555,1,100,34395754
510,5610,1,100,44533501
515,5665,1,100,61465430
520,5720,1,100,43159145
525,5775,1,100,40753212
530,5830,1,100,40400907
535,5885,1,100,37462407
540,5940,1,100,41409459
545,5995,1,100,38839176
550,6050,1,100,44197882
555,6105,1,100,38498533
560,6160,1,100,40252668
565,6215,1,100,42817454
570,6270,1,100,44660782
575,6325,1,100,41472959
580,6380,1,100,43955236
585,6435,1,100,44930060
590,6490,1,100,44054725
595,6545,1,100,48452783
600,6600,1,100,45454239
605,6655,1,100,47363432
610,6710,1,100,54106661
615,6765,1,100,48340314
620,6820,1,100,51650394
625,6875,1,100,58984592
630,6930,1,100,54054465
635,6985,1,100,48824381
640,7040,1,100,53435226
645,7095,1,100,53509939
650,7150,1,100,55774046
655,7205,1,100,56955788
660,7260,1,100,47685347
665,7315,1,100,51836565
670,7370,1,100,53786719
675,7425,1,100,62570300
680,7480,1,100,53636520
685,7535,1,100,63396675
690,7590,1,100,52196279
695,7645,1,100,62285239
700,7700,1,100,55906375
705,7755,1,100,58666911
710,7810,1,100,61199603
715,7865,1,100,52404648
720,7920,1,100,65341842
725,7975,1,100,55402970
730,8030,1,100,59282947
735,8085,1,100,65986137
740,8140,1,100,71745401
745,8195,1,100,76720370
750,8250,1,100,84118432
755,8305,1,100,67226660
760,8360,1,100,70169238
765,8415,1,100,67620774
770,8470,1,100,66690094
775,8525,1,100,77157562
780,8580,1,100,66543840
785,8635,1,100,59200129
790,8690,1,100,62260144
795,8745,1,100,71278204
800,8800,1,100,80961877
805,8855,1,100,77041597
810,8910,1,100,68611740
815,8965,1,100,62907113
820,9020,1,100,82432402
825,9075,1,100,83423449
830,9130,1,100,73474818
835,9185,1,100,84433461
840,9240,1,100,65786786
845,9295,1,100,86634066
850,9350,1,100,84937365
855,9405,1,100,77720346
860,9460,1,100,79235845
865,9515,1,100,72894011
870,9570,1,100,78518853
875,9625,1,100,80877213
880,9680,1,100,85185589
885,9735,1,100,89495654
890,9790,1,100,92211283
895,9845,1,100,86437204
900,9900,1,100,90493703
905,9955,1,100,92463273
910,10010,1,100,94481638
915,10065,1,100,112935402
920,10120,1,100,80435170
925,10175,1,100,82126602
930,10230,1,100,93320757
935,10285,1,100,102627285
940,10340,1,100,111344974
945,10395,1,100,79323211
950,10450,1,100,110260581
955,10505,1,100,109015821
960,10560,1,100,151532743
965,10615,1,100,143350450
970,10670,1,100,114262105
975,10725,1,100,96549074
980,10780,1,100,109516468
985,10835,1,100,155442822
990,10890,1,100,113475597
995,10945,1,100,112480467
1000,11000,1,100,136432137
1005,11055,1,100,121212711
1010,11110,1,100,129973328
1015,11165,1,100,119920999
1020,11220,1,100,116852001
1025,11275,1,100,121785527
1030,11330,1,100,128767500
1035,11385,1,100,166041169
1040,11440,1,100,158168721
1045,11495,1,100,148142162
1050,11550,1,100,137727924
1055,11605,1,100,115840333
1060,11660,1,100,126228756
1065,11715,1,100,150087178
1070,11770,1,100,120250799
1075,11825,1,100,142943046
1080,11880,1,100,150109570
1085,11935,1,100,198245217
1090,11990,1,100,132487112
1095,12045,1,100,119386359
1100,12100,1,100,194133697
1105,12155,1,100,142964103
1110,12210,1,100,140029428
1115,12265,1,100,122505791
1120,12320,1,100,122711677
1125,12375,1,100,136429330
1130,12430,1,100,122905980
1135,12485,1,100,132521782
1140,12540,1,100,156343552
1145,12595,1,100,178467462
1150,12650,1,100,172728442
1155,12705,1,100,199506631
1160,12760,1,100,163232282
1165,12815,1,100,164147520
1170,12870,1,100,148107838
1175,12925,1,100,133560390
1180,12980,1,100,181564643
1185,13035,1,100,132911879
1190,13090,1,100,139651881
1195,13145,1,100,144773700
1200,13200,1,100,135577523
1205,13255,1,100,132616139
1210,13310,1,100,141327098
1215,13365,1,100,151516760
1220,13420,1,100,203083082
1225,13475,1,100,142889971
1230,13530,1,100,148475069
1235,13585,1,100,114421104
1240,13640,1,100,141765177
1245,13695,1,100,138998080
1250,13750,1,100,161546816
1255,13805,1,100,130029447
1260,13860,1,100,151886905
1265,13915,1,100,119601963
1270,13970,1,100,199480953
1275,14025,1,100,186632387
1280,14080,1,100,153332698
1285,14135,1,100,138017618
1290,14190,1,100,178311514
1295,14245,1,100,180759809
1300,14300,1,100,166315683
1305,14355,1,100,179706642
1310,14410,1,100,163825394
1315,14465,1,100,168299692
1320,14520,1,100,183298780
1325,14575,1,100,174576438
1330,14630,1,100,181318116
1335,14685,1,100,189234011
1340,14740,1,100,184843789
1345,14795,1,100,157989382
1350,14850,1,100,191137211
1355,14905,1,100,162356282
1360,14960,1,100,167569673
1365,15015,1,100,167082442
1370,15070,1,100,241598200
1375,15125,1,100,188740163
1380,15180,1,100,254276536
1385,15235,1,100,188524699
1390,15290,1,100,228047224
1395,15345,1,100,257298483
1400,15400,1,100,226994385
1405,15455,1,100,276487283
1410,15510,1,100,226591660
1415,15565,1,100,214544403
1420,15620,1,100,217183079
1425,15675,1,100,249307418
1430,15730,1,100,227990624
1435,15785,1,100,291554674
1440,15840,1,100,214814694
1445,15895,1,100,277652819
1450,15950,1,100,237071424
1455,16005,1,100,292726492
1460,16060,1,100,340999164
1465,16115,1,100,239390800
1470,16170,1,100,285529818
1475,16225,1,100,245000599
1480,16280,1,100,254469672
1485,16335,1,100,276110941
1490,16390,1,100,313043746
1495,16445,1,100,203905535
1500,16500,1,100,228593853
1505,16555,1,100,230119968
1510,16610,1,100,233685796
1515,16665,1,100,334375994
1520,16720,1,100,227809315
1525,16775,1,100,271875411
1530,16830,1,100,278453068
1535,16885,1,100,241731737
1540,16940,1,100,238067354
1545,16995,1,100,267540668
1550,17050,1,100,241874980
1555,17105,1,100,270873009
1560,17160,1,100,226172790
1565,17215,1,100,244627401
1570,17270,1,100,248161269
1575,17325,1,100,252908094
1580,17380,1,100,264931812
1585,17435,1,100,248436200
1590,17490,1,100,258734909
1595,17545,1,100,227950780
1600,17600,1,100,248335149
1605,17655,1,100,268086438
1610,17710,1,100,228481652
1615,17765,1,100,278931031
1620,17820,1,100,269022596
1625,17875,1,100,257075710
1630,17930,1,100,261679431
1635,17985,1,100,242681159
1640,18040,1,100,247311830
1645,18095,1,100,231608014
1650,18150,1,100,261904298
1655,18205,1,100,263769123
1660,18260,1,100,280260457
1665,18315,1,100,263421383
1670,18370,1,100,262475352
1675,18425,1,100,275672178
1680,18480,1,100,256736206
1685,18535,1,100,266815282
1690,18590,1,100,333985868
1695,18645,1,100,302185909
1700,18700,1,100,327132952
1705,18755,1,100,251674373
1710,18810,1,100,267536251
1715,18865,1,100,370569139
1720,18920,1,100,262818847
1725,18975,1,100,297328865
1730,19030,1,100,281996982
1735,19085,1,100,297526801
1740,19140,1,100,341188030
1745,19195,1,100,288181485
1750,19250,1,100,270051153
1755,19305,1,100,308528070
1760,19360,1,100,397201892
1765,19415,1,100,407936839
1770,19470,1,100,259127649
1775,19525,1,100,347076373
1780,19580,1,100,285482211
1785,19635,1,100,270254105
1790,19690,1,100,290138580
1795,19745,1,100,296136020
1800,19800,1,100,296743994
1805,19855,1,100,283070813
1810,19910,1,100,283770160
1815,19965,1,100,288754071
1820,20020,1,100,299924943
1825,20075,1,100,352006257
1830,20130,1,100,314182206
1835,20185,1,100,285870225
1840,20240,1,100,306119922
1845,20295,1,100,325838650
1850,20350,1,100,322238344
1855,20405,1,100,283618682
1860,20460,1,100,300696589
1865,20515,1,100,302257511
1870,20570,1,100,304599196
1875,20625,1,100,292630686
1880,20680,1,100,334743313
1885,20735,1,100,295135555
1890,20790,1,100,318474350
1895,20845,1,100,434535269
1900,20900,1,100,327221392
1905,20955,1,100,334778086
1910,21010,1,100,404578861
1915,21065,1,100,305650159
1920,21120,1,100,344931291
1925,21175,1,100,348164875
1930,21230,1,100,344794113
1935,21285,1,100,334387572
1940,21340,1,100,355974407
1945,21395,1,100,298381909
1950,21450,1,100,383826290
1955,21505,1,100,349834629
1960,21560,1,100,357970581
1965,21615,1,100,353992010
1970,21670,1,100,342180033
1975,21725,1,100,349392765
1980,21780,1,100,345986642
1985,21835,1,100,525133774
1990,21890,1,100,345099693
1995,21945,1,100,361137541
2000,22000,1,100,342949412
2005,22055,1,100,339940235
2010,22110,1,100,364855032
2015,22165,1,100,348787591
2020,22220,1,100,332046965
2025,22275,1,100,356760829
2030,22330,1,100,335137041
2035,22385,1,100,398416249
2040,22440,1,100,348195855
2045,22495,1,100,384010818
2050,22550,1,100,326149263
2055,22605,1,100,391625429
2060,22660,1,100,363961854
2065,22715,1,100,348739009
2070,22770,1,100,346570292
2075,22825,1,100,354675376
2080,22880,1,100,377967634
2085,22935,1,100,376714229
2090,22990,1,100,330996264
2095,23045,1,100,410681988
2100,23100,1,100,378319916
2105,23155,1,100,399520406
2110,23210,1,100,499575054
2115,23265,1,100,383477196
2120,23320,1,100,365124336
2125,23375,1,100,462057940
2130,23430,1,100,380212579
2135,23485,1,100,364498956
2140,23540,1,100,367217623
2145,23595,1,100,391261070
2150,23650,1,100,376975656
2155,23705,1,100,410379211
2160,23760,1,100,407896680
2165,23815,1,100,383118482
2170,23870,1,100,418293200
2175,23925,1,100,368518412
2180,23980,1,100,394682784
2185,24035,1,100,414183288
2190,24090,1,100,347479054
2195,24145,1,100,428028410
2200,24200,1,100,372803474
2205,24255,1,100,363913682
2210,24310,1,100,397714556
2215,24365,1,100,400037186
2220,24420,1,100,382297643
2225,24475,1,100,405617638
2230,24530,1,100,452900393
2235,24585,1,100,383278319
2240,24640,1,100,394598464
2245,24695,1,100,402551290
2250,24750,1,100,351813572
2255,24805,1,100,369519691
2260,24860,1,100,412778882
2265,24915,1,100,514800258
2270,24970,1,100,464667169
2275,25025,1,100,475197173
2280,25080,1,100,435635924
2285,25135,1,100,418047572
2290,25190,1,100,376932877
2295,25245,1,100,425503634
2300,25300,1,100,406481787
2305,25355,1,100,414253265
2310,25410,1,100,451479089
2315,25465,1,100,486091755
2320,25520,1,100,398832610
2325,25575,1,100,423750517
2330,25630,1,100,488724664
2335,25685,1,100,493167218
2340,25740,1,100,453886668
2345,25795,1,100,393614311
2350,25850,1,100,414138909
2355,25905,1,100,461915423
2360,25960,1,100,515207064
2365,26015,1,100,459933027
2370,26070,1,100,435183101
2375,26125,1,100,457882829
2380,26180,1,100,511662931
2385,26235,1,100,448376575
2390,26290,1,100,455396255
2395,26345,1,100,475539429
2400,26400,1,100,430151855
2405,26455,1,100,622614770
2410,26510,1,100,432760343
2415,26565,1,100,444646066
2420,26620,1,100,439434950
2425,26675,1,100,447281702
2430,26730,1,100,440490343
2435,26785,1,100,501747900
2440,26840,1,100,458111607
2445,26895,1,100,514655342
2450,26950,1,100,558499286
2455,27005,1,100,482476863
2460,27060,1,100,469573367
2465,27115,1,100,452961688
2470,27170,1,100,449028245
2475,27225,1,100,443249715
2480,27280,1,100,473120353
