n,m,cmin,cmax,dinic
50,650,1,100,72108
55,715,1,100,68505
60,780,1,100,76616
65,845,1,100,83060
70,910,1,100,89114
75,975,1,100,99921
80,1040,1,100,118477
85,1105,1,100,110330
90,1170,1,100,116969
95,1235,1,100,140327
100,1300,1,100,154623
105,1365,1,100,146178
110,1430,1,100,158246
115,1495,1,100,206375
120,1560,1,100,240155
125,1625,1,100,224660
130,1690,1,100,235725
135,1755,1,100,200558
140,1820,1,100,201051
145,1885,1,100,230403
150,1950,1,100,244409
155,2015,1,100,248460
160,2080,1,100,266302
165,2145,1,100,373843
170,2210,1,100,308378
175,2275,1,100,298593
180,2340,1,100,314865
185,2405,1,100,308810
190,2470,1,100,350520
195,2535,1,100,320538
200,2600,1,100,293899
205,2665,1,100,297073
210,2730,1,100,453714
215,2795,1,100,350512
220,2860,1,100,328512
225,2925,1,100,373419
230,2990,1,100,372406
235,3055,1,100,365535
240,3120,1,100,443811
245,3185,1,100,425432
250,3250,1,100,423923
255,3315,1,100,430417
260,3380,1,100,450253
265,3445,1,100,555619
270,3510,1,100,514474
275,3575,1,100,523433
280,3640,1,100,449619
285,3705,1,100,455485
290,3770,1,100,543309
295,3835,1,100,558478
300,3900,1,100,469152
305,3965,1,100,475671
310,4030,1,100,532823
315,4095,1,100,527105
320,4160,1,100,496656
325,4225,1,100,486562
330,4290,1,100,617775
335,4355,1,100,468354
340,4420,1,100,543764
345,4485,1,100,471566
350,4550,1,100,668267
355,4615,1,100,455246
360,4680,1,100,542006
365,4745,1,100,547457
370,4810,1,100,536212
375,4875,1,100,537605
380,4940,1,100,610835
385,5005,1,100,636558
390,5070,1,100,587670
395,5135,1,100,572617
400,5200,1,100,601497
405,5265,1,100,744667
410,5330,1,100,602134
415,5395,1,100,711422
420,5460,1,100,796259
425,5525,1,100,687668
430,5590,1,100,736821
435,5655,1,100,656187
440,5720,1,100,708961
445,5785,1,100,756202
450,5850,1,100,693453
455,5915,1,100,810549
460,5980,1,100,773704
465,6045,1,100,720757
470,6110,1,100,756598
475,6175,1,100,913301
480,6240,1,100,788678
485,6305,1,100,741552
490,6370,1,100,866381
495,6435,1,100,755660
500,6500,1,100,914327
505,6565,1,100,911774
510,6630,1,100,912809
515,6695,1,100,874738
520,6760,1,100,719494
525,6825,1,100,950122
530,6890,1,100,840919
535,6955,1,100,964888
540,7020,1,100,782751
545,7085,1,100,865415
550,7150,1,100,823130
555,7215,1,100,938202
560,7280,1,100,963444
565,7345,1,100,964352
570,7410,1,100,1029441
575,7475,1,100,1041077
580,7540,1,100,1098533
585,7605,1,100,1000543
590,7670,1,100,893231
595,7735,1,100,995498
600,7800,1,100,1022446
605,7865,1,100,1089177
610,7930,1,100,994354
615,7995,1,100,911737
620,8060,1,100,1130501
625,8125,1,100,1044976
630,8190,1,100,996775
635,8255,1,100,1220111
640,8320,1,100,1040874
645,8385,1,100,972427
650,8450,1,100,1189898
655,8515,1,100,1249377
660,8580,1,100,1165687
665,8645,1,100,1361125
670,8710,1,100,1087220
675,8775,1,100,1078116
680,8840,1,100,1413558
685,8905,1,100,1275838
690,8970,1,100,1210354
695,9035,1,100,1310863
700,9100,1,100,1266383
705,9165,1,100,1235133
710,9230,1,100,1213227
715,9295,1,100,1259326
720,9360,1,100,1327327
725,9425,1,100,1244259
730,9490,1,100,1316462
735,9555,1,100,1129194
740,9620,1,100,1285759
745,9685,1,100,1315095
750,9750,1,100,1289830
755,9815,1,100,1385871
760,9880,1,100,1263977
765,9945,1,100,1388935
770,10010,1,100,1391150
775,10075,1,100,1312678
780,10140,1,100,1213887
785,10205,1,100,1372429
790,10270,1,100,1378055
795,10335,1,100,1352134
800,10400,1,100,1526297
805,10465,1,100,1427769
810,10530,1,100,1416451
815,10595,1,100,1498059
820,10660,1,100,1476467
825,10725,1,100,1382170
830,10790,1,100,1612021
835,10855,1,100,1587328
840,10920,1,100,1413468
845,10985,1,100,1598851
850,11050,1,100,1465343
855,11115,1,100,1316183
860,11180,1,100,1589588
865,11245,1,100,1656484
870,11310,1,100,1548603
875,11375,1,100,1556116
880,11440,1,100,1625109
885,11505,1,100,1544398
890,11570,1,100,1658905
895,11635,1,100,1550182
900,11700,1,100,1625479
905,11765,1,100,1478854
910,11830,1,100,1628065
915,11895,1,100,1564535
920,11960,1,100,1429304
925,12025,1,100,1570055
930,12090,1,100,1494633
935,12155,1,100,1536206
940,12220,1,100,1425386
945,12285,1,100,1564554
950,12350,1,100,1556123
955,12415,1,100,1731377
960,12480,1,100,1640558
965,12545,1,100,1652157
970,12610,1,100,1732040
975,12675,1,100,1812805
980,12740,1,100,1673082
985,12805,1,100,1923510
990,12870,1,100,2466949
995,12935,1,100,1768077
1000,13000,1,100,1764975
1005,13065,1,100,1569548
1010,13130,1,100,1725742
1015,13195,1,100,1664677
1020,13260,1,100,1762919
1025,13325,1,100,1725471
1030,13390,1,100,1914840
1035,13455,1,100,1806604
1040,13520,1,100,1834792
1045,13585,1,100,1875136
1050,13650,1,100,1829625
1055,13715,1,100,1854645
1060,13780,1,100,1658823
1065,13845,1,100,1683272
1070,13910,1,100,1924717
1075,13975,1,100,1776929
1080,14040,1,100,1836651
1085,14105,1,100,1840144
1090,14170,1,100,1772333
1095,14235,1,100,1995312
1100,14300,1,100,1797435
1105,14365,1,100,1975046
1110,14430,1,100,1854517
1115,14495,1,100,1988619
1120,14560,1,100,2073989
1125,14625,1,100,2010671
1130,14690,1,100,1944856
1135,14755,1,100,2181500
1140,14820,1,100,2097435
1145,14885,1,100,2082792
1150,14950,1,100,2099973
1155,15015,1,100,1913219
1160,15080,1,100,2164637
1165,15145,1,100,1869459
1170,15210,1,100,2479022
1175,15275,1,100,2128362
1180,15340,1,100,2319552
1185,15405,1,100,2073680
1190,15470,1,100,2113880
1195,15535,1,100,2014416
1200,15600,1,100,2106369
1205,15665,1,100,1981376
1210,15730,1,100,2212550
1215,15795,1,100,2026363
1220,15860,1,100,2119626
1225,15925,1,100,2155879
1230,15990,1,100,2243266
1235,16055,1,100,2111786
1240,16120,1,100,2282006
1245,16185,1,100,2315390
1250,16250,1,100,2010113
1255,16315,1,100,2188798
1260,16380,1,100,2332534
1265,16445,1,100,2203320
1270,16510,1,100,2438548
1275,16575,1,100,2421273
1280,16640,1,100,2829591
1285,16705,1,100,2550645
1290,16770,1,100,2471784
1295,16835,1,100,2709599
1300,16900,1,100,2314759
1305,16965,1,100,2547334
1310,17030,1,100,2443616
1315,17095,1,100,2797622
1320,17160,1,100,2197183
1325,17225,1,100,2449927
1330,17290,1,100,2387825
1335,17355,1,100,2547404
1340,17420,1,100,2404759
1345,17485,1,100,2425648
1350,17550,1,100,2489796
1355,17615,1,100,2369129
1360,17680,1,100,2453562
1365,17745,1,100,3134381
1370,17810,1,100,2663578
1375,17875,1,100,2890951
1380,17940,1,100,2979769
1385,18005,1,100,2556722
1390,18070,1,100,2637595
1395,18135,1,100,2536720
1400,18200,1,100,3589936
1405,18265,1,100,3029061
1410,18330,1,100,2642438
1415,18395,1,100,2703454
1420,18460,1,100,2522022
1425,18525,1,100,3030998
1430,18590,1,100,2708735
1435,18655,1,100,2668679
1440,18720,1,100,2781202
1445,18785,1,100,3336057
1450,18850,1,100,2730950
1455,18915,1,100,2722996
1460,18980,1,100,2729251
1465,19045,1,100,3440902
1470,19110,1,100,3221394
1475,19175,1,100,2820837
1480,19240,1,100,3411676
1485,19305,1,100,2774029
1490,19370,1,100,3289850
1495,19435,1,100,3205394
1500,19500,1,100,2994128
1505,19565,1,100,2850512
1510,19630,1,100,3211289
1515,19695,1,100,3245857
1520,19760,1,100,2774795
1525,19825,1,100,3320010
1530,19890,1,100,3185573
1535,19955,1,100,2899849
1540,20020,1,100,3554648
1545,20085,1,100,2818002
1550,20150,1,100,4141433
1555,20215,1,100,3311655
1560,20280,1,100,3380809
1565,20345,1,100,3258500
1570,20410,1,100,3420064
1575,20475,1,100,3417470
1580,20540,1,100,3372164
1585,20605,1,100,2878723
1590,20670,1,100,3106034
1595,20735,1,100,2837873
1600,20800,1,100,3268460
1605,20865,1,100,3363558
1610,20930,1,100,3431850
1615,20995,1,100,3271010
1620,21060,1,100,3242690
1625,21125,1,100,3293587
1630,21190,1,100,3497681
1635,21255,1,100,3363719
1640,21320,1,100,3876947
1645,21385,1,100,3532014
1650,21450,1,100,3356024
1655,21515,1,100,3513683
1660,21580,1,100,3568148
1665,21645,1,100,3517037
1670,21710,1,100,3648825
1675,21775,1,100,3488123
1680,21840,1,100,3708254
1685,21905,1,100,3675534
1690,21970,1,100,3285640
1695,22035,1,100,3466388
1700,22100,1,100,3457158
1705,22165,1,100,3498115
1710,22230,1,100,3014975
1715,22295,1,100,3569714
1720,22360,1,100,3686258
1725,22425,1,100,3583830
1730,22490,1,100,3489098
1735,22555,1,100,3663182
1740,22620,1,100,3940391
1745,22685,1,100,3323185
1750,22750,1,100,4209229
1755,22815,1,100,3407073
1760,22880,1,100,3338736
1765,22945,1,100,3781573
1770,23010,1,100,3624961
1775,23075,1,100,3755417
1780,23140,1,100,3310311
1785,23205,1,100,3911495
1790,23270,1,100,3659778
1795,23335,1,100,3682207
1800,23400,1,100,3269984
1805,23465,1,100,3616210
1810,23530,1,100,3330001
1815,23595,1,100,3838411
1820,23660,1,100,3817928
1825,23725,1,100,3920111
1830,23790,1,100,4033888
1835,23855,1,100,3998946
1840,23920,1,100,3539337
1845,23985,1,100,3720077
1850,24050,1,100,3935892
1855,24115,1,100,3382044
1860,24180,1,100,4099697
1865,24245,1,100,3970018
1870,24310,1,100,3829039
1875,24375,1,100,4205715
1880,24440,1,100,4247952
1885,24505,1,100,3726942
1890,24570,1,100,3659596
1895,24635,1,100,4086075
1900,24700,1,100,3816401
1905,24765,1,100,4713160
1910,24830,1,100,3976097
1915,24895,1,100,4117441
1920,24960,1,100,3518958
1925,25025,1,100,4379706
1930,25090,1,100,3496649
1935,25155,1,100,4143914
1940,25220,1,100,4273648
1945,25285,1,100,3675096
1950,25350,1,100,3669843
1955,25415,1,100,4304630
1960,25480,1,100,4609110
1965,25545,1,100,4374819
1970,25610,1,100,4543725
1975,25675,1,100,4265300
1980,25740,1,100,4329788
1985,25805,1,100,4219857
1990,25870,1,100,4161938
1995,25935,1,100,4297516
2000,26000,1,100,3916305
2005,26065,1,100,4339456
2010,26130,1,100,4371575
2015,26195,1,100,4277085
2020,26260,1,100,4725901
2025,26325,1,100,3723450
2030,26390,1,100,4528238
2035,26455,1,100,3732013
2040,26520,1,100,4351161
2045,26585,1,100,4397669
2050,26650,1,100,3865103
2055,26715,1,100,3901920
2060,26780,1,100,3917009
2065,26845,1,100,4407281
2070,26910,1,100,5424466
2075,26975,1,100,4679321
2080,27040,1,100,4643379
2085,27105,1,100,4142697
2090,27170,1,100,4528472
2095,27235,1,100,4847849
2100,27300,1,100,4233061
2105,27365,1,100,5102887
2110,27430,1,100,4738169
2115,27495,1,100,4679743
2120,27560,1,100,4836688
2125,27625,1,100,4605443
2130,27690,1,100,3809202
2135,27755,1,100,4803996
2140,27820,1,100,4573452
2145,27885,1,100,4741531
2150,27950,1,100,3977551
2155,28015,1,100,5453627
2160,28080,1,100,4008145
2165,28145,1,100,4822268
2170,28210,1,100,4065757
2175,28275,1,100,4120441
2180,28340,1,100,4811115
2185,28405,1,100,4372021
2190,28470,1,100,4095176
2195,28535,1,100,4707566
2200,28600,1,100,4188125
2205,28665,1,100,4865984
2210,28730,1,100,4982399
2215,28795,1,100,4817992
2220,28860,1,100,5106924
2225,28925,1,100,4337928
2230,28990,1,100,4935131
2235,29055,1,100,6313698
2240,29120,1,100,4299420
2245,29185,1,100,4412930
2250,29250,1,100,4435941
2255,29315,1,100,6227099
2260,29380,1,100,4548139
2265,29445,1,100,4842566
2270,29510,1,100,4862762
2275,29575,1,100,4178125
2280,29640,1,100,4538021
2285,29705,1,100,4884341
2290,29770,1,100,5219737
2295,29835,1,100,5676665
2300,29900,1,100,5464123
2305,29965,1,100,4749090
2310,30030,1,100,5349913
2315,30095,1,100,5227379
2320,30160,1,100,5342545
2325,30225,1,100,5383918
2330,30290,1,100,4432823
2335,30355,1,100,5764310
2340,30420,1,100,4488496
2345,30485,1,100,4811313
2350,30550,1,100,4438099
2355,30615,1,100,5336080
2360,30680,1,100,5533126
2365,30745,1,100,5411139
2370,30810,1,100,5523418
