n,m,dual_lp
100,100,2134925
100,200,3874454
100,300,4144332
100,400,4972491
100,500,5268635
100,600,6408000
100,700,7088695
100,800,8034060
100,900,8249815
100,1000,9095087
100,1100,9002040
100,1200,10912704
100,1300,11480962
100,1400,12026458
100,1500,12391732
100,1600,12874776
100,1700,14536274
100,1800,14505692
100,1900,15261582
100,2000,16380484
100,2100,17336452
100,2200,20309373
100,2300,19887170
100,2400,20447090
100,2500,21179102
100,2600,21923607
100,2700,23176694
100,2800,23885557
100,2900,25258790
100,3000,25533877
100,3100,27004132
100,3200,27073524
100,3300,28327103
100,3400,30133705
100,3500,30776132
100,3600,32209338
100,3700,31026956
100,3800,32003719
100,3900,32776334
100,4000,34391611
100,4100,35920393
100,4200,36819401
100,4300,37277630
100,4400,37733200
100,4500,39208278
100,4600,39036357
100,4700,40739759
100,4800,40992111
100,4900,42371290
100,5000,41052019
100,5100,46014134
100,5200,44448094
100,5300,44616708
100,5400,42518260
100,5500,43198739
100,5600,44859160
100,5700,45311995
100,5800,47267252
100,5900,46389787
100,6000,49598023
100,6100,51386223
100,6200,52746682
100,6300,49799340
100,6400,51708783
100,6500,52528749
100,6600,55602443
100,6700,59355352
100,6800,56600162
100,6900,58266912
100,7000,58606754
100,7100,58730603
100,7200,59044256
100,7300,59367422
100,7400,60765373
100,7500,62429171
100,7600,61160272
100,7700,63160612
100,7800,66254207
100,7900,63630942
100,8000,65572368
100,8100,66626964
100,8200,67733890
100,8300,68029789
100,8400,68675984
100,8500,71574910
100,8600,69374268
100,8700,68717975
100,8800,69472395
100,8900,70785126
100,9000,69708990
100,9100,71719054
100,9200,71409266
100,9300,73046748
100,9400,72767940
100,9500,73120512
100,9600,72016125
100,9700,75898636
100,9800,75591659
100,9900,154115465
100,10000,68349987
