n,m,cmin,cmax,dual_lp
50,400,1,1,4996754
55,440,1,1,5330302
60,480,1,1,5932815
65,520,1,1,5970613
70,560,1,1,6894790
75,600,1,1,6774053
80,640,1,1,7936226
85,680,1,1,7067708
90,720,1,1,8278011
95,760,1,1,7844890
100,800,1,1,8870797
105,840,1,1,8548461
110,880,1,1,9698340
115,920,1,1,9816740
120,960,1,1,11278739
125,1000,1,1,9888721
130,1040,1,1,11603919
135,1080,1,1,10986983
140,1120,1,1,11186912
145,1160,1,1,11450764
150,1200,1,1,11718678
155,1240,1,1,12058515
160,1280,1,1,13903427
165,1320,1,1,12683492
170,1360,1,1,12366215
175,1400,1,1,13122252
180,1440,1,1,13781302
185,1480,1,1,14637459
190,1520,1,1,14349590
195,1560,1,1,14277949
200,1600,1,1,15024456
205,1640,1,1,15223978
210,1680,1,1,15281128
215,1720,1,1,15381231
220,1760,1,1,18595318
225,1800,1,1,17154424
230,1840,1,1,16941659
235,1880,1,1,17648417
240,1920,1,1,17070229
245,1960,1,1,17693019
250,2000,1,1,20222463
255,2040,1,1,21103521
260,2080,1,1,20518736
265,2120,1,1,20845191
270,2160,1,1,20208276
275,2200,1,1,20684265
280,2240,1,1,21681030
285,2280,1,1,20451693
290,2320,1,1,20037104
295,2360,1,1,20985290
300,2400,1,1,21947885
305,2440,1,1,21608104
310,2480,1,1,20648358
315,2520,1,1,25544692
320,2560,1,1,26459897
325,2600,1,1,25271323
330,2640,1,1,26674755
335,2680,1,1,27652022
340,2720,1,1,26037792
345,2760,1,1,25700520
350,2800,1,1,28633995
355,2840,1,1,27461950
360,2880,1,1,27382527
365,2920,1,1,27910602
370,2960,1,1,28711027
375,3000,1,1,40881300
380,3040,1,1,50856035
385,3080,1,1,47518453
390,3120,1,1,43466923
395,3160,1,1,31676072
400,3200,1,1,30245398
405,3240,1,1,30592286
410,3280,1,1,31593700
415,3320,1,1,30669721
420,3360,1,1,32462818
425,3400,1,1,34212048
430,3440,1,1,32444098
435,3480,1,1,32645074
440,3520,1,1,36297076
445,3560,1,1,35475324
450,3600,1,1,36455856
455,3640,1,1,34519761
460,3680,1,1,36155711
465,3720,1,1,36427192
470,3760,1,1,35507371
475,3800,1,1,37079329
480,3840,1,1,39122942
485,3880,1,1,37411827
490,3920,1,1,37768262
495,3960,1,1,38544199
500,4000,1,1,38611481
505,4040,1,1,41604547
510,4080,1,1,43036184
515,4120,1,1,41794026
520,4160,1,1,42578713
525,4200,1,1,41992036
530,4240,1,1,42956104
535,4280,1,1,41803037
540,4320,1,1,43395026
545,4360,1,1,44729145
550,4400,1,1,42761528
555,4440,1,1,42710129
560,4480,1,1,42450577
565,4520,1,1,43476743
570,4560,1,1,46631326
575,4600,1,1,43662987
580,4640,1,1,47181426
585,4680,1,1,47722104
590,4720,1,1,46415397
595,4760,1,1,47316300
600,4800,1,1,47968010
605,4840,1,1,47647434
610,4880,1,1,47596865
615,4920,1,1,49022548
620,4960,1,1,47469711
625,5000,1,1,49628851
630,5040,1,1,48230120
635,5080,1,1,48855985
640,5120,1,1,50979819
645,5160,1,1,52788626
650,5200,1,1,53185240
655,5240,1,1,52869217
660,5280,1,1,52275559
665,5320,1,1,51439632
670,5360,1,1,51235222
675,5400,1,1,52271977
680,5440,1,1,51515182
685,5480,1,1,54345039
690,5520,1,1,54083707
695,5560,1,1,56076218
700,5600,1,1,55524499
705,5640,1,1,55524056
710,5680,1,1,54649237
715,5720,1,1,54660737
720,5760,1,1,56770233
725,5800,1,1,55199016
730,5840,1,1,55817519
735,5880,1,1,57912395
740,5920,1,1,59444815
745,5960,1,1,59985775
750,6000,1,1,58759450
755,6040,1,1,59625526
760,6080,1,1,67190468
765,6120,1,1,62365505
770,6160,1,1,62171441
775,6200,1,1,59087191
780,6240,1,1,61435939
785,6280,1,1,63851365
790,6320,1,1,62103086
795,6360,1,1,61452530
800,6400,1,1,62859020
805,6440,1,1,62440048
810,6480,1,1,64329071
815,6520,1,1,64726733
820,6560,1,1,66540047
825,6600,1,1,63833232
830,6640,1,1,64356789
835,6680,1,1,62667053
840,6720,1,1,66874462
845,6760,1,1,64830073
