n,m,cmin,cmax,dinic
50,700,1,100,258632
55,770,1,100,308328
60,840,1,100,328022
65,910,1,100,347129
70,980,1,100,378058
75,1050,1,100,430183
80,1120,1,100,285763
85,1190,1,100,484308
90,1260,1,100,135221
95,1330,1,100,141143
100,1400,1,100,144115
105,1470,1,100,143514
110,1540,1,100,157089
115,1610,1,100,189470
120,1680,1,100,210557
125,1750,1,100,225940
130,1820,1,100,234180
135,1890,1,100,225394
140,1960,1,100,233097
145,2030,1,100,275267
150,2100,1,100,255537
155,2170,1,100,266948
160,2240,1,100,264633
165,2310,1,100,277854
170,2380,1,100,292285
175,2450,1,100,303363
180,2520,1,100,305524
185,2590,1,100,317820
190,2660,1,100,351872
195,2730,1,100,310891
200,2800,1,100,360415
205,2870,1,100,353031
210,2940,1,100,353223
215,3010,1,100,388848
220,3080,1,100,353838
225,3150,1,100,386256
230,3220,1,100,416475
235,3290,1,100,466814
240,3360,1,100,423056
245,3430,1,100,442665
250,3500,1,100,478486
255,3570,1,100,465981
260,3640,1,100,406792
265,3710,1,100,490901
270,3780,1,100,501365
275,3850,1,100,490318
280,3920,1,100,429415
285,3990,1,100,557844
290,4060,1,100,440355
295,4130,1,100,566357
300,4200,1,100,538612
305,4270,1,100,537932
310,4340,1,100,608501
315,4410,1,100,594423
320,4480,1,100,418465
325,4550,1,100,600478
330,4620,1,100,526096
335,4690,1,100,537141
340,4760,1,100,541367
345,4830,1,100,489943
350,4900,1,100,676821
355,4970,1,100,474466
360,5040,1,100,571191
365,5110,1,100,570558
370,5180,1,100,584377
375,5250,1,100,586825
380,5320,1,100,651623
385,5390,1,100,642925
390,5460,1,100,704155
395,5530,1,100,655307
400,5600,1,100,607373
405,5670,1,100,796782
410,5740,1,100,783778
415,5810,1,100,841588
420,5880,1,100,774510
425,5950,1,100,792854
430,6020,1,100,836309
435,6090,1,100,753602
440,6160,1,100,721327
445,6230,1,100,800507
450,6300,1,100,774673
455,6370,1,100,887920
460,6440,1,100,844892
465,6510,1,100,935447
470,6580,1,100,780709
475,6650,1,100,736679
480,6720,1,100,888452
485,6790,1,100,741620
490,6860,1,100,748392
495,6930,1,100,810320
500,7000,1,100,765534
505,7070,1,100,1013761
510,7140,1,100,982114
515,7210,1,100,978381
520,7280,1,100,986476
525,7350,1,100,779322
530,7420,1,100,978969
535,7490,1,100,817405
540,7560,1,100,767679
545,7630,1,100,851614
550,7700,1,100,1063256
555,7770,1,100,1018474
560,7840,1,100,960180
565,7910,1,100,997021
570,7980,1,100,989621
575,8050,1,100,936539
580,8120,1,100,1038095
585,8190,1,100,1026786
590,8260,1,100,1012180
595,8330,1,100,1048243
600,8400,1,100,1021462
605,8470,1,100,1162884
610,8540,1,100,1185427
615,8610,1,100,1126809
620,8680,1,100,1374526
625,8750,1,100,1213974
630,8820,1,100,1222736
635,8890,1,100,1466699
640,8960,1,100,1101752
645,9030,1,100,1195791
650,9100,1,100,1436430
655,9170,1,100,1315075
660,9240,1,100,1315529
665,9310,1,100,1233496
670,9380,1,100,1376291
675,9450,1,100,1329983
680,9520,1,100,1354004
685,9590,1,100,1249427
690,9660,1,100,1324430
695,9730,1,100,1441245
700,9800,1,100,1350798
705,9870,1,100,1415450
710,9940,1,100,1654585
715,10010,1,100,1575823
720,10080,1,100,1413873
725,10150,1,100,1538663
730,10220,1,100,1447322
735,10290,1,100,1336814
740,10360,1,100,1428554
745,10430,1,100,1530620
750,10500,1,100,1505181
755,10570,1,100,1417018
760,10640,1,100,1355445
765,10710,1,100,1448190
770,10780,1,100,2059241
775,10850,1,100,1459524
780,10920,1,100,1378904
785,10990,1,100,1417305
790,11060,1,100,1463515
795,11130,1,100,1566891
800,11200,1,100,1535076
805,11270,1,100,1438890
810,11340,1,100,1479824
815,11410,1,100,1557321
820,11480,1,100,1943429
825,11550,1,100,1548564
830,11620,1,100,2243722
835,11690,1,100,1634253
840,11760,1,100,1614285
845,11830,1,100,1549721
850,11900,1,100,1613205
855,11970,1,100,1477888
860,12040,1,100,1506391
865,12110,1,100,1586294
870,12180,1,100,1586093
875,12250,1,100,1552672
880,12320,1,100,1809917
885,12390,1,100,1705705
890,12460,1,100,1722426
895,12530,1,100,1565785
900,12600,1,100,1602358
905,12670,1,100,1469735
910,12740,1,100,1782792
915,12810,1,100,1793767
920,12880,1,100,1727268
925,12950,1,100,1884588
930,13020,1,100,1826627
935,13090,1,100,1634495
940,13160,1,100,1716913
945,13230,1,100,1804158
950,13300,1,100,1566680
955,13370,1,100,2215676
960,13440,1,100,1940807
965,13510,1,100,1915874
970,13580,1,100,2016322
975,13650,1,100,1920010
980,13720,1,100,1768903
985,13790,1,100,1916951
990,13860,1,100,1665651
995,13930,1,100,2251479
1000,14000,1,100,1982415
1005,14070,1,100,1853059
1010,14140,1,100,1958970
1015,14210,1,100,1748772
1020,14280,1,100,1890115
1025,14350,1,100,1727725
1030,14420,1,100,2183386
1035,14490,1,100,1813428
1040,14560,1,100,1948618
1045,14630,1,100,1878782
1050,14700,1,100,1907451
1055,14770,1,100,2034806
1060,14840,1,100,1843282
1065,14910,1,100,1829335
1070,14980,1,100,2133539
1075,15050,1,100,1914229
1080,15120,1,100,1983664
1085,15190,1,100,2021426
1090,15260,1,100,1819946
1095,15330,1,100,2003881
1100,15400,1,100,2100328
1105,15470,1,100,2010165
1110,15540,1,100,2161551
1115,15610,1,100,2064306
1120,15680,1,100,2108080
1125,15750,1,100,2129543
1130,15820,1,100,2164946
1135,15890,1,100,2468233
1140,15960,1,100,2130650
1145,16030,1,100,2161626
1150,16100,1,100,2135996
1155,16170,1,100,2060737
1160,16240,1,100,2198089
1165,16310,1,100,1932937
1170,16380,1,100,2144384
1175,16450,1,100,2208486
1180,16520,1,100,2346936
1185,16590,1,100,2237254
1190,16660,1,100,2308312
1195,16730,1,100,2521478
1200,16800,1,100,2411795
1205,16870,1,100,2211089
1210,16940,1,100,2434281
1215,17010,1,100,2458455
1220,17080,1,100,2423327
1225,17150,1,100,2344779
1230,17220,1,100,2554927
1235,17290,1,100,2569476
1240,17360,1,100,2534674
1245,17430,1,100,2768697
1250,17500,1,100,2182242
1255,17570,1,100,2502907
1260,17640,1,100,2330694
1265,17710,1,100,2510145
1270,17780,1,100,2269211
1275,17850,1,100,2478845
1280,17920,1,100,2325773
1285,17990,1,100,2337045
1290,18060,1,100,2262961
1295,18130,1,100,2385098
1300,18200,1,100,2552661
1305,18270,1,100,2447161
1310,18340,1,100,2621315
1315,18410,1,100,2413680
1320,18480,1,100,2699970
1325,18550,1,100,2564080
1330,18620,1,100,2643631
1335,18690,1,100,2637624
1340,18760,1,100,2504423
1345,18830,1,100,2612151
1350,18900,1,100,2636323
1355,18970,1,100,2999022
1360,19040,1,100,2452465
1365,19110,1,100,2482627
1370,19180,1,100,3542922
1375,19250,1,100,3014836
1380,19320,1,100,2581833
1385,19390,1,100,2581477
1390,19460,1,100,2621766
1395,19530,1,100,2588456
1400,19600,1,100,3162074
1405,19670,1,100,3252269
1410,19740,1,100,2588915
1415,19810,1,100,2703163
1420,19880,1,100,2673137
1425,19950,1,100,2845677
1430,20020,1,100,2869989
1435,20090,1,100,4189838
1440,20160,1,100,2981470
1445,20230,1,100,3065701
1450,20300,1,100,2989181
1455,20370,1,100,2937392
1460,20440,1,100,4630843
1465,20510,1,100,2813411
1470,20580,1,100,3073455
1475,20650,1,100,2864459
1480,20720,1,100,2747855
1485,20790,1,100,2736251
1490,20860,1,100,3191931
1495,20930,1,100,3465696
1500,21000,1,100,3323196
1505,21070,1,100,4192297
1510,21140,1,100,3355224
1515,21210,1,100,2907380
1520,21280,1,100,3417091
1525,21350,1,100,2964104
1530,21420,1,100,3088739
1535,21490,1,100,4125734
1540,21560,1,100,2989019
1545,21630,1,100,3022759
1550,21700,1,100,3618193
1555,21770,1,100,3196283
1560,21840,1,100,3348705
1565,21910,1,100,3688398
1570,21980,1,100,3021256
1575,22050,1,100,3129129
1580,22120,1,100,3414776
1585,22190,1,100,3533281
1590,22260,1,100,3054309
1595,22330,1,100,3703424
1600,22400,1,100,3337692
1605,22470,1,100,3856534
1610,22540,1,100,4291336
1615,22610,1,100,4065017
1620,22680,1,100,3301791
1625,22750,1,100,3422819
1630,22820,1,100,3049310
1635,22890,1,100,3705384
1640,22960,1,100,3284090
1645,23030,1,100,3829703
1650,23100,1,100,3247114
1655,23170,1,100,3064207
1660,23240,1,100,3643961
1665,23310,1,100,3626320
1670,23380,1,100,4354642
1675,23450,1,100,3709619
1680,23520,1,100,4009511
1685,23590,1,100,3309075
