n,m,cmin,cmax,primal_lp
50,750,1,1,29028073
55,825,1,1,7558704
60,900,1,1,8535093
65,975,1,1,7594888
70,1050,1,1,5910248
75,1125,1,1,6022662
80,1200,1,1,7612738
85,1275,1,1,8388879
90,1350,1,1,7689057
95,1425,1,1,8540485
100,1500,1,1,7961416
105,1575,1,1,9361811
110,1650,1,1,9336710
115,1725,1,1,11513509
120,1800,1,1,12079734
125,1875,1,1,9960860
130,1950,1,1,10176691
135,2025,1,1,11310576
140,2100,1,1,9787066
145,2175,1,1,12119786
150,2250,1,1,11328906
155,2325,1,1,12157896
160,2400,1,1,13167610
165,2475,1,1,12018775
170,2550,1,1,15900804
175,2625,1,1,14476647
180,2700,1,1,16167591
185,2775,1,1,15182227
190,2850,1,1,15013399
195,2925,1,1,16319561
200,3000,1,1,16300598
205,3075,1,1,19886381
210,3150,1,1,19093526
215,3225,1,1,16383199
220,3300,1,1,17732219
225,3375,1,1,19260062
230,3450,1,1,18877004
235,3525,1,1,22226231
240,3600,1,1,17711914
245,3675,1,1,17952035
250,3750,1,1,20527807
255,3825,1,1,18072445
260,3900,1,1,19980394
265,3975,1,1,20300937
270,4050,1,1,18986099
275,4125,1,1,21756017
280,4200,1,1,22980068
285,4275,1,1,22648471
290,4350,1,1,23512980
295,4425,1,1,25235537
300,4500,1,1,25386123
305,4575,1,1,27950234
310,4650,1,1,28163900
315,4725,1,1,33767938
320,4800,1,1,26395849
325,4875,1,1,24816298
330,4950,1,1,27952580
335,5025,1,1,25735813
340,5100,1,1,28483394
345,5175,1,1,26525643
350,5250,1,1,26043366
355,5325,1,1,31657086
360,5400,1,1,40973735
365,5475,1,1,34212320
370,5550,1,1,29885979
375,5625,1,1,28734527
380,5700,1,1,28647542
385,5775,1,1,26903038
390,5850,1,1,30102048
395,5925,1,1,32099316
400,6000,1,1,30732303
405,6075,1,1,33353284
410,6150,1,1,25218977
415,6225,1,1,29658980
420,6300,1,1,33745054
425,6375,1,1,30944605
430,6450,1,1,33014775
435,6525,1,1,31976937
440,6600,1,1,29993960
445,6675,1,1,32326039
450,6750,1,1,35091962
455,6825,1,1,36381283
460,6900,1,1,33320175
465,6975,1,1,31041148
470,7050,1,1,36721490
475,7125,1,1,35535519
480,7200,1,1,44734665
485,7275,1,1,45314208
490,7350,1,1,46671984
495,7425,1,1,43845835
500,7500,1,1,44171275
505,7575,1,1,42648924
510,7650,1,1,37326422
515,7725,1,1,43073831
520,7800,1,1,46617324
525,7875,1,1,44565434
530,7950,1,1,49053030
535,8025,1,1,39051819
540,8100,1,1,41809804
545,8175,1,1,39464430
550,8250,1,1,37298735
555,8325,1,1,39908225
560,8400,1,1,43006349
565,8475,1,1,43470640
570,8550,1,1,43425486
575,8625,1,1,54451444
580,8700,1,1,47031503
585,8775,1,1,49175086
590,8850,1,1,49455711
595,8925,1,1,56309703
600,9000,1,1,52995366
605,9075,1,1,72538660
610,9150,1,1,59971714
615,9225,1,1,47782790
620,9300,1,1,43818824
625,9375,1,1,45709579
630,9450,1,1,50849341
635,9525,1,1,55533084
640,9600,1,1,63399628
645,9675,1,1,57216391
650,9750,1,1,49606182
655,9825,1,1,51955933
660,9900,1,1,56299376
665,9975,1,1,47329788
670,10050,1,1,60749404
675,10125,1,1,68184110
680,10200,1,1,87893403
685,10275,1,1,68818435
690,10350,1,1,55986481
695,10425,1,1,58773344
700,10500,1,1,62073691
705,10575,1,1,59141052
710,10650,1,1,60998990
715,10725,1,1,63028948
720,10800,1,1,59858191
725,10875,1,1,62313977
730,10950,1,1,72919301
735,11025,1,1,85146394
740,11100,1,1,77998601
745,11175,1,1,64637535
750,11250,1,1,72113084
755,11325,1,1,82239572
760,11400,1,1,76755739
765,11475,1,1,66336741
770,11550,1,1,84587162
775,11625,1,1,81654070
780,11700,1,1,78788167
785,11775,1,1,80966807
790,11850,1,1,97213747
795,11925,1,1,90763979
800,12000,1,1,81953815
805,12075,1,1,73750891
810,12150,1,1,78551164
815,12225,1,1,79980773
820,12300,1,1,88527601
825,12375,1,1,97998746
830,12450,1,1,97053305
835,12525,1,1,79254670
840,12600,1,1,79060286
845,12675,1,1,80371143
850,12750,1,1,88182322
855,12825,1,1,74166065
860,12900,1,1,82973868
865,12975,1,1,92973408
870,13050,1,1,79899042
875,13125,1,1,76657050
880,13200,1,1,97597103
885,13275,1,1,80975555
890,13350,1,1,107981226
895,13425,1,1,94979208
900,13500,1,1,87447428
905,13575,1,1,108953283
910,13650,1,1,94988701
915,13725,1,1,87540731
920,13800,1,1,113333860
925,13875,1,1,112088792
930,13950,1,1,88865968
935,14025,1,1,103024027
940,14100,1,1,85673875
945,14175,1,1,111265799
950,14250,1,1,98869456
955,14325,1,1,99871472
960,14400,1,1,118367020
965,14475,1,1,105437655
970,14550,1,1,104119063
975,14625,1,1,113172982
980,14700,1,1,106235576
985,14775,1,1,106787332
990,14850,1,1,122916676
995,14925,1,1,129711732
1000,15000,1,1,131772436
1005,15075,1,1,157246752
1010,15150,1,1,198508507
1015,15225,1,1,206392666
1020,15300,1,1,131192600
1025,15375,1,1,160162674
1030,15450,1,1,156888461
1035,15525,1,1,171810614
1040,15600,1,1,168915540
1045,15675,1,1,151312506
1050,15750,1,1,154915505
1055,15825,1,1,137571229
1060,15900,1,1,134393809
1065,15975,1,1,144124539
1070,16050,1,1,129517257
1075,16125,1,1,145657342
1080,16200,1,1,135696427
1085,16275,1,1,152412970
1090,16350,1,1,135823457
1095,16425,1,1,140981357
1100,16500,1,1,149688552
1105,16575,1,1,157981345
1110,16650,1,1,147075251
1115,16725,1,1,133071732
1120,16800,1,1,142072535
1125,16875,1,1,154245163
1130,16950,1,1,134139350
1135,17025,1,1,149905054
1140,17100,1,1,143124219
1145,17175,1,1,144364018
1150,17250,1,1,158409016
1155,17325,1,1,139313499
1160,17400,1,1,145465876
1165,17475,1,1,145742032
1170,17550,1,1,147812295
1175,17625,1,1,149104698
1180,17700,1,1,166280650
1185,17775,1,1,156378608
1190,17850,1,1,164244330
1195,17925,1,1,176813842
1200,18000,1,1,155095992
1205,18075,1,1,155847931
1210,18150,1,1,148834168
1215,18225,1,1,169245787
1220,18300,1,1,157126653
1225,18375,1,1,180621434
1230,18450,1,1,158452907
1235,18525,1,1,194337773
1240,18600,1,1,191318690
1245,18675,1,1,162171794
1250,18750,1,1,172654868
1255,18825,1,1,164033806
1260,18900,1,1,198370245
1265,18975,1,1,183373659
1270,19050,1,1,197696592
1275,19125,1,1,198372612
1280,19200,1,1,161404997
1285,19275,1,1,192596784
1290,19350,1,1,181556401
1295,19425,1,1,253390323
1300,19500,1,1,229517086
1305,19575,1,1,207061927
1310,19650,1,1,199365146
1315,19725,1,1,179111475
1320,19800,1,1,179036771
1325,19875,1,1,204137302
1330,19950,1,1,184043278
1335,20025,1,1,207093448
1340,20100,1,1,190308960
1345,20175,1,1,214256828
1350,20250,1,1,240922823
1355,20325,1,1,216825591
1360,20400,1,1,208931576
1365,20475,1,1,196904790
1370,20550,1,1,318332551
1375,20625,1,1,198502602
1380,20700,1,1,200029307
1385,20775,1,1,261571199
1390,20850,1,1,239170371
1395,20925,1,1,275917110
1400,21000,1,1,267410959
1405,21075,1,1,329970694
1410,21150,1,1,253772229
1415,21225,1,1,277095789
1420,21300,1,1,246180915
1425,21375,1,1,223180943
1430,21450,1,1,238587639
1435,21525,1,1,221275496
1440,21600,1,1,232348305
1445,21675,1,1,273467661
1450,21750,1,1,226973651
1455,21825,1,1,229882983
