n,m,dinic
50,650,107780
55,715,86443
60,780,94794
65,845,93371
70,910,99187
75,975,95654
80,1040,104573
85,1105,113918
90,1170,124465
95,1235,133044
100,1300,144105
105,1365,163198
110,1430,153943
115,1495,203196
120,1560,239462
125,1625,222299
130,1690,238924
135,1755,211125
140,1820,217034
145,1885,242917
150,1950,288232
155,2015,232251
160,2080,281298
165,2145,288569
170,2210,373351
175,2275,333136
180,2340,313149
185,2405,328970
190,2470,340427
195,2535,292456
200,2600,460935
205,2665,325119
210,2730,372452
215,2795,379310
220,2860,351114
225,2925,608033
230,2990,635816
235,3055,622491
240,3120,670243
245,3185,703039
250,3250,756608
255,3315,743544
260,3380,792728
265,3445,795083
270,3510,744210
275,3575,477204
280,3640,489099
285,3705,516725
290,3770,447781
295,3835,503601
300,3900,487562
305,3965,587334
310,4030,530056
315,4095,577085
320,4160,442454
325,4225,548301
330,4290,527464
335,4355,462481
340,4420,644848
345,4485,476162
350,4550,544969
355,4615,487844
360,4680,562555
365,4745,565618
370,4810,668727
375,4875,604208
380,4940,586861
385,5005,610559
390,5070,510320
395,5135,641209
400,5200,632324
405,5265,717543
410,5330,773807
415,5395,652228
420,5460,755116
425,5525,723414
430,5590,657813
435,5655,747521
440,5720,1102066
445,5785,709550
450,5850,730274
455,5915,851388
460,5980,827245
465,6045,892983
470,6110,787967
475,6175,643602
480,6240,791062
485,6305,716589
490,6370,736319
495,6435,753893
500,6500,746313
505,6565,904469
510,6630,782700
515,6695,767917
520,6760,798087
525,6825,760332
530,6890,771916
535,6955,823754
540,7020,678717
545,7085,1409844
550,7150,808837
555,7215,975391
560,7280,1022225
565,7345,1030245
570,7410,1196308
575,7475,920929
580,7540,1052947
585,7605,1079654
590,7670,987014
595,7735,951052
600,7800,1031010
605,7865,1046407
610,7930,1095820
615,7995,918221
620,8060,1176703
625,8125,963822
630,8190,1048363
635,8255,1159956
640,8320,976547
645,8385,1195403
650,8450,1611971
655,8515,1124958
660,8580,1200834
665,8645,1167692
670,8710,1125096
675,8775,1101472
680,8840,975968
685,8905,1188089
690,8970,1269164
695,9035,1249922
700,9100,1297755
705,9165,1350817
710,9230,1244235
715,9295,1290204
720,9360,1257487
725,9425,1244275
730,9490,1351557
735,9555,1118835
740,9620,1557556
745,9685,1442921
750,9750,1411156
755,9815,1567681
760,9880,1370621
765,9945,1438781
770,10010,1444304
775,10075,1474197
780,10140,1224813
785,10205,1889536
790,10270,1537686
795,10335,1539391
800,10400,1498174
805,10465,1486401
810,10530,1434982
815,10595,2221948
820,10660,1669496
825,10725,1374298
830,10790,1664239
835,10855,2016257
840,10920,1560427
845,10985,1655467
850,11050,1613734
855,11115,1429541
860,11180,1795636
865,11245,1580749
870,11310,1871072
875,11375,1600036
880,11440,1531192
885,11505,1856904
890,11570,1684882
895,11635,1513875
900,11700,1556387
905,11765,1492490
910,11830,2055546
915,11895,1708049
920,11960,1486298
925,12025,1520633
930,12090,1475533
935,12155,1472205
940,12220,1584142
945,12285,1821779
950,12350,2035987
955,12415,1825581
960,12480,1747225
965,12545,1776328
970,12610,1733029
975,12675,1803400
980,12740,1712634
985,12805,1805320
990,12870,1599952
995,12935,1738543
1000,13000,2396004
1005,13065,1790892
1010,13130,1680231
1015,13195,1717849
1020,13260,1653409
1025,13325,1642347
1030,13390,1750590
1035,13455,1827925
1040,13520,1676201
1045,13585,1816606
1050,13650,1930000
1055,13715,1691911
1060,13780,2160158
1065,13845,1658867
1070,13910,1797770
1075,13975,1975375
1080,14040,2211773
1085,14105,2025445
1090,14170,1721144
1095,14235,2414120
1100,14300,2244352
1105,14365,2494819
1110,14430,2288937
1115,14495,3537099
1120,14560,2165649
1125,14625,3176674
1130,14690,2137669
1135,14755,2110991
1140,14820,2078674
1145,14885,2439642
1150,14950,1941365
1155,15015,2597310
1160,15080,2302422
1165,15145,2336912
1170,15210,1996816
1175,15275,2466294
1180,15340,1993323
1185,15405,2121373
1190,15470,2064731
1195,15535,2171079
1200,15600,2150152
1205,15665,2027716
1210,15730,2042481
1215,15795,2288456
1220,15860,2650912
1225,15925,3253376
1230,15990,2517155
1235,16055,2483344
1240,16120,2179560
1245,16185,2202209
1250,16250,2065122
1255,16315,2401177
1260,16380,2313413
1265,16445,2308895
1270,16510,2345242
1275,16575,2418647
1280,16640,2299768
1285,16705,2312762
1290,16770,2329208
1295,16835,2267598
1300,16900,2668938
1305,16965,2389183
1310,17030,2558610
1315,17095,2389230
1320,17160,2338538
1325,17225,2501957
1330,17290,2467267
1335,17355,3505164
1340,17420,2709755
1345,17485,2981401
1350,17550,2567619
1355,17615,2555032
1360,17680,3176935
1365,17745,2734201
1370,17810,2639943
1375,17875,2522942
1380,17940,2744781
1385,18005,3460463
1390,18070,2873692
1395,18135,2969262
1400,18200,3434887
1405,18265,2677371
1410,18330,2658852
1415,18395,2646773
1420,18460,2610670
1425,18525,2800048
1430,18590,2715118
1435,18655,2896447
1440,18720,2587760
1445,18785,2617223
1450,18850,2857815
1455,18915,3645534
1460,18980,2878500
1465,19045,2958349
1470,19110,3324240
1475,19175,3012517
1480,19240,3483259
1485,19305,3062659
1490,19370,3317558
1495,19435,3231679
1500,19500,3430464
1505,19565,2898338
1510,19630,3164902
1515,19695,3629187
1520,19760,2733359
1525,19825,2669126
1530,19890,3068450
1535,19955,2812707
1540,20020,2636028
1545,20085,2958951
1550,20150,3792055
1555,20215,3324566
1560,20280,3371113
1565,20345,3222163
1570,20410,3025555
1575,20475,2758948
1580,20540,3561311
1585,20605,3212292
1590,20670,2750168
1595,20735,2719988
1600,20800,2736620
1605,20865,2974925
1610,20930,3197422
1615,20995,3183061
1620,21060,3074492
1625,21125,3924583
1630,21190,3105597
1635,21255,2778458
1640,21320,2999680
1645,21385,3303570
1650,21450,4265763
1655,21515,2971304
1660,21580,3196006
1665,21645,3571292
1670,21710,3010085
1675,21775,2835660
1680,21840,3510902
1685,21905,3204356
1690,21970,3280132
1695,22035,2967514
1700,22100,3293499
1705,22165,3388981
1710,22230,3402760
1715,22295,3051257
1720,22360,4905000
1725,22425,3167670
1730,22490,3370375
1735,22555,3114709
1740,22620,3433262
1745,22685,5128564
1750,22750,3600083
1755,22815,3703747
1760,22880,3211106
1765,22945,6423796
1770,23010,4629571
1775,23075,3797736
1780,23140,4094531
1785,23205,4017378
1790,23270,4775735
1795,23335,3397852
1800,23400,4290226
1805,23465,3238264
1810,23530,3985826
1815,23595,4237796
1820,23660,4491638
1825,23725,4091448
1830,23790,3633126
1835,23855,3422230
1840,23920,3059374
1845,23985,3729295
1850,24050,4088469
1855,24115,4785754
1860,24180,4193839
1865,24245,4415065
1870,24310,3635550
1875,24375,3698411
1880,24440,3785135
1885,24505,3564126
1890,24570,4064924
1895,24635,5123126
1900,24700,4213610
1905,24765,5260174
1910,24830,3636731
1915,24895,4368048
1920,24960,4221306
1925,25025,4154869
1930,25090,4213389
1935,25155,3788169
1940,25220,3872496
1945,25285,3996048
1950,25350,4223209
1955,25415,4596948
1960,25480,4293250
1965,25545,4579080
1970,25610,4086306
1975,25675,5164514
1980,25740,4269026
1985,25805,5148969
1990,25870,4549169
1995,25935,4771755
2000,26000,3805434
2005,26065,3790021
2010,26130,4309213
2015,26195,4205432
2020,26260,4161235
2025,26325,4261892
2030,26390,4452935
2035,26455,3872725
2040,26520,4643248
2045,26585,4246004
2050,26650,4538932
2055,26715,3631455
2060,26780,4474385
2065,26845,4661668
2070,26910,3661035
2075,26975,4066118
2080,27040,4834844
2085,27105,3843780
2090,27170,4900453
2095,27235,4395517
2100,27300,3699089
2105,27365,4565856
2110,27430,4380636
2115,27495,4434413
2120,27560,3864968
2125,27625,3804337
