n,m,cmin,cmax,dinic
50,300,1,1,52658
55,330,1,1,47658
60,360,1,1,67854
65,390,1,1,58203
70,420,1,1,52781
75,450,1,1,56026
80,480,1,1,71205
85,510,1,1,64997
90,540,1,1,79212
95,570,1,1,71338
100,600,1,1,71440
105,630,1,1,87252
110,660,1,1,101589
115,690,1,1,95198
120,720,1,1,102296
125,750,1,1,94950
130,780,1,1,97981
135,810,1,1,117643
140,840,1,1,118732
145,870,1,1,147343
150,900,1,1,127972
155,930,1,1,153996
160,960,1,1,124924
165,990,1,1,141897
170,1020,1,1,128369
175,1050,1,1,167355
180,1080,1,1,168176
185,1110,1,1,187395
190,1140,1,1,194464
195,1170,1,1,194026
200,1200,1,1,171056
205,1230,1,1,233149
210,1260,1,1,172240
215,1290,1,1,179858
220,1320,1,1,156017
225,1350,1,1,216280
230,1380,1,1,189702
235,1410,1,1,173785
240,1440,1,1,201951
245,1470,1,1,194978
250,1500,1,1,184955
255,1530,1,1,292889
260,1560,1,1,309762
265,1590,1,1,260993
270,1620,1,1,283366
275,1650,1,1,237956
280,1680,1,1,300112
285,1710,1,1,286766
290,1740,1,1,294102
295,1770,1,1,293238
300,1800,1,1,329527
305,1830,1,1,279932
310,1860,1,1,445529
315,1890,1,1,464796
320,1920,1,1,442181
325,1950,1,1,454915
330,1980,1,1,371045
335,2010,1,1,444763
340,2040,1,1,429177
345,2070,1,1,489130
350,2100,1,1,504980
355,2130,1,1,339274
360,2160,1,1,350058
365,2190,1,1,351151
370,2220,1,1,352421
375,2250,1,1,371865
380,2280,1,1,361911
385,2310,1,1,373214
390,2340,1,1,369930
395,2370,1,1,317695
400,2400,1,1,366576
405,2430,1,1,306951
410,2460,1,1,379192
415,2490,1,1,312527
420,2520,1,1,399345
425,2550,1,1,405454
430,2580,1,1,408311
435,2610,1,1,403203
440,2640,1,1,373985
445,2670,1,1,365425
450,2700,1,1,422669
455,2730,1,1,426515
460,2760,1,1,433743
465,2790,1,1,478728
470,2820,1,1,398857
475,2850,1,1,454347
480,2880,1,1,458574
485,2910,1,1,450055
490,2940,1,1,423760
495,2970,1,1,357134
500,3000,1,1,428905
505,3030,1,1,492508
510,3060,1,1,486867
515,3090,1,1,507430
520,3120,1,1,429444
525,3150,1,1,494870
530,3180,1,1,533641
535,3210,1,1,485426
540,3240,1,1,516489
545,3270,1,1,513808
550,3300,1,1,522829
