n,m,primal_lp
500,500,28706711
500,600,5340643
500,700,4780272
500,800,4937521
500,900,6088429
500,1000,4753553
500,1100,5649055
500,1200,7469317
500,1300,5488067
500,1400,16122503
500,1500,14958624
500,1600,15182420
500,1700,18531738
500,1800,17856174
500,1900,20550031
500,2000,20941656
500,2100,21868974
500,2200,22622715
500,2300,23940155
500,2400,25176503
500,2500,24187132
500,2600,24174934
500,2700,23154374
500,2800,23914158
500,2900,25629521
500,3000,24228011
500,3100,25535472
500,3200,24618224
500,3300,24847399
500,3400,22369719
500,3500,31250586
500,3600,23514791
500,3700,31092594
500,3800,29557994
500,3900,29232502
500,4000,25015148
500,4100,28239017
500,4200,25627087
500,4300,29127017
500,4400,28106252
500,4500,31946489
500,4600,33197675
500,4700,34377865
500,4800,31345504
500,4900,33038528
500,5000,33422517
500,5100,37323456
500,5200,38452598
500,5300,37416756
500,5400,39193980
500,5500,38618580
500,5600,36667762
500,5700,35209706
500,5800,35243580
500,5900,41556103
500,6000,38242580
500,6100,41243283
500,6200,38770264
500,6300,46615839
500,6400,38777596
500,6500,43855357
500,6600,43675667
500,6700,43858620
500,6800,46155355
500,6900,45321678
500,7000,47468913
500,7100,44822855
500,7200,44633491
500,7300,47093616
500,7400,47354956
500,7500,42010777
500,7600,51399613
500,7700,53122826
500,7800,46523792
500,7900,49072030
500,8000,52922324
500,8100,56107031
500,8200,53437211
500,8300,53499724
500,8400,48508756
500,8500,56322321
500,8600,53325478
500,8700,52681599
500,8800,57787502
500,8900,54233124
500,9000,56308871
500,9100,57157204
500,9200,56225884
500,9300,58952489
500,9400,61746370
500,9500,64652609
500,9600,69076634
500,9700,67638464
500,9800,64055249
500,9900,65680617
500,10000,64187257
500,10100,60608416
500,10200,70023661
500,10300,71642351
500,10400,70790718
500,10500,65005701
500,10600,72662501
500,10700,71594635
500,10800,68439951
500,10900,76189329
500,11000,79189919
500,11100,79660390
500,11200,77732059
500,11300,78579376
500,11400,92724582
500,11500,71070621
500,11600,88807182
500,11700,80679179
500,11800,66206608
500,11900,71911373
500,12000,61666683
500,12100,72503802
500,12200,92891066
500,12300,80689609
500,12400,85078107
500,12500,98384077
500,12600,88376975
500,12700,95463618
500,12800,91737247
500,12900,90702325
500,13000,119768365
500,13100,124867035
500,13200,89557301
500,13300,101397782
500,13400,89367602
500,13500,97142527
500,13600,90210746
500,13700,87813269
500,13800,97881767
500,13900,80591313
500,14000,84350580
500,14100,87648269
500,14200,93227958
500,14300,101662308
500,14400,93887497
500,14500,88323057
500,14600,94701080
500,14700,109518747
500,14800,98470165
500,14900,98297760
500,15000,89813748
500,15100,130287115
500,15200,129934718
500,15300,137430200
500,15400,113542259
500,15500,109119050
500,15600,118412109
500,15700,135841221
500,15800,147030043
500,15900,142989921
500,16000,113176803
500,16100,139847524
500,16200,117706681
500,16300,128181126
500,16400,128621151
500,16500,123218766
500,16600,117289438
500,16700,147277578
500,16800,160376396
500,16900,166623246
500,17000,128724906
500,17100,196561506
500,17200,145202071
500,17300,148174414
500,17400,142095063
500,17500,169184347
500,17600,88111965
500,17700,142975839
500,17800,91486870
500,17900,160057182
500,18000,216436710
500,18100,194265479
500,18200,197952606
500,18300,143658074
500,18400,188585448
500,18500,214284816
500,18600,212816806
500,18700,146279482
500,18800,165153962
500,18900,125195639
500,19000,138681863
500,19100,217688099
500,19200,212573334
500,19300,223084648
500,19400,241492629
500,19500,260547070
500,19600,217007689
500,19700,195873989
500,19800,110428481
500,19900,187300811
500,20000,163060683
500,20100,117624925
500,20200,178365661
500,20300,287820311
500,20400,264156314
500,20500,185874239
500,20600,226341741
500,20700,198758781
500,20800,211130802
500,20900,202152503
500,21000,281974498
500,21100,171612860
