n,m,dual_lp
50,100,2444982
55,110,2114647
60,120,2264492
65,130,2276302
70,140,2405203
75,150,2447462
80,160,2648115
85,170,2773862
90,180,2902931
95,190,3019684
100,200,3163989
105,210,3080727
110,220,3058000
115,230,3489679
120,240,3322326
125,250,3263292
130,260,3219439
135,270,3564060
140,280,3597481
145,290,3542628
150,300,3504224
155,310,3871657
160,320,4076435
165,330,4511897
170,340,4522525
175,350,4339170
180,360,4309590
185,370,4381005
190,380,4499513
195,390,4517520
200,400,4432487
205,410,4218374
210,420,4555124
215,430,5506744
220,440,4796297
225,450,4949800
230,460,5130003
235,470,5189608
240,480,4860107
245,490,5304941
250,500,4861806
255,510,5306175
260,520,5256309
265,530,5587625
270,540,5302557
275,550,6072239
280,560,5465816
285,570,5846447
290,580,5593775
295,590,6020222
300,600,6006056
305,610,6483742
310,620,6207092
315,630,6827630
320,640,6688577
325,650,6573833
330,660,6273948
335,670,6651307
340,680,6855137
345,690,6865280
350,700,7602361
355,710,7759872
360,720,7315517
365,730,7323880
370,740,7622646
375,750,7352867
380,760,7558503
385,770,8369222
390,780,7284732
395,790,7676600
400,800,7380173
405,810,7820025
410,820,7698997
415,830,8693831
420,840,8656122
425,850,7923220
430,860,8413084
435,870,8733233
440,880,8962675
445,890,8928992
450,900,8578433
455,910,9673718
460,920,9246630
465,930,9627221
470,940,9291904
475,950,8480439
480,960,8713592
485,970,9693015
490,980,9469519
495,990,10323075
500,1000,9562886
505,1010,9175982
510,1020,9212893
515,1030,9677019
520,1040,9868082
525,1050,10633590
530,1060,9710173
535,1070,9821303
540,1080,10630362
545,1090,10233553
550,1100,10404341
555,1110,10549605
560,1120,10712611
565,1130,11208757
570,1140,10905032
575,1150,10256635
580,1160,10794381
585,1170,11016157
590,1180,10603591
595,1190,10695386
600,1200,10977688
605,1210,11006565
610,1220,10851976
615,1230,11301046
620,1240,10981751
625,1250,11395929
630,1260,11306763
635,1270,12502428
640,1280,11628119
645,1290,12024191
650,1300,13632593
655,1310,12804636
660,1320,12984219
665,1330,12313936
670,1340,12533402
675,1350,12390372
680,1360,12556060
685,1370,13239343
690,1380,12592386
695,1390,13142760
700,1400,12288856
705,1410,12655133
710,1420,14060300
715,1430,13604330
720,1440,13778378
725,1450,13323175
730,1460,14026214
735,1470,13397752
740,1480,13492696
745,1490,14057771
750,1500,14458812
755,1510,13412446
760,1520,13556821
765,1530,13922244
770,1540,14103398
775,1550,13890360
780,1560,13984764
785,1570,14612557
790,1580,15162307
795,1590,14829751
800,1600,14801431
805,1610,15752420
