n,m,cmin,cmax,primal_lp
50,150,1,100,24489170
55,165,1,100,4155871
60,180,1,100,3954922
65,195,1,100,2542585
70,210,1,100,2377986
75,225,1,100,2308923
80,240,1,100,2789367
85,255,1,100,2752610
90,270,1,100,2957625
95,285,1,100,2860408
100,300,1,100,3009234
105,315,1,100,2775601
110,330,1,100,2982673
115,345,1,100,3116286
120,360,1,100,3652371
125,375,1,100,3039819
130,390,1,100,3842350
135,405,1,100,4105696
140,420,1,100,3970325
145,435,1,100,2870821
150,450,1,100,2668713
155,465,1,100,2416482
160,480,1,100,2392291
165,495,1,100,2484158
170,510,1,100,2741595
175,525,1,100,2658527
180,540,1,100,2562525
185,555,1,100,4964531
190,570,1,100,4414632
195,585,1,100,4347772
200,600,1,100,5389346
205,615,1,100,7075787
210,630,1,100,6172370
215,645,1,100,6137050
220,660,1,100,6136288
225,675,1,100,6707364
230,690,1,100,6289806
235,705,1,100,6663380
240,720,1,100,5206041
245,735,1,100,6401383
250,750,1,100,5763550
255,765,1,100,6448707
260,780,1,100,7558468
265,795,1,100,8080465
270,810,1,100,7521791
275,825,1,100,8220443
280,840,1,100,9820230
285,855,1,100,9090459
290,870,1,100,8528923
295,885,1,100,9488648
300,900,1,100,9142209
305,915,1,100,10700681
310,930,1,100,9747961
315,945,1,100,9947130
320,960,1,100,9691619
325,975,1,100,10167377
330,990,1,100,11301249
335,1005,1,100,10566707
340,1020,1,100,10309801
345,1035,1,100,11525978
350,1050,1,100,10330972
355,1065,1,100,11621247
360,1080,1,100,10891869
365,1095,1,100,12381331
370,1110,1,100,11082935
375,1125,1,100,11343662
380,1140,1,100,11993508
385,1155,1,100,12050170
390,1170,1,100,11751057
395,1185,1,100,12190350
400,1200,1,100,10788794
405,1215,1,100,12624432
410,1230,1,100,11975220
415,1245,1,100,13005267
420,1260,1,100,11698442
425,1275,1,100,12680171
430,1290,1,100,10410169
435,1305,1,100,11791688
440,1320,1,100,15056944
445,1335,1,100,13980394
450,1350,1,100,13317009
455,1365,1,100,13861064
460,1380,1,100,13933586
465,1395,1,100,13662955
470,1410,1,100,15315504
475,1425,1,100,12833280
480,1440,1,100,14463113
485,1455,1,100,13195429
490,1470,1,100,15320990
495,1485,1,100,14975198
500,1500,1,100,13619314
505,1515,1,100,15538390
510,1530,1,100,15230634
515,1545,1,100,15169126
520,1560,1,100,14906698
525,1575,1,100,17201458
530,1590,1,100,16605078
535,1605,1,100,17145482
540,1620,1,100,14958753
545,1635,1,100,16142107
550,1650,1,100,17124450
555,1665,1,100,16030257
560,1680,1,100,18683013
565,1695,1,100,16067176
570,1710,1,100,17549362
575,1725,1,100,17608651
580,1740,1,100,17581690
585,1755,1,100,17153669
590,1770,1,100,17335398
595,1785,1,100,15434817
600,1800,1,100,15630163
605,1815,1,100,20648513
610,1830,1,100,19097959
615,1845,1,100,19988928
620,1860,1,100,18920626
625,1875,1,100,20802801
630,1890,1,100,21017763
635,1905,1,100,18600563
640,1920,1,100,17810052
645,1935,1,100,21582568
650,1950,1,100,20764948
655,1965,1,100,20588006
660,1980,1,100,21928569
665,1995,1,100,23071884
670,2010,1,100,20888072
675,2025,1,100,23265143
680,2040,1,100,21375535
685,2055,1,100,24473734
690,2070,1,100,22677763
695,2085,1,100,19542462
700,2100,1,100,24161186
705,2115,1,100,19565206
710,2130,1,100,22874899
715,2145,1,100,23447529
720,2160,1,100,24600682
725,2175,1,100,22332963
730,2190,1,100,22888902
735,2205,1,100,23922773
740,2220,1,100,25775421
745,2235,1,100,22801182
750,2250,1,100,28657348
755,2265,1,100,27752316
760,2280,1,100,26305245
765,2295,1,100,26182183
770,2310,1,100,28365350
775,2325,1,100,25478791
780,2340,1,100,29601963
785,2355,1,100,28611507
790,2370,1,100,27560981
795,2385,1,100,27198193
800,2400,1,100,28842435
805,2415,1,100,23709367
810,2430,1,100,28990242
815,2445,1,100,29829714
820,2460,1,100,26764848
825,2475,1,100,28460591
830,2490,1,100,27478801
835,2505,1,100,29829465
840,2520,1,100,33323506
845,2535,1,100,28021818
850,2550,1,100,32724745
855,2565,1,100,28773803
860,2580,1,100,28585742
865,2595,1,100,31882816
870,2610,1,100,31456392
875,2625,1,100,30595822
880,2640,1,100,32319628
885,2655,1,100,31873224
890,2670,1,100,29737354
895,2685,1,100,35143121
900,2700,1,100,37554919
905,2715,1,100,33409000
910,2730,1,100,35939869
915,2745,1,100,34709804
920,2760,1,100,34642101
925,2775,1,100,29705180
930,2790,1,100,37266678
935,2805,1,100,35861860
940,2820,1,100,35883310
945,2835,1,100,33214001
950,2850,1,100,32822364
955,2865,1,100,34806297
960,2880,1,100,31081547
965,2895,1,100,36224706
970,2910,1,100,36345271
975,2925,1,100,36548119
980,2940,1,100,35795179
985,2955,1,100,41369826
990,2970,1,100,38459631
995,2985,1,100,39827719
1000,3000,1,100,41254934
1005,3015,1,100,40892314
1010,3030,1,100,38560568
1015,3045,1,100,38502958
1020,3060,1,100,39768524
1025,3075,1,100,32654799
1030,3090,1,100,33986358
1035,3105,1,100,38753428
1040,3120,1,100,40216633
1045,3135,1,100,43340295
1050,3150,1,100,45015347
1055,3165,1,100,41407996
1060,3180,1,100,41715896
1065,3195,1,100,42073204
1070,3210,1,100,45275033
1075,3225,1,100,37675277
1080,3240,1,100,46270125
1085,3255,1,100,49077326
1090,3270,1,100,51607726
1095,3285,1,100,44925265
1100,3300,1,100,40168336
1105,3315,1,100,46619489
1110,3330,1,100,46657803
1115,3345,1,100,45949963
1120,3360,1,100,45740913
1125,3375,1,100,46813198
1130,3390,1,100,43390426
1135,3405,1,100,47230393
1140,3420,1,100,51011210
1145,3435,1,100,47948082
1150,3450,1,100,46391358
1155,3465,1,100,54519164
1160,3480,1,100,44071897
1165,3495,1,100,45868078
1170,3510,1,100,46400819
1175,3525,1,100,51199495
1180,3540,1,100,48493317
1185,3555,1,100,51889045
1190,3570,1,100,48275932
1195,3585,1,100,50128848
1200,3600,1,100,55347609
1205,3615,1,100,57369008
1210,3630,1,100,52843921
1215,3645,1,100,54413836
1220,3660,1,100,55868059
1225,3675,1,100,58627437
1230,3690,1,100,53560407
1235,3705,1,100,50463511
1240,3720,1,100,55768861
1245,3735,1,100,52327969
1250,3750,1,100,58359703
1255,3765,1,100,56213773
1260,3780,1,100,52933757
1265,3795,1,100,59467799
1270,3810,1,100,59579891
1275,3825,1,100,59447770
1280,3840,1,100,56300852
1285,3855,1,100,44123055
1290,3870,1,100,44881524
1295,3885,1,100,43768768
1300,3900,1,100,50645208
1305,3915,1,100,53164997
1310,3930,1,100,46669925
1315,3945,1,100,55128087
1320,3960,1,100,51574135
1325,3975,1,100,51204689
1330,3990,1,100,55359598
1335,4005,1,100,49337504
1340,4020,1,100,52988527
1345,4035,1,100,50903161
1350,4050,1,100,57150365
1355,4065,1,100,52550347
1360,4080,1,100,59454122
1365,4095,1,100,56144803
1370,4110,1,100,58660210
1375,4125,1,100,63864666
1380,4140,1,100,56539576
1385,4155,1,100,58864226
1390,4170,1,100,62293347
