n,m,cmin,cmax,dual_lp
50,450,1,1,5686616
55,495,1,1,5791144
60,540,1,1,6189950
65,585,1,1,7326875
70,630,1,1,11429755
75,675,1,1,7749593
80,720,1,1,7910595
85,765,1,1,8760688
90,810,1,1,9927463
95,855,1,1,9167466
100,900,1,1,10077283
105,945,1,1,10277071
110,990,1,1,10525676
115,1035,1,1,10751946
120,1080,1,1,12293764
125,1125,1,1,10875513
130,1170,1,1,13072129
135,1215,1,1,12048479
140,1260,1,1,12546928
145,1305,1,1,12345882
150,1350,1,1,13201793
155,1395,1,1,13653957
160,1440,1,1,13725352
165,1485,1,1,14334709
170,1530,1,1,15017762
175,1575,1,1,15013436
180,1620,1,1,16038463
185,1665,1,1,16146065
190,1710,1,1,15155939
195,1755,1,1,15454064
200,1800,1,1,17237197
205,1845,1,1,17681768
210,1890,1,1,17501351
215,1935,1,1,17070110
220,1980,1,1,17996917
225,2025,1,1,19379807
230,2070,1,1,19986840
235,2115,1,1,19793908
240,2160,1,1,20494271
245,2205,1,1,21538465
250,2250,1,1,20604500
255,2295,1,1,22781003
260,2340,1,1,23207288
265,2385,1,1,21062495
270,2430,1,1,25983444
275,2475,1,1,32222260
280,2520,1,1,25888541
285,2565,1,1,25544109
290,2610,1,1,26275728
295,2655,1,1,25965626
300,2700,1,1,27486784
305,2745,1,1,28220983
310,2790,1,1,27358039
315,2835,1,1,28312071
320,2880,1,1,28554288
325,2925,1,1,28155725
330,2970,1,1,27467640
335,3015,1,1,28989324
340,3060,1,1,29564810
345,3105,1,1,29655072
350,3150,1,1,31206695
355,3195,1,1,31399316
360,3240,1,1,33407956
365,3285,1,1,31403377
370,3330,1,1,33699501
375,3375,1,1,32216642
380,3420,1,1,33488125
385,3465,1,1,34176397
390,3510,1,1,32906142
395,3555,1,1,34353855
400,3600,1,1,36051549
405,3645,1,1,35275685
410,3690,1,1,36001682
415,3735,1,1,36984039
420,3780,1,1,37236786
425,3825,1,1,36486216
430,3870,1,1,37556218
435,3915,1,1,37073420
440,3960,1,1,37794153
445,4005,1,1,37969397
450,4050,1,1,38368328
455,4095,1,1,37884391
460,4140,1,1,39282555
465,4185,1,1,40576454
470,4230,1,1,41263873
475,4275,1,1,43639317
480,4320,1,1,43391692
485,4365,1,1,43990803
490,4410,1,1,45298416
495,4455,1,1,45040598
500,4500,1,1,43142936
505,4545,1,1,43062082
510,4590,1,1,45651866
515,4635,1,1,43622153
520,4680,1,1,49107158
525,4725,1,1,44196159
530,4770,1,1,47068278
535,4815,1,1,47303417
540,4860,1,1,46697666
545,4905,1,1,46393397
550,4950,1,1,49449928
555,4995,1,1,47782512
560,5040,1,1,48674204
565,5085,1,1,48128823
570,5130,1,1,49126092
575,5175,1,1,48902768
580,5220,1,1,51983625
585,5265,1,1,52440087
590,5310,1,1,53104676
595,5355,1,1,51787208
600,5400,1,1,51505780
605,5445,1,1,51763134
610,5490,1,1,51329078
615,5535,1,1,52081116
620,5580,1,1,68015591
625,5625,1,1,96106361
630,5670,1,1,65153140
635,5715,1,1,53320399
640,5760,1,1,54653899
645,5805,1,1,53964914
650,5850,1,1,55920678
655,5895,1,1,55735138
660,5940,1,1,55762756
665,5985,1,1,58939969
670,6030,1,1,57248055
675,6075,1,1,57912359
680,6120,1,1,57763540
685,6165,1,1,58282250
690,6210,1,1,59378688
695,6255,1,1,62859615
700,6300,1,1,64700484
705,6345,1,1,64409484
710,6390,1,1,62694398
715,6435,1,1,62608706
720,6480,1,1,62952647
725,6525,1,1,62536358
730,6570,1,1,62969766
735,6615,1,1,65362028
740,6660,1,1,62421962
745,6705,1,1,62834908
750,6750,1,1,65569355
755,6795,1,1,64954346
760,6840,1,1,63578194
765,6885,1,1,63541866
770,6930,1,1,65457158
775,6975,1,1,70130982
780,7020,1,1,74430298
785,7065,1,1,71077671
790,7110,1,1,80421100
795,7155,1,1,67365616
800,7200,1,1,81780712
805,7245,1,1,79396478
810,7290,1,1,82528191
815,7335,1,1,85536962
820,7380,1,1,82334996
825,7425,1,1,81429555
830,7470,1,1,84710823
835,7515,1,1,76836713
840,7560,1,1,84994378
845,7605,1,1,87539970
850,7650,1,1,95692839
855,7695,1,1,85584565
860,7740,1,1,83259476
865,7785,1,1,80984936
870,7830,1,1,87619697
875,7875,1,1,84204428
880,7920,1,1,92952454
885,7965,1,1,84240277
890,8010,1,1,87200769
895,8055,1,1,90977192
900,8100,1,1,90108438
905,8145,1,1,93091056
910,8190,1,1,93355586
915,8235,1,1,89542787
920,8280,1,1,90923834
925,8325,1,1,96646536
930,8370,1,1,95788981
935,8415,1,1,101288717
940,8460,1,1,96130162
945,8505,1,1,94446009
950,8550,1,1,103411719
955,8595,1,1,99886298
960,8640,1,1,103515154
965,8685,1,1,106072466
970,8730,1,1,96533251
975,8775,1,1,112823851
980,8820,1,1,111322879
985,8865,1,1,105942315
990,8910,1,1,119573396
995,8955,1,1,99814805
1000,9000,1,1,111580950
1005,9045,1,1,123095052
1010,9090,1,1,116418384
1015,9135,1,1,114711140
1020,9180,1,1,110805963
1025,9225,1,1,110177440
1030,9270,1,1,107907194
1035,9315,1,1,113831884
1040,9360,1,1,113917495
1045,9405,1,1,116023595
1050,9450,1,1,109068768
1055,9495,1,1,121642257
1060,9540,1,1,123013927
1065,9585,1,1,126102483
1070,9630,1,1,116979145
1075,9675,1,1,116540518
1080,9720,1,1,127454390
1085,9765,1,1,113555228
1090,9810,1,1,127713458
1095,9855,1,1,114799328
1100,9900,1,1,138061588
1105,9945,1,1,124424811
1110,9990,1,1,124739897
1115,10035,1,1,159320125
1120,10080,1,1,166842363
1125,10125,1,1,165760378
1130,10170,1,1,164096852
1135,10215,1,1,151207202
1140,10260,1,1,162842491
1145,10305,1,1,157401590
1150,10350,1,1,160697279
1155,10395,1,1,152573289
1160,10440,1,1,163288340
1165,10485,1,1,181395641
1170,10530,1,1,164202346
1175,10575,1,1,166756196
1180,10620,1,1,165035895
1185,10665,1,1,160778943
1190,10710,1,1,167375099
1195,10755,1,1,174282011
1200,10800,1,1,176167639
1205,10845,1,1,169717386
1210,10890,1,1,170090219
1215,10935,1,1,158469656
1220,10980,1,1,168068093
1225,11025,1,1,169847602
1230,11070,1,1,182009788
1235,11115,1,1,187715101
1240,11160,1,1,167552759
1245,11205,1,1,172499086
1250,11250,1,1,169487355
1255,11295,1,1,180585946
1260,11340,1,1,180189092
1265,11385,1,1,184435350
1270,11430,1,1,172185922
1275,11475,1,1,180441831
1280,11520,1,1,178474505
1285,11565,1,1,181234579
