n,m,cmin,cmax,dinic
50,750,1,1,123025
55,825,1,1,129076
60,900,1,1,104111
65,975,1,1,100978
70,1050,1,1,116601
75,1125,1,1,200869
80,1200,1,1,144396
85,1275,1,1,198805
90,1350,1,1,155457
95,1425,1,1,155721
100,1500,1,1,187013
105,1575,1,1,188099
110,1650,1,1,309968
115,1725,1,1,206618
120,1800,1,1,217912
125,1875,1,1,234083
130,1950,1,1,452565
135,2025,1,1,274462
140,2100,1,1,286132
145,2175,1,1,291053
150,2250,1,1,282794
155,2325,1,1,272694
160,2400,1,1,312329
165,2475,1,1,289486
170,2550,1,1,304823
175,2625,1,1,455167
180,2700,1,1,317977
185,2775,1,1,325927
190,2850,1,1,329565
195,2925,1,1,417200
200,3000,1,1,377202
205,3075,1,1,624593
210,3150,1,1,414659
215,3225,1,1,406282
220,3300,1,1,362473
225,3375,1,1,640526
230,3450,1,1,443051
235,3525,1,1,466845
240,3600,1,1,462636
245,3675,1,1,487146
250,3750,1,1,538546
255,3825,1,1,563234
260,3900,1,1,498296
265,3975,1,1,566154
270,4050,1,1,519989
275,4125,1,1,558800
280,4200,1,1,575169
285,4275,1,1,793231
290,4350,1,1,624261
295,4425,1,1,580415
300,4500,1,1,625126
305,4575,1,1,653574
310,4650,1,1,698058
315,4725,1,1,777149
320,4800,1,1,530946
325,4875,1,1,628600
330,4950,1,1,734222
335,5025,1,1,670300
340,5100,1,1,706468
345,5175,1,1,769823
350,5250,1,1,679689
355,5325,1,1,682791
360,5400,1,1,760182
365,5475,1,1,868491
370,5550,1,1,941344
375,5625,1,1,722949
380,5700,1,1,780765
385,5775,1,1,822187
390,5850,1,1,750708
395,5925,1,1,825573
400,6000,1,1,814236
405,6075,1,1,771297
410,6150,1,1,878631
415,6225,1,1,951053
420,6300,1,1,935295
425,6375,1,1,918837
430,6450,1,1,809800
435,6525,1,1,915992
440,6600,1,1,1021221
445,6675,1,1,931050
450,6750,1,1,900163
455,6825,1,1,1132255
460,6900,1,1,1303380
465,6975,1,1,1380711
470,7050,1,1,1453049
475,7125,1,1,1069087
480,7200,1,1,1116294
485,7275,1,1,1079286
490,7350,1,1,1931344
495,7425,1,1,1040901
500,7500,1,1,1080323
505,7575,1,1,1562262
510,7650,1,1,1180132
515,7725,1,1,1202494
520,7800,1,1,1000090
525,7875,1,1,1354320
530,7950,1,1,1153918
535,8025,1,1,1005118
540,8100,1,1,915293
545,8175,1,1,1529403
550,8250,1,1,2219250
555,8325,1,1,1462014
560,8400,1,1,1430733
565,8475,1,1,1835618
570,8550,1,1,1355009
575,8625,1,1,1234723
580,8700,1,1,1916510
585,8775,1,1,1369808
590,8850,1,1,1728781
595,8925,1,1,1626019
600,9000,1,1,1375205
605,9075,1,1,2092521
610,9150,1,1,1284770
615,9225,1,1,1193301
620,9300,1,1,1294838
625,9375,1,1,1311110
630,9450,1,1,1310176
635,9525,1,1,1299290
640,9600,1,1,1262287
645,9675,1,1,1528703
650,9750,1,1,1523921
655,9825,1,1,1733853
660,9900,1,1,1852344
665,9975,1,1,1845651
670,10050,1,1,1658788
675,10125,1,1,1511350
680,10200,1,1,1710683
685,10275,1,1,1483974
690,10350,1,1,1636356
695,10425,1,1,1616945
700,10500,1,1,2550950
705,10575,1,1,1734193
710,10650,1,1,1733546
715,10725,1,1,1671459
720,10800,1,1,1466352
725,10875,1,1,2537039
730,10950,1,1,1572454
735,11025,1,1,1755384
740,11100,1,1,1432699
745,11175,1,1,3087634
750,11250,1,1,1505575
755,11325,1,1,2630947
760,11400,1,1,2153403
765,11475,1,1,2193393
770,11550,1,1,1676251
775,11625,1,1,2194106
780,11700,1,1,1766376
785,11775,1,1,2071454
790,11850,1,1,2642716
795,11925,1,1,2660582
800,12000,1,1,3198512
805,12075,1,1,3747988
810,12150,1,1,3330140
815,12225,1,1,2163538
820,12300,1,1,3954610
825,12375,1,1,2993732
830,12450,1,1,1862540
835,12525,1,1,3630221
840,12600,1,1,2989771
845,12675,1,1,2380365
850,12750,1,1,2000389
855,12825,1,1,3029823
860,12900,1,1,2142788
865,12975,1,1,2382502
870,13050,1,1,2616887
875,13125,1,1,2097842
880,13200,1,1,2417325
885,13275,1,1,2497742
890,13350,1,1,1841548
895,13425,1,1,2517743
900,13500,1,1,2369311
905,13575,1,1,1985318
910,13650,1,1,3365591
915,13725,1,1,2072257
920,13800,1,1,1687612
925,13875,1,1,1869265
930,13950,1,1,2039487
935,14025,1,1,3065212
940,14100,1,1,2367258
945,14175,1,1,2368451
950,14250,1,1,3842373
955,14325,1,1,2258536
960,14400,1,1,4344347
965,14475,1,1,5903678
970,14550,1,1,3692741
975,14625,1,1,2763658
980,14700,1,1,3752673
985,14775,1,1,3085748
990,14850,1,1,3518211
995,14925,1,1,3058039
1000,15000,1,1,2637034
1005,15075,1,1,2750049
1010,15150,1,1,4336333
1015,15225,1,1,3038119
1020,15300,1,1,2594285
1025,15375,1,1,2717105
1030,15450,1,1,2530169
1035,15525,1,1,1947847
1040,15600,1,1,2439712
1045,15675,1,1,2656121
1050,15750,1,1,2451514
1055,15825,1,1,2450993
1060,15900,1,1,3693604
1065,15975,1,1,3105687
1070,16050,1,1,2865187
1075,16125,1,1,2500089
1080,16200,1,1,2499338
1085,16275,1,1,2402510
1090,16350,1,1,2644855
1095,16425,1,1,2552961
1100,16500,1,1,4594777
1105,16575,1,1,4195954
1110,16650,1,1,3518748
1115,16725,1,1,4345736
1120,16800,1,1,2998878
1125,16875,1,1,3187603
1130,16950,1,1,3148968
1135,17025,1,1,3557379
1140,17100,1,1,4963368
1145,17175,1,1,4834850
1150,17250,1,1,3973798
1155,17325,1,1,3347868
1160,17400,1,1,4080491
1165,17475,1,1,2597338
1170,17550,1,1,3583698
1175,17625,1,1,2921719
1180,17700,1,1,3962378
1185,17775,1,1,3528892
1190,17850,1,1,2841202
1195,17925,1,1,3012787
1200,18000,1,1,4034488
1205,18075,1,1,3052103
1210,18150,1,1,2373665
1215,18225,1,1,2960315
1220,18300,1,1,3293457
1225,18375,1,1,3473928
1230,18450,1,1,2817427
1235,18525,1,1,3260428
1240,18600,1,1,3144404
1245,18675,1,1,2842129
1250,18750,1,1,2764056
1255,18825,1,1,3533270
1260,18900,1,1,2946313
1265,18975,1,1,2866124
1270,19050,1,1,2899825
1275,19125,1,1,3068641
1280,19200,1,1,2909730
1285,19275,1,1,2741360
1290,19350,1,1,3176831
1295,19425,1,1,3427195
1300,19500,1,1,2901624
1305,19575,1,1,3106071
1310,19650,1,1,3824369
1315,19725,1,1,2661445
1320,19800,1,1,2789901
1325,19875,1,1,2997076
1330,19950,1,1,2932059
1335,20025,1,1,3557993
1340,20100,1,1,2891092
1345,20175,1,1,2730519
1350,20250,1,1,3175965
1355,20325,1,1,2796064
1360,20400,1,1,2447949
1365,20475,1,1,2886428
1370,20550,1,1,3374513
1375,20625,1,1,2834066
1380,20700,1,1,2664038
1385,20775,1,1,2782646
1390,20850,1,1,3470033
1395,20925,1,1,2880395
1400,21000,1,1,3051548
1405,21075,1,1,2715614
1410,21150,1,1,3239314
1415,21225,1,1,4180416
1420,21300,1,1,2912550
1425,21375,1,1,2823438
1430,21450,1,1,2889580
1435,21525,1,1,3000215
1440,21600,1,1,3150106
1445,21675,1,1,2951759
1450,21750,1,1,2900115
1455,21825,1,1,2927481
1460,21900,1,1,2856681
1465,21975,1,1,3348666
1470,22050,1,1,3319580
1475,22125,1,1,3259023
1480,22200,1,1,2974923
1485,22275,1,1,4376668
1490,22350,1,1,3044865
1495,22425,1,1,3431290
1500,22500,1,1,3075906
1505,22575,1,1,3416594
1510,22650,1,1,3158954
1515,22725,1,1,4346537
1520,22800,1,1,4346561
1525,22875,1,1,4189109
1530,22950,1,1,3467586
1535,23025,1,1,4225637
1540,23100,1,1,3652427
1545,23175,1,1,3402387
1550,23250,1,1,3695273
1555,23325,1,1,6293467
1560,23400,1,1,4323001
1565,23475,1,1,5060111
1570,23550,1,1,4908604
1575,23625,1,1,5825342
1580,23700,1,1,3812624
1585,23775,1,1,5268512
1590,23850,1,1,4409694
1595,23925,1,1,3601259
1600,24000,1,1,4541772
1605,24075,1,1,3405544
1610,24150,1,1,3371549
1615,24225,1,1,3916750
1620,24300,1,1,3115585
1625,24375,1,1,3210832
1630,24450,1,1,3095948
1635,24525,1,1,3871470
1640,24600,1,1,3258454
1645,24675,1,1,3727053
1650,24750,1,1,4007800
1655,24825,1,1,3501105
1660,24900,1,1,3602392
1665,24975,1,1,3573189
1670,25050,1,1,4056911
1675,25125,1,1,3835530
1680,25200,1,1,3993933
1685,25275,1,1,3457915
1690,25350,1,1,3203256
1695,25425,1,1,3043154
1700,25500,1,1,3213372
1705,25575,1,1,3353609
1710,25650,1,1,3714745
1715,25725,1,1,3406138
1720,25800,1,1,3698936
1725,25875,1,1,3751821
1730,25950,1,1,4493072
1735,26025,1,1,5809152
1740,26100,1,1,3994691
1745,26175,1,1,5702886
1750,26250,1,1,9092438
1755,26325,1,1,3797100
1760,26400,1,1,6720696
1765,26475,1,1,4160510
1770,26550,1,1,8469391
1775,26625,1,1,4971091
1780,26700,1,1,5263752
1785,26775,1,1,4475301
1790,26850,1,1,4626843
1795,26925,1,1,4187223
1800,27000,1,1,4032411
1805,27075,1,1,4916712
1810,27150,1,1,4038490
1815,27225,1,1,5551178
1820,27300,1,1,3555592
1825,27375,1,1,7121970
1830,27450,1,1,5668805
1835,27525,1,1,6753510
1840,27600,1,1,6252660
1845,27675,1,1,5032082
1850,27750,1,1,7545494
1855,27825,1,1,5280403
1860,27900,1,1,6760135
1865,27975,1,1,5859532
1870,28050,1,1,4538901
1875,28125,1,1,7410958
1880,28200,1,1,4586788
1885,28275,1,1,5390494
1890,28350,1,1,5189637
1895,28425,1,1,7339707
1900,28500,1,1,10978423
1905,28575,1,1,4966374
1910,28650,1,1,8033696
1915,28725,1,1,10411854
1920,28800,1,1,4881682
1925,28875,1,1,7727053
1930,28950,1,1,6455390
1935,29025,1,1,4346259
1940,29100,1,1,7686245
1945,29175,1,1,9549642
1950,29250,1,1,12353809
1955,29325,1,1,15765358
1960,29400,1,1,5821576
1965,29475,1,1,8128269
1970,29550,1,1,9151379
1975,29625,1,1,5002035
1980,29700,1,1,5438514
1985,29775,1,1,9026410
1990,29850,1,1,8657860
1995,29925,1,1,6660826
2000,30000,1,1,8545655
2005,30075,1,1,9652509
2010,30150,1,1,9202627
2015,30225,1,1,14370944
2020,30300,1,1,15236285
2025,30375,1,1,11806795
2030,30450,1,1,12217920
2035,30525,1,1,12538753
2040,30600,1,1,11137260
2045,30675,1,1,17481669
2050,30750,1,1,8129967
2055,30825,1,1,14142216
2060,30900,1,1,11865433
2065,30975,1,1,5618917
2070,31050,1,1,8989722
2075,31125,1,1,6999092
2080,31200,1,1,5317362
2085,31275,1,1,7230099
2090,31350,1,1,9331573
2095,31425,1,1,5755014
2100,31500,1,1,5755406
2105,31575,1,1,5907046
2110,31650,1,1,7678889
2115,31725,1,1,6469390
2120,31800,1,1,7468912
2125,31875,1,1,10433252
2130,31950,1,1,8523679
2135,32025,1,1,7348813
2140,32100,1,1,5649404
2145,32175,1,1,7631675
2150,32250,1,1,7608255
2155,32325,1,1,6677188
2160,32400,1,1,8163702
2165,32475,1,1,8924434
2170,32550,1,1,8897922
2175,32625,1,1,5469682
2180,32700,1,1,6870494
2185,32775,1,1,18176682
2190,32850,1,1,13456513
2195,32925,1,1,8202491
2200,33000,1,1,8534494
2205,33075,1,1,8754374
2210,33150,1,1,8794821
2215,33225,1,1,6275134
2220,33300,1,1,6339311
2225,33375,1,1,6238201
2230,33450,1,1,7596496
2235,33525,1,1,8572291
2240,33600,1,1,13347579
2245,33675,1,1,8695738
2250,33750,1,1,12616559
2255,33825,1,1,9277170
2260,33900,1,1,7473857
2265,33975,1,1,7515513
2270,34050,1,1,7805127
2275,34125,1,1,7141843
2280,34200,1,1,9377813
2285,34275,1,1,8585057
2290,34350,1,1,8906702
2295,34425,1,1,9960473
2300,34500,1,1,8238830
2305,34575,1,1,7995636
2310,34650,1,1,5915907
2315,34725,1,1,6050879
2320,34800,1,1,8977628
2325,34875,1,1,9287718
2330,34950,1,1,9382618
2335,35025,1,1,6818276
2340,35100,1,1,8116311
2345,35175,1,1,7380236
2350,35250,1,1,7347832
2355,35325,1,1,8110672
2360,35400,1,1,11659746
2365,35475,1,1,8335535
2370,35550,1,1,7919582
2375,35625,1,1,7127266
2380,35700,1,1,7752900
2385,35775,1,1,7925979
2390,35850,1,1,7741587
2395,35925,1,1,7854696
2400,36000,1,1,7702024
2405,36075,1,1,8110906
2410,36150,1,1,7778933
2415,36225,1,1,7389997
2420,36300,1,1,7768107
2425,36375,1,1,8776674
2430,36450,1,1,7500281
2435,36525,1,1,12523964
2440,36600,1,1,7325776
2445,36675,1,1,10147599
2450,36750,1,1,6976949
2455,36825,1,1,9339821
2460,36900,1,1,7019179
2465,36975,1,1,8434288
2470,37050,1,1,7415961
2475,37125,1,1,10682291
2480,37200,1,1,11042668
2485,37275,1,1,9673382
2490,37350,1,1,10740958
2495,37425,1,1,9838342
2500,37500,1,1,11177891
2505,37575,1,1,9157223
2510,37650,1,1,11245220
2515,37725,1,1,13119464
2520,37800,1,1,11036512
2525,37875,1,1,11993210
2530,37950,1,1,9691234
2535,38025,1,1,13118513
2540,38100,1,1,13799084
2545,38175,1,1,10731782
2550,38250,1,1,10720640
2555,38325,1,1,9469278
2560,38400,1,1,20363825
2565,38475,1,1,12293925
2570,38550,1,1,8680960
2575,38625,1,1,9958473
2580,38700,1,1,10353835
2585,38775,1,1,11485784
2590,38850,1,1,11627657
2595,38925,1,1,11232266
2600,39000,1,1,9614603
2605,39075,1,1,9703200
2610,39150,1,1,10290527
2615,39225,1,1,9708745
2620,39300,1,1,19513116
2625,39375,1,1,10838126
2630,39450,1,1,10114676
2635,39525,1,1,13685888
2640,39600,1,1,18453492
2645,39675,1,1,14605751
2650,39750,1,1,21104336
2655,39825,1,1,34391998
2660,39900,1,1,22829975
2665,39975,1,1,16788431
2670,40050,1,1,16726859
2675,40125,1,1,14166503
2680,40200,1,1,23268254
2685,40275,1,1,23806131
2690,40350,1,1,20942887
2695,40425,1,1,15993432
2700,40500,1,1,24312177
2705,40575,1,1,10476611
2710,40650,1,1,16021291
2715,40725,1,1,11226760
2720,40800,1,1,9496048
2725,40875,1,1,9026628
2730,40950,1,1,10644211
2735,41025,1,1,10541150
2740,41100,1,1,12955456
2745,41175,1,1,10678099
2750,41250,1,1,8170315
2755,41325,1,1,14846311
2760,41400,1,1,16099330
2765,41475,1,1,15981469
2770,41550,1,1,12775357
2775,41625,1,1,12935501
2780,41700,1,1,11118802
2785,41775,1,1,10619143
2790,41850,1,1,11858822
2795,41925,1,1,12087642
2800,42000,1,1,13718484
2805,42075,1,1,15020387
2810,42150,1,1,12811405
2815,42225,1,1,15130971
2820,42300,1,1,11698218
2825,42375,1,1,11009237
2830,42450,1,1,12906738
2835,42525,1,1,10777591
2840,42600,1,1,9956972
2845,42675,1,1,11606799
2850,42750,1,1,11899986
2855,42825,1,1,10844350
2860,42900,1,1,12405051
2865,42975,1,1,10970091
2870,43050,1,1,12399322
2875,43125,1,1,12967894
2880,43200,1,1,14308634
2885,43275,1,1,15730405
