n,m,cmin,cmax,dual_lp
50,350,1,1,5662868
55,385,1,1,4798508
60,420,1,1,4925161
65,455,1,1,6051778
70,490,1,1,6009728
75,525,1,1,6063944
80,560,1,1,7269598
85,595,1,1,7058936
90,630,1,1,6671638
95,665,1,1,6839995
100,700,1,1,7291466
105,735,1,1,7611101
110,770,1,1,8482352
115,805,1,1,8670165
120,840,1,1,9235466
125,875,1,1,9144335
130,910,1,1,9448801
135,945,1,1,9640417
140,980,1,1,10180252
145,1015,1,1,10731288
150,1050,1,1,10697270
155,1085,1,1,11015019
160,1120,1,1,10935620
165,1155,1,1,11949181
170,1190,1,1,12403499
175,1225,1,1,12575039
180,1260,1,1,13325416
185,1295,1,1,13482543
190,1330,1,1,13968278
195,1365,1,1,13597903
200,1400,1,1,14524882
205,1435,1,1,13749091
210,1470,1,1,13323041
215,1505,1,1,14567435
220,1540,1,1,14541448
225,1575,1,1,14941146
230,1610,1,1,15134821
235,1645,1,1,16069337
240,1680,1,1,16766066
245,1715,1,1,16654924
250,1750,1,1,17456657
255,1785,1,1,17162674
260,1820,1,1,17066828
265,1855,1,1,16883574
270,1890,1,1,17051139
275,1925,1,1,16379397
280,1960,1,1,17244722
285,1995,1,1,18192626
290,2030,1,1,17371240
295,2065,1,1,18721255
300,2100,1,1,19517017
305,2135,1,1,20653354
310,2170,1,1,19390429
315,2205,1,1,19564276
320,2240,1,1,19453504
325,2275,1,1,20218203
330,2310,1,1,20481871
335,2345,1,1,20707893
340,2380,1,1,21227496
345,2415,1,1,21505887
350,2450,1,1,23704300
355,2485,1,1,22585729
360,2520,1,1,23218610
365,2555,1,1,24196661
370,2590,1,1,22056185
375,2625,1,1,26365489
380,2660,1,1,25759688
385,2695,1,1,26428741
390,2730,1,1,28261294
395,2765,1,1,28793508
400,2800,1,1,28562001
405,2835,1,1,29273597
410,2870,1,1,27316047
415,2905,1,1,29538088
420,2940,1,1,30686171
425,2975,1,1,29877363
430,3010,1,1,30044046
435,3045,1,1,34962386
440,3080,1,1,30024552
445,3115,1,1,30253748
450,3150,1,1,30318308
455,3185,1,1,33585715
460,3220,1,1,33669818
465,3255,1,1,32408131
470,3290,1,1,33471952
475,3325,1,1,32859147
480,3360,1,1,33889126
485,3395,1,1,34057913
490,3430,1,1,35231760
495,3465,1,1,34897456
500,3500,1,1,35583029
505,3535,1,1,36716202
510,3570,1,1,37321399
515,3605,1,1,37284738
520,3640,1,1,39148530
525,3675,1,1,37070018
530,3710,1,1,37723740
535,3745,1,1,38572219
540,3780,1,1,39060653
545,3815,1,1,40465466
550,3850,1,1,42267936
555,3885,1,1,43425694
560,3920,1,1,40782823
565,3955,1,1,40777199
570,3990,1,1,43512860
575,4025,1,1,40642088
580,4060,1,1,40953051
585,4095,1,1,40406842
590,4130,1,1,41192389
595,4165,1,1,41636161
600,4200,1,1,42115794
605,4235,1,1,41843723
610,4270,1,1,43215398
615,4305,1,1,42011698
620,4340,1,1,42954001
625,4375,1,1,44081177
630,4410,1,1,43915188
635,4445,1,1,43285559
640,4480,1,1,44214330
645,4515,1,1,45710735
650,4550,1,1,47772106
655,4585,1,1,48507596
660,4620,1,1,48275317
665,4655,1,1,49864766
670,4690,1,1,50539966
675,4725,1,1,46417469
680,4760,1,1,46120111
685,4795,1,1,51228151
690,4830,1,1,48060781
695,4865,1,1,49251380
700,4900,1,1,50904549
705,4935,1,1,48578856
710,4970,1,1,48523355
715,5005,1,1,48219891
720,5040,1,1,48444891
725,5075,1,1,48942495
730,5110,1,1,49935141
735,5145,1,1,50741725
740,5180,1,1,51653603
745,5215,1,1,51371758
750,5250,1,1,52419043
755,5285,1,1,51334810
760,5320,1,1,55530263
765,5355,1,1,52227284
770,5390,1,1,53495112
775,5425,1,1,52078849
780,5460,1,1,53536271
785,5495,1,1,55015964
790,5530,1,1,55274750
795,5565,1,1,53884918
800,5600,1,1,54223988
805,5635,1,1,58658444
810,5670,1,1,56430453
815,5705,1,1,57280369
820,5740,1,1,55819564
825,5775,1,1,60784174
830,5810,1,1,59318202
835,5845,1,1,58985341
840,5880,1,1,60787130
845,5915,1,1,59381410
850,5950,1,1,59661813
855,5985,1,1,57135136
860,6020,1,1,58944568
865,6055,1,1,60055450
870,6090,1,1,61450072
875,6125,1,1,58959561
880,6160,1,1,59913134
885,6195,1,1,60778606
890,6230,1,1,60897897
895,6265,1,1,61174403
900,6300,1,1,62668404
905,6335,1,1,78568580
910,6370,1,1,106315894
915,6405,1,1,75574482
920,6440,1,1,66505082
925,6475,1,1,62852379
930,6510,1,1,63607132
935,6545,1,1,64028152
940,6580,1,1,68301750
945,6615,1,1,63688162
950,6650,1,1,75745136
955,6685,1,1,66984396
960,6720,1,1,65444361
965,6755,1,1,65885765
970,6790,1,1,67155972
975,6825,1,1,69007105
980,6860,1,1,68445558
985,6895,1,1,68649196
990,6930,1,1,69711969
995,6965,1,1,68713429
1000,7000,1,1,67717410
1005,7035,1,1,67850678
1010,7070,1,1,67549367
1015,7105,1,1,72871913
1020,7140,1,1,70256132
1025,7175,1,1,76282957
1030,7210,1,1,73452199
1035,7245,1,1,78198531
1040,7280,1,1,80812706
1045,7315,1,1,77555016
1050,7350,1,1,79038401
1055,7385,1,1,78959335
1060,7420,1,1,78111939
1065,7455,1,1,86221236
1070,7490,1,1,74758964
1075,7525,1,1,82869286
1080,7560,1,1,80171187
1085,7595,1,1,83090839
1090,7630,1,1,77552917
1095,7665,1,1,81995491
1100,7700,1,1,79348844
1105,7735,1,1,85140726
1110,7770,1,1,77607576
1115,7805,1,1,83518141
1120,7840,1,1,84410927
1125,7875,1,1,85440447
1130,7910,1,1,98996604
1135,7945,1,1,113009305
1140,7980,1,1,111885694
1145,8015,1,1,112556373
1150,8050,1,1,110437852
1155,8085,1,1,123451173
1160,8120,1,1,109470802
1165,8155,1,1,116679017
1170,8190,1,1,111652578
1175,8225,1,1,105766166
1180,8260,1,1,116200045
1185,8295,1,1,116465179
1190,8330,1,1,119673823
1195,8365,1,1,117119823
1200,8400,1,1,104798622
1205,8435,1,1,106984415
1210,8470,1,1,121583738
1215,8505,1,1,117157778
1220,8540,1,1,114871044
1225,8575,1,1,124469055
1230,8610,1,1,124378451
1235,8645,1,1,138382923
1240,8680,1,1,119774903
1245,8715,1,1,133774176
1250,8750,1,1,120837933
1255,8785,1,1,115687843
1260,8820,1,1,123903848
1265,8855,1,1,139935443
1270,8890,1,1,129199856
1275,8925,1,1,139757185
1280,8960,1,1,141731270
1285,8995,1,1,125848065
1290,9030,1,1,130249294
1295,9065,1,1,142000031
1300,9100,1,1,131785541
1305,9135,1,1,132322137
1310,9170,1,1,120572320
1315,9205,1,1,126009009
1320,9240,1,1,142000171
1325,9275,1,1,137491982
1330,9310,1,1,141874573
1335,9345,1,1,147712778
1340,9380,1,1,130897167
1345,9415,1,1,139329132
1350,9450,1,1,145254328
1355,9485,1,1,123022419
1360,9520,1,1,130472089
1365,9555,1,1,134936128
1370,9590,1,1,144242226
1375,9625,1,1,155659049
1380,9660,1,1,140947476
1385,9695,1,1,150995324
1390,9730,1,1,161690073
1395,9765,1,1,139310987
1400,9800,1,1,150437476
1405,9835,1,1,154180481
1410,9870,1,1,149717863
1415,9905,1,1,154759264
1420,9940,1,1,160354615
1425,9975,1,1,154929904
1430,10010,1,1,166149704
1435,10045,1,1,177646328
1440,10080,1,1,183217298
1445,10115,1,1,169810766
1450,10150,1,1,163570989
1455,10185,1,1,180199285
1460,10220,1,1,188037561
1465,10255,1,1,190821907
1470,10290,1,1,167298329
1475,10325,1,1,181272269
1480,10360,1,1,192675532
1485,10395,1,1,192900182
1490,10430,1,1,193953785
1495,10465,1,1,192435260
1500,10500,1,1,202371858
1505,10535,1,1,203805683
1510,10570,1,1,161962058
1515,10605,1,1,198840279
1520,10640,1,1,201053986
1525,10675,1,1,205731429
1530,10710,1,1,196017209
1535,10745,1,1,193048858
1540,10780,1,1,204240786
1545,10815,1,1,195334915
1550,10850,1,1,183945297
1555,10885,1,1,198397242
1560,10920,1,1,197665972
1565,10955,1,1,207948147
1570,10990,1,1,198136765
1575,11025,1,1,216275663
1580,11060,1,1,202222518
1585,11095,1,1,184621112
1590,11130,1,1,196482560
1595,11165,1,1,203013622
1600,11200,1,1,207830656
1605,11235,1,1,209429177
1610,11270,1,1,236176907
1615,11305,1,1,219824852
1620,11340,1,1,206174536
1625,11375,1,1,198423518
1630,11410,1,1,213647650
1635,11445,1,1,218203861
1640,11480,1,1,221627397
1645,11515,1,1,226580446
1650,11550,1,1,213961200
1655,11585,1,1,235657646
1660,11620,1,1,223903900
1665,11655,1,1,203838972
1670,11690,1,1,210711955
1675,11725,1,1,221732906
1680,11760,1,1,219091934
1685,11795,1,1,236602754
1690,11830,1,1,213250716
1695,11865,1,1,235307678
1700,11900,1,1,226644916
1705,11935,1,1,231364760
1710,11970,1,1,256911400
1715,12005,1,1,256000861
1720,12040,1,1,221953731
1725,12075,1,1,223920583
1730,12110,1,1,225144659
1735,12145,1,1,225491153
1740,12180,1,1,226952133
1745,12215,1,1,255903643
1750,12250,1,1,244822855
1755,12285,1,1,227943932
1760,12320,1,1,251193820
1765,12355,1,1,235254454
1770,12390,1,1,233254450
1775,12425,1,1,241340088
1780,12460,1,1,242540337
1785,12495,1,1,260198742
1790,12530,1,1,272322643
1795,12565,1,1,239381090
1800,12600,1,1,242564454
1805,12635,1,1,258305791
1810,12670,1,1,234592019
1815,12705,1,1,234023252
1820,12740,1,1,253744781
1825,12775,1,1,241305122
1830,12810,1,1,267386201
1835,12845,1,1,238973721
1840,12880,1,1,238681853
1845,12915,1,1,263437714
1850,12950,1,1,275266299
1855,12985,1,1,228460863
1860,13020,1,1,251026725
1865,13055,1,1,267017923
1870,13090,1,1,237682442
1875,13125,1,1,250814626
1880,13160,1,1,240061770
1885,13195,1,1,244364845
1890,13230,1,1,250742774
1895,13265,1,1,246040322
1900,13300,1,1,235105585
1905,13335,1,1,223237881
1910,13370,1,1,229082409
1915,13405,1,1,242828540
1920,13440,1,1,250264938
1925,13475,1,1,238997389
1930,13510,1,1,243530788
1935,13545,1,1,237413474
1940,13580,1,1,237875550
1945,13615,1,1,267375522
1950,13650,1,1,252055543
1955,13685,1,1,264871311
1960,13720,1,1,278299662
1965,13755,1,1,265736817
1970,13790,1,1,253675855
1975,13825,1,1,249647573
1980,13860,1,1,240621263
1985,13895,1,1,260203661
1990,13930,1,1,239458086
1995,13965,1,1,252715282
2000,14000,1,1,272158824
2005,14035,1,1,262347749
2010,14070,1,1,263514691
2015,14105,1,1,270792515
2020,14140,1,1,266521270
2025,14175,1,1,285580041
2030,14210,1,1,250512563
