n,m,dinic
50,50,12129
55,55,11507
60,60,10401
65,65,15778
70,70,11171
75,75,17360
80,80,18509
85,85,12973
90,90,13225
95,95,14027
100,100,14155
105,105,14592
110,110,15444
115,115,15935
120,120,16577
125,125,17452
130,130,18442
135,135,19440
140,140,19400
145,145,20715
150,150,21061
155,155,21409
160,160,21997
165,165,35357
170,170,24705
175,175,25342
180,180,33940
185,185,34136
190,190,34288
195,195,35065
200,200,27856
205,205,29384
210,210,29191
215,215,30051
220,220,31229
225,225,31912
230,230,32726
235,235,33062
240,240,33125
245,245,34444
250,250,36123
255,255,35703
260,260,37577
265,265,37714
270,270,39867
275,275,39316
280,280,51273
285,285,41032
290,290,41351
295,295,41879
300,300,43294
305,305,43227
310,310,43586
315,315,45749
320,320,64558
325,325,75017
330,330,71419
335,335,47611
340,340,48341
345,345,49057
350,350,49081
355,355,50954
360,360,50550
365,365,51375
370,370,51698
375,375,51354
380,380,53001
385,385,82155
390,390,82766
395,395,57190
400,400,57820
405,405,61697
410,410,77938
415,415,58739
420,420,57414
425,425,58902
430,430,59471
435,435,83025
440,440,60476
445,445,61549
450,450,61322
455,455,61115
460,460,62512
465,465,63701
470,470,65250
475,475,65077
480,480,65349
485,485,66390
490,490,66334
495,495,66768
500,500,67623
505,505,67843
510,510,69388
515,515,72052
520,520,72447
525,525,73727
530,530,73270
535,535,74534
540,540,75795
545,545,76105
550,550,75721
555,555,77110
560,560,77080
565,565,77740
570,570,79276
575,575,87991
580,580,79322
585,585,126561
590,590,81289
595,595,81730
600,600,82233
605,605,83288
610,610,83053
615,615,85033
620,620,84944
625,625,86015
630,630,86278
635,635,86872
640,640,87252
645,645,87751
650,650,88999
655,655,93389
660,660,91236
665,665,91509
670,670,91554
675,675,92529
680,680,93544
685,685,94832
690,690,93586
695,695,92886
700,700,94749
705,705,95677
710,710,95441
715,715,97700
720,720,96191
725,725,99331
730,730,99447
735,735,101033
740,740,99584
745,745,100265
750,750,101797
755,755,103537
760,760,116727
765,765,103276
770,770,103346
775,775,103434
780,780,105580
785,785,104899
790,790,105385
795,795,106402
800,800,109008
805,805,109643
810,810,109227
815,815,109608
820,820,129133
825,825,110739
830,830,113456
835,835,114273
840,840,112688
845,845,113214
850,850,114572
855,855,115546
860,860,116515
865,865,114860
870,870,125069
875,875,121477
880,880,119769
885,885,119479
890,890,119888
