n,m,dual_lp
50,300,4093771
55,330,4275673
60,360,5082531
65,390,4791137
70,420,4267247
75,450,4920635
80,480,5874520
85,510,5016336
90,540,6528300
95,570,5892125
100,600,6120778
105,630,7676371
110,660,6701882
115,690,8015381
120,720,7282512
125,750,8236685
130,780,7931557
135,810,8832349
140,840,7788970
145,870,9416837
150,900,9037427
155,930,10292733
160,960,10242418
165,990,10228702
170,1020,10331433
175,1050,10149294
180,1080,11283531
185,1110,10170656
190,1140,11289295
195,1170,10700002
200,1200,12141842
205,1230,13705857
210,1260,12514422
215,1290,11880476
220,1320,11728317
225,1350,11854162
230,1380,12424162
235,1410,12450887
240,1440,14316706
245,1470,12382027
250,1500,14032173
255,1530,15389059
260,1560,16287696
265,1590,15360971
270,1620,16118261
275,1650,14816486
280,1680,16030113
285,1710,15147943
290,1740,14933534
295,1770,15824857
300,1800,17119644
305,1830,16459020
310,1860,15678620
315,1890,16135635
320,1920,16737233
325,1950,16874849
330,1980,17821327
335,2010,18946565
340,2040,17757319
345,2070,18171309
350,2100,19153970
355,2130,19314448
360,2160,18338453
365,2190,18211570
370,2220,19712191
375,2250,18384686
380,2280,19490817
385,2310,19454592
390,2340,20445004
395,2370,20314694
400,2400,21395886
405,2430,22154109
410,2460,20854120
415,2490,22272426
420,2520,23028377
425,2550,21444594
430,2580,23838557
435,2610,24081956
440,2640,24105492
445,2670,23330012
450,2700,25707949
455,2730,23053721
460,2760,23252938
465,2790,23560905
470,2820,24214268
475,2850,27302453
480,2880,27751039
485,2910,29133688
490,2940,29184838
495,2970,28253161
500,3000,28506252
505,3030,30105222
510,3060,30108678
515,3090,30558778
520,3120,31152980
525,3150,30187630
530,3180,29682113
535,3210,30755765
540,3240,31433660
545,3270,31442072
550,3300,31665110
555,3330,33611664
560,3360,33502179
565,3390,32160180
570,3420,32538492
575,3450,33150286
580,3480,33050814
585,3510,33023736
590,3540,34743257
595,3570,34094028
600,3600,33810028
605,3630,35551156
610,3660,35733854
615,3690,35904326
620,3720,36008658
625,3750,36171376
630,3780,36726650
635,3810,37990728
640,3840,40077773
645,3870,38788059
650,3900,39491245
655,3930,37926992
660,3960,40498008
665,3990,41989003
670,4020,39724360
675,4050,40333542
680,4080,38591085
685,4110,39363378
690,4140,41747856
695,4170,41683352
700,4200,41824474
705,4230,41412828
710,4260,42796352
715,4290,41813757
720,4320,44734348
725,4350,42047775
730,4380,43833147
735,4410,44311485
740,4440,43569048
745,4470,44055912
750,4500,48833561
755,4530,47195627
760,4560,46053516
765,4590,46903340
770,4620,45778087
775,4650,47058807
780,4680,44371420
785,4710,50466807
790,4740,45515837
795,4770,48619547
800,4800,46916689
805,4830,48098989
810,4860,47814979
815,4890,48711630
820,4920,47219061
825,4950,49012118
830,4980,49119286
835,5010,50368985
840,5040,50416242
845,5070,49903866
850,5100,49408440
855,5130,49850293
860,5160,49785631
865,5190,50527948
870,5220,51724084
875,5250,51492374
880,5280,52974432
885,5310,51148057
890,5340,52895798
895,5370,54400551
900,5400,52205782
905,5430,52188349
910,5460,57324944
915,5490,52838759
920,5520,52348415
925,5550,54807915
930,5580,61390397
935,5610,57968611
940,5640,56423486
945,5670,55893876
950,5700,56942636
955,5730,55299682
960,5760,56277857
965,5790,60732059
970,5820,55798930
975,5850,57884879
980,5880,61519300
985,5910,61210206
990,5940,60331289
995,5970,59276896
1000,6000,62107716
1005,6030,67621441
