n,m,cmin,cmax,dinic
50,500,1,1,63067
55,550,1,1,66510
60,600,1,1,71261
65,650,1,1,67235
70,700,1,1,74512
75,750,1,1,89463
80,800,1,1,106278
85,850,1,1,97160
90,900,1,1,112964
95,950,1,1,95456
100,1000,1,1,102845
105,1050,1,1,113947
110,1100,1,1,125563
115,1150,1,1,153234
120,1200,1,1,156139
125,1250,1,1,200909
130,1300,1,1,174052
135,1350,1,1,267086
140,1400,1,1,294842
145,1450,1,1,177006
150,1500,1,1,208726
155,1550,1,1,185575
160,1600,1,1,222463
165,1650,1,1,225789
170,1700,1,1,223557
175,1750,1,1,197915
180,1800,1,1,221849
185,1850,1,1,262196
190,1900,1,1,232384
195,1950,1,1,239273
200,2000,1,1,365880
205,2050,1,1,254517
210,2100,1,1,289432
215,2150,1,1,308030
220,2200,1,1,243904
225,2250,1,1,271392
230,2300,1,1,284906
235,2350,1,1,291938
240,2400,1,1,280817
245,2450,1,1,291874
250,2500,1,1,354028
255,2550,1,1,316092
260,2600,1,1,357532
265,2650,1,1,359839
270,2700,1,1,359431
275,2750,1,1,314929
280,2800,1,1,371327
285,2850,1,1,415657
290,2900,1,1,360246
295,2950,1,1,427685
300,3000,1,1,640827
305,3050,1,1,397354
310,3100,1,1,674676
315,3150,1,1,420952
320,3200,1,1,348140
325,3250,1,1,403498
330,3300,1,1,336805
335,3350,1,1,441426
340,3400,1,1,424890
345,3450,1,1,371352
350,3500,1,1,432698
355,3550,1,1,356678
360,3600,1,1,365234
365,3650,1,1,394614
370,3700,1,1,397080
375,3750,1,1,410918
380,3800,1,1,421699
385,3850,1,1,527949
390,3900,1,1,500509
395,3950,1,1,502061
400,4000,1,1,438338
405,4050,1,1,610343
410,4100,1,1,529184
415,4150,1,1,482955
420,4200,1,1,497123
425,4250,1,1,530020
430,4300,1,1,483194
435,4350,1,1,554075
440,4400,1,1,485999
445,4450,1,1,588806
450,4500,1,1,624613
455,4550,1,1,645769
460,4600,1,1,748005
465,4650,1,1,774116
470,4700,1,1,623536
475,4750,1,1,687344
480,4800,1,1,533975
485,4850,1,1,489318
490,4900,1,1,802102
495,4950,1,1,631935
500,5000,1,1,706726
505,5050,1,1,556252
510,5100,1,1,559273
515,5150,1,1,696677
520,5200,1,1,521091
525,5250,1,1,729576
530,5300,1,1,799371
