n,m,cmin,cmax,dinic
50,750,1,100,81445
55,825,1,100,79805
60,900,1,100,81842
65,975,1,100,91159
70,1050,1,100,103189
75,1125,1,100,121619
80,1200,1,100,120410
85,1275,1,100,130483
90,1350,1,100,139127
95,1425,1,100,176270
100,1500,1,100,154198
105,1575,1,100,170502
110,1650,1,100,183112
115,1725,1,100,174692
120,1800,1,100,173757
125,1875,1,100,208860
130,1950,1,100,292165
135,2025,1,100,220827
140,2100,1,100,273047
145,2175,1,100,274924
150,2250,1,100,299163
155,2325,1,100,288623
160,2400,1,100,302156
165,2475,1,100,309202
170,2550,1,100,328321
175,2625,1,100,265262
180,2700,1,100,269619
185,2775,1,100,278895
190,2850,1,100,356691
195,2925,1,100,454513
200,3000,1,100,421821
205,3075,1,100,478357
210,3150,1,100,448699
215,3225,1,100,403444
220,3300,1,100,388590
225,3375,1,100,419449
230,3450,1,100,397391
235,3525,1,100,393188
240,3600,1,100,458169
245,3675,1,100,462414
250,3750,1,100,543471
255,3825,1,100,512532
260,3900,1,100,467974
265,3975,1,100,562763
270,4050,1,100,505366
275,4125,1,100,567221
280,4200,1,100,481413
285,4275,1,100,575501
290,4350,1,100,505385
295,4425,1,100,566351
300,4500,1,100,497288
305,4575,1,100,589888
310,4650,1,100,603350
315,4725,1,100,554431
320,4800,1,100,434283
325,4875,1,100,530340
330,4950,1,100,536556
335,5025,1,100,667713
340,5100,1,100,611831
345,5175,1,100,529257
350,5250,1,100,616097
355,5325,1,100,587428
360,5400,1,100,606177
365,5475,1,100,645999
370,5550,1,100,683447
375,5625,1,100,676526
380,5700,1,100,724531
385,5775,1,100,701426
390,5850,1,100,758755
395,5925,1,100,763344
400,6000,1,100,714520
405,6075,1,100,840904
410,6150,1,100,768818
415,6225,1,100,816975
420,6300,1,100,827104
425,6375,1,100,809986
430,6450,1,100,831907
435,6525,1,100,950492
440,6600,1,100,770453
445,6675,1,100,836613
450,6750,1,100,850283
455,6825,1,100,1013568
460,6900,1,100,814411
465,6975,1,100,823968
470,7050,1,100,809597
475,7125,1,100,831472
480,7200,1,100,861788
485,7275,1,100,839052
490,7350,1,100,797264
495,7425,1,100,815347
500,7500,1,100,911471
505,7575,1,100,885268
510,7650,1,100,1111306
515,7725,1,100,999568
520,7800,1,100,874972
525,7875,1,100,889036
530,7950,1,100,947567
535,8025,1,100,1129741
540,8100,1,100,771950
545,8175,1,100,876139
550,8250,1,100,1041578
555,8325,1,100,1172185
560,8400,1,100,1175129
565,8475,1,100,1186784
570,8550,1,100,1223637
575,8625,1,100,1063046
580,8700,1,100,1180414
585,8775,1,100,1160885
590,8850,1,100,1158322
595,8925,1,100,942647
600,9000,1,100,984790
605,9075,1,100,1888808
610,9150,1,100,1302782
615,9225,1,100,1265080
620,9300,1,100,1302249
625,9375,1,100,1559394
630,9450,1,100,1344345
635,9525,1,100,1224392
640,9600,1,100,1102991
645,9675,1,100,1360293
650,9750,1,100,1265799
655,9825,1,100,1327827
660,9900,1,100,1373951
665,9975,1,100,1134276
670,10050,1,100,1271584
675,10125,1,100,1300550
680,10200,1,100,1486883
685,10275,1,100,1305039
690,10350,1,100,1314384
