n,m,dinic
800,800,124743
800,900,142413
800,1000,144099
800,1100,287431
800,1200,290276
800,1300,396757
800,1400,333218
800,1500,492847
800,1600,503594
800,1700,582419
800,1800,521863
800,1900,492281
800,2000,466540
800,2100,504654
800,2200,638767
800,2300,587497
800,2400,707773
800,2500,570894
800,2600,618735
800,2700,631475
800,2800,916685
800,2900,719488
800,3000,744883
800,3100,764689
800,3200,738997
800,3300,928953
800,3400,841217
800,3500,793991
800,3600,655599
800,3700,677615
800,3800,732542
800,3900,734136
800,4000,1205821
800,4100,938928
800,4200,865696
800,4300,938009
800,4400,1170043
800,4500,828869
800,4600,818993
800,4700,1037675
800,4800,914724
800,4900,921850
800,5000,880878
800,5100,1034599
800,5200,927299
800,5300,898153
800,5400,903137
800,5500,1062848
800,5600,900811
800,5700,793206
800,5800,885506
800,5900,1353618
800,6000,958678
800,6100,936371
800,6200,869991
800,6300,1109761
800,6400,1005745
800,6500,1005208
800,6600,1015956
800,6700,1025069
800,6800,973104
800,6900,978567
800,7000,1132032
800,7100,1097575
800,7200,1503348
800,7300,1306835
800,7400,1281709
800,7500,1153385
800,7600,1056801
800,7700,1311948
800,7800,1064546
800,7900,1393762
800,8000,1249361
800,8100,1230337
800,8200,1208367
800,8300,1239829
800,8400,1324139
800,8500,1638375
800,8600,1488033
800,8700,1477169
800,8800,1679995
800,8900,1432347
800,9000,1346344
800,9100,1715643
800,9200,1546171
800,9300,1735599
800,9400,1602889
800,9500,1576351
800,9600,1682181
800,9700,1537464
800,9800,1289710
800,9900,1162928
800,10000,1242767
800,10100,1485505
800,10200,1899992
800,10300,1439862
800,10400,1464327
800,10500,1666875
800,10600,1295526
800,10700,1985366
800,10800,2316803
800,10900,1380612
800,11000,1327139
800,11100,1618380
800,11200,2204757
800,11300,1509020
800,11400,1513683
800,11500,1625809
800,11600,1531629
800,11700,1452275
800,11800,1508133
800,11900,1376081
800,12000,1991373
800,12100,1949400
800,12200,1917973
800,12300,1634374
800,12400,1570951
800,12500,1784041
800,12600,1369364
800,12700,1339285
800,12800,1392785
800,12900,1487251
800,13000,1407307
800,13100,1443274
800,13200,1515743
800,13300,1411777
800,13400,1419341
800,13500,1566005
800,13600,1468591
800,13700,1578330
800,13800,1484984
800,13900,1449055
800,14000,1522225
800,14100,1641539
800,14200,1621809
800,14300,1580845
800,14400,1588287
800,14500,1518834
800,14600,1633933
800,14700,1683213
800,14800,1756192
800,14900,1629061
800,15000,1609668
800,15100,1587075
800,15200,1552825
800,15300,1559684
800,15400,1594611
800,15500,1682097
800,15600,1719978
800,15700,1601405
800,15800,1994897
800,15900,1630955
800,16000,1681034
800,16100,1639016
800,16200,1651623
800,16300,1852713
800,16400,1835654
800,16500,1807349
800,16600,1846397
800,16700,1874096
800,16800,1861781
800,16900,1842714
800,17000,2184638
800,17100,1844439
800,17200,1857144
800,17300,1869366
800,17400,1997021
800,17500,2013225
800,17600,1851486
800,17700,1972146
800,17800,2237017
800,17900,2012239
800,18000,1966102
800,18100,1922072
800,18200,2014748
800,18300,1945686
800,18400,1962793
800,18500,2007715
800,18600,1960044
800,18700,1959869
800,18800,1888433
800,18900,2034655
800,19000,2062208
800,19100,1955647
800,19200,1982562
800,19300,2116576
800,19400,2095572
800,19500,1945819
800,19600,1975850
800,19700,1976412
800,19800,2141854
800,19900,2018594
800,20000,1980936
800,20100,2002752
800,20200,2208951
800,20300,2115113
800,20400,2031716
800,20500,2065546
800,20600,2177689
800,20700,2185525
800,20800,2077809
800,20900,2074965
800,21000,2215729
800,21100,2199260
800,21200,2059760
800,21300,2034785
800,21400,2231641
800,21500,2076843
800,21600,2138272
800,21700,2200257
800,21800,2266754
800,21900,2101798
800,22000,2157441
800,22100,2187397
800,22200,2153242
800,22300,2099941
800,22400,2093084
800,22500,2382186
800,22600,2152691
800,22700,2303639
800,22800,2303146
800,22900,2331282
800,23000,3456049
800,23100,2367012
800,23200,2354836
800,23300,2280076
800,23400,2376312
800,23500,2253031
800,23600,2229618
800,23700,2382524
800,23800,2324824
800,23900,2217041
800,24000,3374858
800,24100,2288256
800,24200,2378460
800,24300,2367277
800,24400,2464951
800,24500,2383276
800,24600,2888977
800,24700,2280194
800,24800,2397114
800,24900,2478065
800,25000,2391108
