n,m,dinic
500,500,83499
500,600,120665
500,700,103039
500,800,114399
500,900,112000
500,1000,120743
500,1100,152480
500,1200,167599
500,1300,156671
500,1400,275101
500,1500,367474
500,1600,406584
500,1700,425850
500,1800,499779
500,1900,470426
500,2000,507304
500,2100,536193
500,2200,487897
500,2300,481595
500,2400,521398
500,2500,537186
500,2600,548104
500,2700,502171
500,2800,522755
500,2900,571206
500,3000,598008
500,3100,691152
500,3200,521386
500,3300,511375
500,3400,696801
500,3500,491948
500,3600,459867
500,3700,493754
500,3800,499381
500,3900,498235
500,4000,473063
500,4100,518060
500,4200,548149
500,4300,537643
500,4400,631594
500,4500,878979
500,4600,558240
500,4700,600379
500,4800,624836
500,4900,574362
500,5000,577983
500,5100,586420
500,5200,833669
500,5300,639013
500,5400,638886
500,5500,663669
500,5600,648842
500,5700,649126
500,5800,666674
500,5900,666254
500,6000,676861
500,6100,689950
500,6200,737518
500,6300,773125
500,6400,1030907
500,6500,791866
500,6600,791303
500,6700,1036475
500,6800,805507
500,6900,824997
500,7000,681606
500,7100,645006
500,7200,635613
500,7300,767359
500,7400,973092
500,7500,816258
500,7600,878756
500,7700,928772
500,7800,905333
500,7900,900788
500,8000,857412
500,8100,913876
500,8200,952891
500,8300,956050
500,8400,946855
500,8500,997452
500,8600,1068070
500,8700,1047386
500,8800,1033672
500,8900,1170576
500,9000,1092427
500,9100,1119854
500,9200,1217389
500,9300,1097776
500,9400,1038803
500,9500,1048521
500,9600,1087619
500,9700,1300996
500,9800,956206
500,9900,966630
500,10000,955264
500,10100,993623
500,10200,920709
500,10300,1036879
500,10400,1044346
500,10500,1001156
500,10600,977244
500,10700,984410
500,10800,979922
500,10900,1043730
500,11000,1100013
500,11100,1109061
500,11200,1130716
500,11300,1162543
500,11400,960778
500,11500,969686
500,11600,1015631
500,11700,1054367
500,11800,1139147
500,11900,1271653
500,12000,1188230
500,12100,1428174
500,12200,1106932
500,12300,1085321
500,12400,1022412
500,12500,1083462
500,12600,1064212
500,12700,1142375
500,12800,1124262
500,12900,1160520
500,13000,1065075
500,13100,1271991
500,13200,1076025
500,13300,1168940
500,13400,1246921
500,13500,1271944
500,13600,1233101
500,13700,1266823
500,13800,1229515
500,13900,1270210
500,14000,1314113
500,14100,1281439
500,14200,1250788
500,14300,1672240
500,14400,1528118
500,14500,1295060
500,14600,1474655
500,14700,1322202
500,14800,1350576
500,14900,1421524
500,15000,1313021
500,15100,1319135
500,15200,1268145
500,15300,1411164
500,15400,1373128
500,15500,1307285
500,15600,1368504
500,15700,1342582
500,15800,1320808
500,15900,1439319
500,16000,1424921
500,16100,1448733
