n,m,dinic
200,200,32886
200,300,41290
200,400,48982
200,500,63680
200,600,106005
200,700,108756
200,800,118050
200,900,125265
200,1000,127896
200,1100,172228
200,1200,161626
200,1300,194417
200,1400,195762
200,1500,213139
200,1600,198923
200,1700,239143
200,1800,204572
200,1900,209207
200,2000,244830
200,2100,248606
200,2200,227645
200,2300,244416
200,2400,233155
200,2500,265832
200,2600,277404
200,2700,240362
200,2800,221354
200,2900,265012
200,3000,252502
200,3100,256578
200,3200,277332
200,3300,263439
200,3400,266903
200,3500,263403
200,3600,300002
200,3700,316387
200,3800,341444
200,3900,344135
200,4000,327050
200,4100,369462
200,4200,328421
200,4300,340802
200,4400,316964
200,4500,296868
200,4600,287028
200,4700,392841
200,4800,335013
200,4900,352841
200,5000,328794
200,5100,350347
200,5200,335916
200,5300,335888
200,5400,350903
200,5500,368688
200,5600,361606
200,5700,354279
200,5800,366280
200,5900,388564
200,6000,429881
200,6100,430280
200,6200,406413
200,6300,367351
200,6400,422594
200,6500,411934
200,6600,413739
200,6700,388743
200,6800,384420
200,6900,382714
200,7000,359902
200,7100,655155
200,7200,438142
200,7300,435244
200,7400,419596
200,7500,425774
200,7600,484567
200,7700,693489
200,7800,534330
200,7900,424004
200,8000,388816
200,8100,459424
200,8200,525131
200,8300,493318
200,8400,494778
200,8500,583039
200,8600,584425
200,8700,617522
200,8800,604408
200,8900,546673
200,9000,565564
200,9100,611774
200,9200,630922
200,9300,586585
200,9400,628281
200,9500,624405
200,9600,645534
200,9700,755725
200,9800,784338
200,9900,764567
200,10000,729166
200,10100,665371
200,10200,683190
200,10300,715253
200,10400,683710
200,10500,791211
200,10600,862567
200,10700,747923
200,10800,725214
200,10900,736592
200,11000,724914
200,11100,627013
200,11200,731591
200,11300,722507
200,11400,662458
200,11500,724663
200,11600,975736
200,11700,746662
200,11800,759039
200,11900,714206
200,12000,689564
200,12100,741201
200,12200,718356
200,12300,677011
200,12400,688098
200,12500,787233
200,12600,882529
200,12700,751117
200,12800,771892
200,12900,733469
200,13000,732541
200,13100,759584
200,13200,753242
200,13300,741787
200,13400,696551
200,13500,756849
200,13600,768898
200,13700,777708
200,13800,755124
200,13900,831138
200,14000,778287
200,14100,768671
200,14200,776591
200,14300,763562
200,14400,787867
200,14500,732792
200,14600,886045
200,14700,807617
200,14800,803629
200,14900,806813
200,15000,801952
200,15100,849576
200,15200,839453
200,15300,819045
200,15400,803503
200,15500,838880
200,15600,840447
200,15700,840706
200,15800,845334
200,15900,801153
200,16000,872535
200,16100,867717
200,16200,851372
200,16300,895853
200,16400,925809
200,16500,990589
200,16600,997927
200,16700,1869746
200,16800,1034244
200,16900,1044873
200,17000,999136
200,17100,978807
200,17200,1013408
200,17300,1013103
200,17400,1005015
200,17500,1041956
200,17600,1205747
200,17700,1042227
200,17800,1741249
200,17900,1028873
200,18000,922053
200,18100,1101100
200,18200,1062616
200,18300,1157582
200,18400,2137751
200,18500,1544402
200,18600,1825561
200,18700,1091807
200,18800,1073670
200,18900,1151889
200,19000,1146172
200,19100,1081286
200,19200,1005660
200,19300,1092657
200,19400,1118610
200,19500,1091726
200,19600,1097847
200,19700,1117113
200,19800,1125170
200,19900,1127036
200,20000,1122796
200,20100,1047265
200,20200,1175794
200,20300,1224887
200,20400,1320775
200,20500,1117574
200,20600,1097509
200,20700,1222440
200,20800,1175247
200,20900,1237637
200,21000,1206537
200,21100,1210407
200,21200,1217934
200,21300,1107667
200,21400,1117657
200,21500,1228136
200,21600,1215586
200,21700,1336399
200,21800,1230370
200,21900,1128731
200,22000,1250843
200,22100,1302373
200,22200,1229824
200,22300,1253421
200,22400,2025802
200,22500,1307493
200,22600,1215882
200,22700,1368162
200,22800,1297146
200,22900,1421456
200,23000,1235478
200,23100,1223243
200,23200,2220303
200,23300,1333097
200,23400,1235688
200,23500,1349379
200,23600,1325512
200,23700,1289316
200,23800,1303480
200,23900,1375948
200,24000,2222735
200,24100,1288832
200,24200,1189332
200,24300,1356275
200,24400,1268964
200,24500,1410119
200,24600,1367341
200,24700,1397309
200,24800,1284771
200,24900,1362774
200,25000,1234863
200,25100,1509303
200,25200,1441564
200,25300,1297919
200,25400,1391945
200,25500,1441030
200,25600,1488437
200,25700,1408260
200,25800,1437481
200,25900,1511708
200,26000,1458633
200,26100,1446690
200,26200,1304559
200,26300,1664522
200,26400,1462846
200,26500,1525129
200,26600,1478634
200,26700,1534044
200,26800,1587517
200,26900,1504390
200,27000,1638341
200,27100,1578353
200,27200,1454596
200,27300,2022255
200,27400,1639104
200,27500,1920064
200,27600,1507919
200,27700,1607287
200,27800,1561016
200,27900,1578117
200,28000,1660408
200,28100,1912986
200,28200,1763159
200,28300,1591331
200,28400,1536434
200,28500,1787914
200,28600,1735245
200,28700,1625690
200,28800,1888437
200,28900,1651710
200,29000,1539189
