n,m,cmin,cmax,dual_lp
50,50,1,1,1918115
55,55,1,1,1780325
60,60,1,1,1742012
65,65,1,1,2332212
70,70,1,1,2098676
75,75,1,1,1909217
80,80,1,1,2032610
85,85,1,1,1810920
90,90,1,1,1741227
95,95,1,1,1788190
100,100,1,1,2429846
105,105,1,1,1998755
110,110,1,1,1996730
115,115,1,1,2008901
120,120,1,1,2296824
125,125,1,1,2259957
130,130,1,1,2080869
135,135,1,1,2046159
140,140,1,1,2522917
145,145,1,1,2251207
150,150,1,1,2375443
155,155,1,1,2321010
160,160,1,1,2434846
165,165,1,1,2200579
170,170,1,1,2485394
175,175,1,1,2790104
180,180,1,1,2443794
185,185,1,1,2497872
190,190,1,1,2698286
195,195,1,1,2739738
200,200,1,1,2536231
205,205,1,1,3020614
210,210,1,1,3105117
215,215,1,1,2586877
220,220,1,1,2841015
225,225,1,1,2723873
230,230,1,1,3209113
235,235,1,1,3588114
240,240,1,1,2911228
245,245,1,1,3469993
250,250,1,1,3149559
255,255,1,1,2946533
260,260,1,1,4176975
265,265,1,1,3334600
270,270,1,1,3126142
275,275,1,1,3280227
280,280,1,1,4251743
285,285,1,1,3598727
290,290,1,1,3187392
295,295,1,1,3630680
300,300,1,1,3582065
305,305,1,1,3760677
310,310,1,1,3960670
315,315,1,1,3198329
320,320,1,1,3881202
325,325,1,1,3944943
330,330,1,1,3948145
335,335,1,1,3795490
340,340,1,1,4275176
345,345,1,1,5260785
350,350,1,1,3779194
355,355,1,1,3943732
360,360,1,1,5218602
365,365,1,1,5057298
370,370,1,1,3864846
375,375,1,1,4133414
380,380,1,1,5221406
385,385,1,1,4049494
390,390,1,1,3991297
395,395,1,1,4221721
400,400,1,1,4766264
405,405,1,1,4298454
410,410,1,1,3999778
415,415,1,1,4762793
420,420,1,1,4708684
425,425,1,1,4399657
430,430,1,1,4478712
435,435,1,1,5383296
440,440,1,1,4484888
445,445,1,1,4263720
450,450,1,1,4924516
455,455,1,1,5357150
460,460,1,1,4006421
465,465,1,1,5013049
470,470,1,1,5118508
475,475,1,1,4841412
480,480,1,1,4350517
485,485,1,1,5133735
490,490,1,1,4820523
495,495,1,1,4663252
500,500,1,1,5502749
505,505,1,1,4738892
510,510,1,1,5176170
515,515,1,1,4965928
520,520,1,1,5423421
525,525,1,1,5371649
530,530,1,1,5703337
535,535,1,1,5755991
540,540,1,1,6370918
545,545,1,1,6062948
550,550,1,1,6361594
555,555,1,1,7028555
560,560,1,1,7674219
565,565,1,1,6471994
570,570,1,1,8346972
575,575,1,1,6575399
580,580,1,1,6425500
585,585,1,1,7862901
590,590,1,1,5509991
595,595,1,1,8317718
600,600,1,1,7815495
605,605,1,1,6489767
610,610,1,1,6118154
615,615,1,1,6267246
620,620,1,1,7800404
625,625,1,1,6767483
630,630,1,1,6329814
635,635,1,1,5860974
640,640,1,1,7046344
645,645,1,1,7652664
650,650,1,1,6933179
655,655,1,1,5814506
660,660,1,1,9017761
665,665,1,1,9572236
670,670,1,1,7605206
675,675,1,1,8755084
680,680,1,1,7221009
685,685,1,1,7547873
690,690,1,1,6809500
695,695,1,1,6251691
700,700,1,1,7129576
705,705,1,1,8075743
710,710,1,1,8082899
715,715,1,1,8762434
720,720,1,1,10083269
725,725,1,1,8790132
730,730,1,1,8669841
735,735,1,1,9124556
740,740,1,1,10015519
745,745,1,1,10169283
750,750,1,1,6797270
755,755,1,1,9001713
760,760,1,1,9017562
765,765,1,1,6829431
770,770,1,1,6935064
775,775,1,1,7050911
780,780,1,1,7894795
785,785,1,1,6925632
790,790,1,1,6841577
795,795,1,1,7200193
800,800,1,1,7880533
805,805,1,1,6469543
810,810,1,1,7591904
815,815,1,1,7070150
820,820,1,1,7562603
825,825,1,1,6516321
830,830,1,1,8129412
835,835,1,1,7888595
840,840,1,1,8088477
845,845,1,1,7468921
850,850,1,1,7199257
855,855,1,1,7286652
860,860,1,1,7300027
865,865,1,1,7349999
870,870,1,1,7133595
875,875,1,1,7566958
880,880,1,1,6970413
885,885,1,1,7234438
890,890,1,1,6742320
895,895,1,1,7534358
900,900,1,1,7568215
905,905,1,1,8192700
910,910,1,1,6920570
915,915,1,1,7201119
920,920,1,1,7559048
925,925,1,1,8402387
930,930,1,1,7640598
935,935,1,1,8499929
940,940,1,1,8124211
945,945,1,1,8071832
950,950,1,1,7641561
955,955,1,1,8100763
960,960,1,1,7975618
965,965,1,1,8237504
970,970,1,1,7418735
975,975,1,1,7917137
980,980,1,1,7559658
985,985,1,1,7620418
990,990,1,1,7675422
995,995,1,1,7989398
1000,1000,1,1,8379179
1005,1005,1,1,9529184
1010,1010,1,1,8658196
1015,1015,1,1,8609769
1020,1020,1,1,8356824
1025,1025,1,1,8713751
1030,1030,1,1,8373957
1035,1035,1,1,9341892
1040,1040,1,1,9732529
1045,1045,1,1,8355237
1050,1050,1,1,9339342
1055,1055,1,1,8633343
1060,1060,1,1,9592609
1065,1065,1,1,9313022
1070,1070,1,1,8654855
1075,1075,1,1,9211854
1080,1080,1,1,8521792
1085,1085,1,1,9363389
1090,1090,1,1,8578205
1095,1095,1,1,8931955
1100,1100,1,1,8879024
1105,1105,1,1,8718178
1110,1110,1,1,9023413
1115,1115,1,1,8973190
1120,1120,1,1,8870058
1125,1125,1,1,10917118
1130,1130,1,1,11395050
1135,1135,1,1,10283266
1140,1140,1,1,9157365
1145,1145,1,1,10109021
1150,1150,1,1,10723499
1155,1155,1,1,10455643
1160,1160,1,1,9360140
1165,1165,1,1,9430816
1170,1170,1,1,9324164
1175,1175,1,1,9707867
1180,1180,1,1,9369173
1185,1185,1,1,9565417
1190,1190,1,1,9764352
1195,1195,1,1,9522628
1200,1200,1,1,9630110
1205,1205,1,1,9406070
1210,1210,1,1,10469310
1215,1215,1,1,11175704
1220,1220,1,1,11124787
1225,1225,1,1,9790406
1230,1230,1,1,11150437
1235,1235,1,1,10003386
1240,1240,1,1,10562023
1245,1245,1,1,10112590
1250,1250,1,1,10229989
1255,1255,1,1,10163504
1260,1260,1,1,10579749
1265,1265,1,1,10384184
1270,1270,1,1,10471400
1275,1275,1,1,11123171
1280,1280,1,1,14999208
1285,1285,1,1,10158358
1290,1290,1,1,12167610
1295,1295,1,1,11932558
1300,1300,1,1,10701516
1305,1305,1,1,11106293
1310,1310,1,1,11405485
1315,1315,1,1,10284023
1320,1320,1,1,11954357
1325,1325,1,1,11235740
1330,1330,1,1,11787363
1335,1335,1,1,10139552
1340,1340,1,1,11400575
1345,1345,1,1,12586009
1350,1350,1,1,11792420
1355,1355,1,1,11928778
1360,1360,1,1,11153309
1365,1365,1,1,11795656
1370,1370,1,1,11144587
1375,1375,1,1,12138722
1380,1380,1,1,11343449
1385,1385,1,1,11936469
1390,1390,1,1,12156843
1395,1395,1,1,13187363
1400,1400,1,1,11445897
1405,1405,1,1,11965770
1410,1410,1,1,11115049
1415,1415,1,1,11001842
1420,1420,1,1,11067981
1425,1425,1,1,11238710
1430,1430,1,1,11083441
1435,1435,1,1,11246048
1440,1440,1,1,11968545
1445,1445,1,1,10198937
1450,1450,1,1,10081192
1455,1455,1,1,11154790
1460,1460,1,1,11340749
1465,1465,1,1,12243355
1470,1470,1,1,13178589
1475,1475,1,1,12633131
1480,1480,1,1,12909440
1485,1485,1,1,16302609
1490,1490,1,1,14741350
1495,1495,1,1,12630209
1500,1500,1,1,12635408
1505,1505,1,1,14489998
1510,1510,1,1,12877358
1515,1515,1,1,12483242
1520,1520,1,1,11490554
1525,1525,1,1,12038537
1530,1530,1,1,11781795
1535,1535,1,1,12361754
1540,1540,1,1,11940102
1545,1545,1,1,10958355
1550,1550,1,1,13280298
1555,1555,1,1,13314641
1560,1560,1,1,13821415
1565,1565,1,1,14727563
1570,1570,1,1,12958001
1575,1575,1,1,14192875
1580,1580,1,1,12643764
1585,1585,1,1,13324771
1590,1590,1,1,13553516
1595,1595,1,1,14479717
1600,1600,1,1,20807323
1605,1605,1,1,14505593
1610,1610,1,1,14184829
1615,1615,1,1,12504914
1620,1620,1,1,12510857
1625,1625,1,1,12339314
1630,1630,1,1,12017882
1635,1635,1,1,14241769
1640,1640,1,1,14148616
1645,1645,1,1,13353476
1650,1650,1,1,13515613
1655,1655,1,1,12611951
1660,1660,1,1,14797018
1665,1665,1,1,13685724
1670,1670,1,1,13161818
1675,1675,1,1,14423865
1680,1680,1,1,13702176
1685,1685,1,1,13635495
1690,1690,1,1,13264837
1695,1695,1,1,13230954
1700,1700,1,1,13698267
1705,1705,1,1,13538953
1710,1710,1,1,13780078
1715,1715,1,1,14308615
1720,1720,1,1,14858999
1725,1725,1,1,13010642
1730,1730,1,1,13066561
1735,1735,1,1,13018650
1740,1740,1,1,14004457
1745,1745,1,1,14160078
1750,1750,1,1,14029160
1755,1755,1,1,14229208
1760,1760,1,1,13010781
1765,1765,1,1,13806935
1770,1770,1,1,14021954
1775,1775,1,1,15057729
1780,1780,1,1,15186320
1785,1785,1,1,13025078
1790,1790,1,1,14191575
1795,1795,1,1,14095088
1800,1800,1,1,15067021
1805,1805,1,1,12879758
1810,1810,1,1,13321118
1815,1815,1,1,12413227
1820,1820,1,1,12637788
1825,1825,1,1,12675020
1830,1830,1,1,13096750
1835,1835,1,1,15126969
1840,1840,1,1,14036614
1845,1845,1,1,13356543
1850,1850,1,1,14121167
1855,1855,1,1,14273279
1860,1860,1,1,13951997
1865,1865,1,1,13394766
1870,1870,1,1,13363991
1875,1875,1,1,13524648
1880,1880,1,1,14262259
1885,1885,1,1,14556463
1890,1890,1,1,14306629
1895,1895,1,1,14345222
1900,1900,1,1,12936471
1905,1905,1,1,13740645
1910,1910,1,1,13700224
1915,1915,1,1,13549005
1920,1920,1,1,14384198
1925,1925,1,1,15090861
1930,1930,1,1,13919652
1935,1935,1,1,14456658
1940,1940,1,1,13297902
1945,1945,1,1,14256444
1950,1950,1,1,15032413
1955,1955,1,1,13471675
1960,1960,1,1,15570168
1965,1965,1,1,14510058
1970,1970,1,1,13646225
1975,1975,1,1,14151590
1980,1980,1,1,13939602
1985,1985,1,1,14816322
1990,1990,1,1,14610987
1995,1995,1,1,13813874
2000,2000,1,1,16899271
2005,2005,1,1,14894188
2010,2010,1,1,14870971
2015,2015,1,1,14789384
2020,2020,1,1,14353147
2025,2025,1,1,14372311
2030,2030,1,1,14204045
2035,2035,1,1,14497816
2040,2040,1,1,14318037
2045,2045,1,1,18421426
2050,2050,1,1,27016067
2055,2055,1,1,29145680
2060,2060,1,1,29788587
2065,2065,1,1,23046105
2070,2070,1,1,15143297
2075,2075,1,1,18756038
2080,2080,1,1,22566677
2085,2085,1,1,14181086
2090,2090,1,1,15439013
2095,2095,1,1,15089910
2100,2100,1,1,16516256
2105,2105,1,1,15419939
2110,2110,1,1,14566275
2115,2115,1,1,15502642
2120,2120,1,1,14977166
2125,2125,1,1,15674324
2130,2130,1,1,15392891
2135,2135,1,1,15139744
2140,2140,1,1,16466762
2145,2145,1,1,15938851
2150,2150,1,1,15665968
2155,2155,1,1,14884987
2160,2160,1,1,17568395
2165,2165,1,1,16176329
2170,2170,1,1,17532890
2175,2175,1,1,17523063
2180,2180,1,1,16788929
2185,2185,1,1,16604787
2190,2190,1,1,18234425
2195,2195,1,1,17542759
2200,2200,1,1,16998223
2205,2205,1,1,18693155
2210,2210,1,1,16331597
2215,2215,1,1,16756646
2220,2220,1,1,16176629
2225,2225,1,1,16962309
2230,2230,1,1,16474917
2235,2235,1,1,16890723
2240,2240,1,1,16159265
2245,2245,1,1,16662958
2250,2250,1,1,16811366
2255,2255,1,1,17834194
2260,2260,1,1,15731207
2265,2265,1,1,16155545
2270,2270,1,1,17435233
2275,2275,1,1,17976691
2280,2280,1,1,17287885
2285,2285,1,1,16511156
2290,2290,1,1,17118793
2295,2295,1,1,16235691
2300,2300,1,1,18105181
2305,2305,1,1,17221501
2310,2310,1,1,17610409
2315,2315,1,1,16379616
2320,2320,1,1,16685527
2325,2325,1,1,16632129
2330,2330,1,1,15708292
2335,2335,1,1,16308609
2340,2340,1,1,15946208
2345,2345,1,1,17237255
2350,2350,1,1,16157077
2355,2355,1,1,16892259
2360,2360,1,1,17052502
