n,m,cmin,cmax,primal_lp
50,300,1,1,24631085
55,330,1,1,5726990
60,360,1,1,4654444
65,390,1,1,3007603
70,420,1,1,3046744
75,450,1,1,3596206
80,480,1,1,3724703
85,510,1,1,3759606
90,540,1,1,4103338
95,570,1,1,3627037
100,600,1,1,3603068
105,630,1,1,3977963
110,660,1,1,4306678
115,690,1,1,4354781
120,720,1,1,5179680
125,750,1,1,4456415
130,780,1,1,5243475
135,810,1,1,4947572
140,840,1,1,5631007
145,870,1,1,5952273
150,900,1,1,5616848
155,930,1,1,5706162
160,960,1,1,6180233
165,990,1,1,5997338
170,1020,1,1,6648623
175,1050,1,1,6702748
180,1080,1,1,7568625
185,1110,1,1,6418660
190,1140,1,1,7790166
195,1170,1,1,6842281
200,1200,1,1,6286212
205,1230,1,1,6412945
210,1260,1,1,7382586
215,1290,1,1,7615371
220,1320,1,1,7070810
225,1350,1,1,7336794
230,1380,1,1,7642319
235,1410,1,1,8132647
240,1440,1,1,9230145
245,1470,1,1,9487375
250,1500,1,1,8971525
255,1530,1,1,8682955
260,1560,1,1,9998034
265,1590,1,1,8920722
270,1620,1,1,10153226
275,1650,1,1,10969033
280,1680,1,1,11486739
285,1710,1,1,10899453
290,1740,1,1,10973594
295,1770,1,1,11555187
300,1800,1,1,11510258
305,1830,1,1,16120482
310,1860,1,1,13815917
315,1890,1,1,13638894
320,1920,1,1,11774726
325,1950,1,1,12998188
330,1980,1,1,13593360
335,2010,1,1,13094070
340,2040,1,1,12093370
345,2070,1,1,14025651
350,2100,1,1,13294197
355,2130,1,1,12463008
360,2160,1,1,11919717
365,2190,1,1,14584861
370,2220,1,1,14338040
375,2250,1,1,13540303
380,2280,1,1,14988776
385,2310,1,1,17539500
390,2340,1,1,15898674
395,2370,1,1,21051446
400,2400,1,1,19111223
405,2430,1,1,16368868
410,2460,1,1,18023569
415,2490,1,1,21160292
420,2520,1,1,22873217
425,2550,1,1,15554276
430,2580,1,1,17052611
435,2610,1,1,17788700
440,2640,1,1,20429370
445,2670,1,1,22353037
450,2700,1,1,19627667
455,2730,1,1,19075058
460,2760,1,1,20482580
465,2790,1,1,17724483
470,2820,1,1,19749271
475,2850,1,1,20340446
480,2880,1,1,22768788
485,2910,1,1,21221579
490,2940,1,1,21483794
495,2970,1,1,23073240
500,3000,1,1,19630905
505,3030,1,1,20347386
510,3060,1,1,21230090
515,3090,1,1,21856874
520,3120,1,1,24365974
525,3150,1,1,21491015
530,3180,1,1,19244728
535,3210,1,1,18918347
540,3240,1,1,20610473
545,3270,1,1,19171393
550,3300,1,1,22793184
555,3330,1,1,21858961
560,3360,1,1,24369246
565,3390,1,1,24822580
570,3420,1,1,22244863
575,3450,1,1,23039214
580,3480,1,1,24958652
585,3510,1,1,24928650
590,3540,1,1,21421681
595,3570,1,1,22281239
600,3600,1,1,21980044
605,3630,1,1,24680503
610,3660,1,1,22064341
615,3690,1,1,27531649
620,3720,1,1,25683624
625,3750,1,1,24859682
630,3780,1,1,25652177
635,3810,1,1,27978685
640,3840,1,1,27833794
645,3870,1,1,28586842
650,3900,1,1,25665655
655,3930,1,1,28570253
660,3960,1,1,37898540
665,3990,1,1,28280949
670,4020,1,1,33201585
675,4050,1,1,31374383
680,4080,1,1,28641778
685,4110,1,1,34470328
690,4140,1,1,24329875
695,4170,1,1,30292817
700,4200,1,1,29625256
705,4230,1,1,35117845
710,4260,1,1,28370180
715,4290,1,1,28302539
720,4320,1,1,28491959
725,4350,1,1,29044427
730,4380,1,1,35726360
735,4410,1,1,27796090
740,4440,1,1,37027578
745,4470,1,1,35278643
750,4500,1,1,34897622
755,4530,1,1,32565013
