n,m,dinic
200,200,29940
200,300,40051
200,400,55733
200,500,56499
200,600,117947
200,700,115120
200,800,127458
200,900,168669
200,1000,142077
200,1100,156865
200,1200,143395
200,1300,186493
200,1400,205561
200,1500,222651
200,1600,248349
200,1700,276166
200,1800,263141
200,1900,243191
200,2000,298969
200,2100,268594
200,2200,245379
200,2300,262670
200,2400,247477
200,2500,253842
200,2600,241088
200,2700,226804
200,2800,247405
200,2900,259662
200,3000,258607
200,3100,264989
200,3200,266574
200,3300,257240
200,3400,319347
200,3500,294514
200,3600,283919
200,3700,299191
200,3800,277159
200,3900,311097
200,4000,314437
200,4100,356214
200,4200,344327
200,4300,325705
200,4400,313525
200,4500,311769
200,4600,323598
200,4700,358097
200,4800,347014
200,4900,339165
200,5000,422976
200,5100,363239
200,5200,356784
200,5300,360925
200,5400,410919
200,5500,371216
200,5600,340845
200,5700,348072
200,5800,381961
200,5900,524950
200,6000,476199
200,6100,416349
200,6200,422032
200,6300,427848
200,6400,418656
200,6500,417254
200,6600,428578
200,6700,397020
200,6800,426005
200,6900,392052
200,7000,408840
200,7100,468504
200,7200,421303
200,7300,377867
200,7400,448250
200,7500,448320
200,7600,383995
200,7700,388519
200,7800,444290
200,7900,415820
200,8000,431536
200,8100,515151
200,8200,885031
200,8300,575426
200,8400,663661
200,8500,608017
200,8600,607556
200,8700,640307
200,8800,625659
200,8900,570407
200,9000,649661
200,9100,641365
200,9200,612290
200,9300,604735
200,9400,633491
200,9500,600538
200,9600,702960
200,9700,782179
200,9800,747647
200,9900,730215
200,10000,672316
200,10100,712627
200,10200,639516
200,10300,645409
200,10400,699011
200,10500,750165
200,10600,782396
200,10700,699200
200,10800,635443
200,10900,680479
200,11000,744082
200,11100,756864
200,11200,846281
200,11300,720283
200,11400,787265
200,11500,748155
200,11600,770645
200,11700,718170
200,11800,1076158
200,11900,762246
200,12000,795453
200,12100,813762
200,12200,724404
200,12300,648889
200,12400,714671
200,12500,850862
200,12600,807964
200,12700,730418
200,12800,1183744
200,12900,919420
200,13000,825218
200,13100,717873
200,13200,709736
200,13300,766527
200,13400,757485
200,13500,873561
200,13600,776187
200,13700,722179
200,13800,1388962
200,13900,832507
200,14000,805614
200,14100,816899
200,14200,803586
200,14300,740678
200,14400,849838
200,14500,830957
200,14600,745266
200,14700,761911
200,14800,822777
200,14900,873053
200,15000,863727
200,15100,863357
200,15200,895159
200,15300,1176075
200,15400,1225656
200,15500,956984
200,15600,859428
200,15700,800168
200,15800,933024
200,15900,877945
200,16000,785200
200,16100,926059
