n,m,dinic
900,900,129137
900,1000,147002
900,1100,215032
900,1200,206700
900,1300,229768
900,1400,265125
900,1500,362507
900,1600,380955
900,1700,401187
900,1800,405392
900,1900,481688
900,2000,484676
900,2100,550319
900,2200,647699
900,2300,628037
900,2400,513728
900,2500,619356
900,2600,683210
900,2700,626022
900,2800,719857
900,2900,690887
900,3000,701485
900,3100,643917
900,3200,840548
900,3300,955668
900,3400,788386
900,3500,849832
900,3600,829248
900,3700,774957
900,3800,791736
900,3900,826490
900,4000,828888
900,4100,873794
900,4200,969990
900,4300,900296
900,4400,975634
900,4500,949797
900,4600,868499
900,4700,1036189
900,4800,940154
900,4900,962970
900,5000,1000770
900,5100,979607
900,5200,1001977
900,5300,1080110
900,5400,1087226
900,5500,1005315
900,5600,940591
900,5700,917305
900,5800,942128
900,5900,950537
900,6000,1016580
900,6100,958229
900,6200,1002282
900,6300,1013115
900,6400,1015510
900,6500,1092312
900,6600,1085090
900,6700,1066195
900,6800,1013016
900,6900,1030922
900,7000,1139763
900,7100,1230476
900,7200,1159902
900,7300,1081858
900,7400,1095971
900,7500,1090705
900,7600,1114355
900,7700,1109050
900,7800,1225901
900,7900,1184300
900,8000,1244130
900,8100,1122215
900,8200,1219828
900,8300,1027829
900,8400,1109448
900,8500,1103785
900,8600,1032354
900,8700,1103935
900,8800,1098128
900,8900,1093213
900,9000,1170922
900,9100,1184234
900,9200,1172221
900,9300,1093129
900,9400,1120096
900,9500,1159492
900,9600,1127844
900,9700,1136042
900,9800,1336500
900,9900,1268560
900,10000,1232054
900,10100,1880352
900,10200,1303821
900,10300,1281641
900,10400,1257981
900,10500,1300203
900,10600,1323067
900,10700,1274921
900,10800,1297962
900,10900,1421072
900,11000,1407581
900,11100,1373289
900,11200,1297715
900,11300,1357202
900,11400,1346294
900,11500,1342887
900,11600,1381895
900,11700,1380297
900,11800,1360973
900,11900,1451205
900,12000,1374506
900,12100,1384793
900,12200,1378696
900,12300,1417086
900,12400,1387080
900,12500,1410777
900,12600,1604187
900,12700,1490998
900,12800,1401243
900,12900,1397780
900,13000,1500349
900,13100,1406455
900,13200,1600564
900,13300,1571052
900,13400,1503376
900,13500,1509359
900,13600,1483307
900,13700,1517580
900,13800,1549057
900,13900,1470221
900,14000,1604330
900,14100,1577592
900,14200,1372580
900,14300,1303920
900,14400,1402527
900,14500,1399834
900,14600,1313954
900,14700,1460360
900,14800,1474641
900,14900,1430426
900,15000,1370992
900,15100,1399984
900,15200,1390161
900,15300,1386319
900,15400,1383558
900,15500,1491465
900,15600,1476535
900,15700,1387080
900,15800,1407386
900,15900,1494917
900,16000,1506206
900,16100,1484443
900,16200,1485274
900,16300,1441116
900,16400,1666747
900,16500,1700222
900,16600,1694093
900,16700,1703040
900,16800,1605176
900,16900,1777385
900,17000,1683553
900,17100,1583653
900,17200,1694105
900,17300,1644219
900,17400,1657214
900,17500,1683955
900,17600,2391442
900,17700,1809124
900,17800,1719230
900,17900,1780836
900,18000,1768870
900,18100,1657122
900,18200,1739671
900,18300,1828850
900,18400,1790088
900,18500,2128218
900,18600,1722341
900,18700,1832878
900,18800,1833048
900,18900,1907913
900,19000,1760730
900,19100,1845852
900,19200,1801051
900,19300,1804382
900,19400,1784586
900,19500,1801335
900,19600,1865884
900,19700,2003963
900,19800,1846812
900,19900,1937616
900,20000,1862538
900,20100,1943581
900,20200,1801708
900,20300,1944897
900,20400,2106533
900,20500,1978281
900,20600,1857821
900,20700,1930976
900,20800,1915089
900,20900,1967349
900,21000,1945463
900,21100,2128786
900,21200,1989791
900,21300,2306448
900,21400,2181176
900,21500,2126422
900,21600,2129692
900,21700,2030712
900,21800,2076161
900,21900,2108020
900,22000,2230933
900,22100,2111147
900,22200,2105031
900,22300,2136323
900,22400,2594691
900,22500,2175930
900,22600,2198308
900,22700,2546626
900,22800,2267581
900,22900,2125062
900,23000,2234643
900,23100,2130722
900,23200,4461203
900,23300,2207734
900,23400,2293419
900,23500,2350899
900,23600,2334399
900,23700,2259713
900,23800,2279991
900,23900,2310417
900,24000,2422955
900,24100,2482952
900,24200,2244786
900,24300,2510580
900,24400,2510424
900,24500,2250485
900,24600,2282719
900,24700,2356459
900,24800,2322432
900,24900,2472359
900,25000,2428491
900,25100,2344650
900,25200,2362345
900,25300,2481478
900,25400,2504072
900,25500,2372442
900,25600,2324329
900,25700,2418480
900,25800,2536312
900,25900,2553578
900,26000,2383206
900,26100,2343366
900,26200,2540877
900,26300,2371318
900,26400,2365340
900,26500,2517139
900,26600,2613132
900,26700,2569748
900,26800,2407252
900,26900,2540358
900,27000,2548219
900,27100,2586037
900,27200,2606686
900,27300,2539732
900,27400,2553883
900,27500,2642169
900,27600,2484377
900,27700,2566930
900,27800,2601324
900,27900,2759404
900,28000,2568223
900,28100,2632727
900,28200,2644028
900,28300,2755847
900,28400,2659311
900,28500,2616537
900,28600,2696187
900,28700,2546047
900,28800,2842752
900,28900,2746046
900,29000,2639037
900,29100,2610519
900,29200,2770305
900,29300,2870186
900,29400,2642020
900,29500,2613588
900,29600,2685346
900,29700,2756374
900,29800,3076225
900,29900,2745298
900,30000,2655599
900,30100,2768512
900,30200,2901209
900,30300,2867494
900,30400,3299079
900,30500,2980282
900,30600,2872206
900,30700,2737512
900,30800,2751478
900,30900,2690080
900,31000,2938541
900,31100,2923255
900,31200,2807927
900,31300,2990139
900,31400,2734633
900,31500,3042902
900,31600,2875594
900,31700,3244098
900,31800,2914075
900,31900,2851336
900,32000,3088034
900,32100,2933600
900,32200,2817078
900,32300,2788857
900,32400,3043664
900,32500,2757898
900,32600,2829304
900,32700,2860602
900,32800,3261293
900,32900,3094690
900,33000,3367529
900,33100,3070769
900,33200,3345564
900,33300,3128120
900,33400,3199250
900,33500,3066839
900,33600,3494513
900,33700,3157018
900,33800,3406544
900,33900,3258956
900,34000,3145388
900,34100,3377463
900,34200,3219978
900,34300,3081364
900,34400,3348584
900,34500,3419168
900,34600,3253812
900,34700,3269184
900,34800,3292538
900,34900,3226824
900,35000,3316945
900,35100,3259660
900,35200,3355314
900,35300,3404998
900,35400,3175170
900,35500,3262224
900,35600,3437031
900,35700,3353715
900,35800,3272612
900,35900,4959864
900,36000,3458225
900,36100,3240952
900,36200,3331385
900,36300,3320754
900,36400,3815090
900,36500,3611745
900,36600,3377473
900,36700,3418895
900,36800,3800039
900,36900,3398761
900,37000,3596284
900,37100,3384541
900,37200,3624343
900,37300,4177669
900,37400,3527589
900,37500,3456785
900,37600,3416074
900,37700,3400784
900,37800,3937027
900,37900,3565573
900,38000,3678149
900,38100,3652684
900,38200,3550874
900,38300,3436258
900,38400,4504784
900,38500,3511853
900,38600,3852404
900,38700,3436183
900,38800,3753419
900,38900,3844493
900,39000,3584770
900,39100,3504353
900,39200,3514942
900,39300,3611091
900,39400,3551192
900,39500,3444914
900,39600,3514509
900,39700,3496889
900,39800,3720279
900,39900,3502885
900,40000,3510804
900,40100,3866058
900,40200,3558566
900,40300,3756587
900,40400,3696521
900,40500,3611794
900,40600,3825671
900,40700,3679150
900,40800,3633159
900,40900,3503251
900,41000,3980321
900,41100,3645983
900,41200,3592039
900,41300,3590950
900,41400,3645122
900,41500,3552879
900,41600,3585654
900,41700,3641816
900,41800,3930816
900,41900,3654781
900,42000,3682544
900,42100,3718374
900,42200,3689687
900,42300,3750056
900,42400,3888576
900,42500,3660085
900,42600,3672093
900,42700,3699722
900,42800,3718241
900,42900,3650309
900,43000,4048885
900,43100,3834441
900,43200,3774911
900,43300,3832715
900,43400,4091841
900,43500,3885363
900,43600,3676083
900,43700,3686384
900,43800,4205879
900,43900,3834520
900,44000,3751092
900,44100,4016095
900,44200,3888551
900,44300,4113676
900,44400,3799665
900,44500,3859006
900,44600,3908654
900,44700,4320414
900,44800,3838762
900,44900,3764050
900,45000,4143407
900,45100,3992930
900,45200,4060766
900,45300,3784647
900,45400,4217385
900,45500,4095826
900,45600,3957507
900,45700,4488943
900,45800,4159499
900,45900,3977170
900,46000,4093040
900,46100,4182714
900,46200,4009120
900,46300,4406752
900,46400,5208418
900,46500,3974895
900,46600,4010845
900,46700,4007748
900,46800,4121324
900,46900,4139368
900,47000,4181108
900,47100,4490979
900,47200,4169504
900,47300,3951797
900,47400,4219834
900,47500,5485483
900,47600,4400612
900,47700,4254977
900,47800,3990475
900,47900,4515407
900,48000,4165364
900,48100,4197864
900,48200,4439378
900,48300,4166893
900,48400,4155917
900,48500,4065761
900,48600,4265940
900,48700,4157176
900,48800,9484088
900,48900,4038926
900,49000,4476374
900,49100,4191475
900,49200,4063969
900,49300,4387632
900,49400,4165874
900,49500,4127961
900,49600,4613517
900,49700,4324119
900,49800,4596377
900,49900,4218906
900,50000,4150174
900,50100,4386878
900,50200,4237545
900,50300,4154581
900,50400,4335900
900,50500,4337915
900,50600,4940510
900,50700,4705497
900,50800,4261424
900,50900,4236184
900,51000,4442267
900,51100,4323274
900,51200,4762393
900,51300,4445986
900,51400,4303555
900,51500,4768930
900,51600,4305876
900,51700,4385380
900,51800,4749720
900,51900,4360016
900,52000,4455210
900,52100,4559813
900,52200,4576547
900,52300,4490543
900,52400,8541874
900,52500,4559679
900,52600,4780957
900,52700,4738303
900,52800,4531895
900,52900,4805248
900,53000,4524838
900,53100,4924028
900,53200,4612224
900,53300,4457843
900,53400,4893453
900,53500,4635017
900,53600,4957765
900,53700,4870669
900,53800,5000104
900,53900,4650628
900,54000,4703029
900,54100,5009142
900,54200,4611647
900,54300,4680972
900,54400,6073118
900,54500,7750728
900,54600,4700761
900,54700,4974786
900,54800,4790849
900,54900,5188595
900,55000,4774798
900,55100,4862012
900,55200,4900188
900,55300,4869049
900,55400,5104307
900,55500,4900873
900,55600,5247352
900,55700,5030579
900,55800,4907891
900,55900,5173404
900,56000,4897619
900,56100,5297758
900,56200,4968201
900,56300,5292632
900,56400,5074597
900,56500,4923549
900,56600,4982004
900,56700,5091530
900,56800,4980063
900,56900,5177919
900,57000,5076223
900,57100,5429397
900,57200,4974332
900,57300,5221642
900,57400,5057982
900,57500,5035237
900,57600,5117570
900,57700,5036321
900,57800,5545727
900,57900,5015922
900,58000,5636262
900,58100,5110064
900,58200,5708116
900,58300,5155437
900,58400,5780707
900,58500,5702922
900,58600,5211301
900,58700,5711934
900,58800,5374480
900,58900,6009289
900,59000,5340897
900,59100,5704780
900,59200,5464282
900,59300,5679614
900,59400,6006428
900,59500,5702882
900,59600,5402431
900,59700,5454343
900,59800,5470265
900,59900,5426393
900,60000,5487790
900,60100,5470675
900,60200,5743423
900,60300,5428074
900,60400,5690774
900,60500,5746809
900,60600,5991874
900,60700,5770947
900,60800,6017764
900,60900,7868929
900,61000,5891053
900,61100,5591167
900,61200,6034101
900,61300,5722929
900,61400,6084845
900,61500,5726825
900,61600,5624782
900,61700,6035209
900,61800,5566186
900,61900,5745598
900,62000,5502279
900,62100,5799317
900,62200,5678131
900,62300,5845141
900,62400,5677851
900,62500,5808877
900,62600,5871437
900,62700,5975910
900,62800,5690871
900,62900,6085390
900,63000,5875410
900,63100,6562500
900,63200,5793422
900,63300,6285907
900,63400,6215987
900,63500,6105249
900,63600,5922057
900,63700,6245786
900,63800,6006191
900,63900,6133411
900,64000,5889830
900,64100,6363170
900,64200,6465621
900,64300,6116915
900,64400,6553058
900,64500,6096595
900,64600,6176147
900,64700,6602154
900,64800,5994168
900,64900,6172124
900,65000,6580082
900,65100,6767664
900,65200,6045184
900,65300,6652661
