n,m,lp_runs,exp_lp
50,200,6,2931197
55,220,5,2251256
60,240,10,3274125
65,260,4,2070447
70,280,5,2573510
75,300,5,2400571
80,320,4,2361634
85,340,3,2153223
90,360,3,2506796
95,380,2,2576294
100,400,2,1978037
105,420,2,1963255
110,440,3,2901364
115,460,3,2349661
120,480,3,2387310
125,500,3,2455369
130,520,3,2738181
135,540,3,2499779
140,560,3,2528041
145,580,2,2481076
150,600,2,2588406
155,620,2,2888229
160,640,2,2463253
165,660,5,3462244
170,680,3,2890252
175,700,3,2947287
180,720,3,3175267
185,740,3,3143734
190,760,4,3394084
195,780,11,5772247
200,800,10,6060386
205,820,10,5285169
210,840,10,6035084
215,860,14,7425403
220,880,11,6502866
225,900,10,6301734
230,920,11,6726769
235,940,10,6095388
240,960,9,6124875
245,980,11,7154915
250,1000,5,4664752
255,1020,9,6506217
260,1040,12,8145170
265,1060,10,7300463
270,1080,12,8024335
275,1100,7,5685338
280,1120,7,5925115
285,1140,9,6650616
290,1160,7,5726413
295,1180,7,5691716
300,1200,5,5257650
305,1220,4,4367480
310,1240,5,5916723
315,1260,7,6042075
320,1280,3,4542029
325,1300,7,6158352
330,1320,5,5480023
335,1340,5,5637377
340,1360,5,6084821
345,1380,6,6219593
350,1400,5,5907963
355,1420,6,6016884
360,1440,6,6524033
365,1460,5,5836462
370,1480,5,6076776
375,1500,5,5654062
380,1520,6,6709063
385,1540,5,6060737
390,1560,5,6185059
395,1580,4,5651063
400,1600,5,6233400
405,1620,5,5922322
410,1640,4,5939195
415,1660,5,6289887
420,1680,6,7217932
425,1700,5,6471399
430,1720,5,6788792
435,1740,6,7447891
440,1760,6,7664858
445,1780,6,7520292
450,1800,6,7625187
455,1820,5,6685468
460,1840,5,7015690
465,1860,3,6151929
470,1880,5,7669542
475,1900,5,7571387
480,1920,5,7228686
485,1940,3,6027123
490,1960,3,6240840
495,1980,1,4809859
500,2000,3,6413369
505,2020,3,6392836
510,2040,3,9753515
515,2060,3,6404976
520,2080,3,7935830
525,2100,1,4844330
530,2120,4,8309864
535,2140,3,6563967
540,2160,3,6718958
545,2180,3,6362019
550,2200,3,6370852
555,2220,3,6818688
560,2240,3,6636465
565,2260,4,7526475
570,2280,3,6683788
575,2300,3,6966587
580,2320,3,7047018
585,2340,3,7885026
590,2360,4,7754790
595,2380,4,8007055
600,2400,3,6758041
605,2420,3,7439872
610,2440,3,7846633
615,2460,3,7554938
620,2480,3,6937631
625,2500,3,7367439
630,2520,3,7365818
635,2540,3,7557370
640,2560,3,7372175
645,2580,3,7696536
650,2600,3,7167143
655,2620,1,5949446
660,2640,3,7315884
665,2660,1,6233337
670,2680,3,7494409
675,2700,1,6080458
680,2720,3,7584306
685,2740,4,8909389
690,2760,3,7983641
695,2780,3,9066615
700,2800,3,8332696
705,2820,3,8251539
710,2840,3,8238422
715,2860,3,9560375
720,2880,3,9037943
725,2900,3,8397816
730,2920,3,9223989
735,2940,3,8875511
740,2960,3,8665528
745,2980,3,8655411
750,3000,1,6460760
755,3020,3,8729449
760,3040,1,6549259
765,3060,3,8718367
770,3080,1,7464936
775,3100,3,9323215
780,3120,1,7431567
785,3140,3,9574450
790,3160,1,7085281
