n,m,cmin,cmax,dinic
50,550,1,100,78729
55,605,1,100,72429
60,660,1,100,75783
65,715,1,100,82690
70,770,1,100,93174
75,825,1,100,120817
80,880,1,100,109740
85,935,1,100,103328
90,990,1,100,125176
95,1045,1,100,126304
100,1100,1,100,125706
105,1155,1,100,116631
110,1210,1,100,150823
115,1265,1,100,157963
120,1320,1,100,166625
125,1375,1,100,183428
130,1430,1,100,201070
135,1485,1,100,213168
140,1540,1,100,230256
145,1595,1,100,252943
150,1650,1,100,262617
155,1705,1,100,287519
160,1760,1,100,246221
165,1815,1,100,251086
170,1870,1,100,263230
175,1925,1,100,273937
180,1980,1,100,282669
185,2035,1,100,280744
190,2090,1,100,359880
195,2145,1,100,307409
200,2200,1,100,288579
205,2255,1,100,312197
210,2310,1,100,370950
215,2365,1,100,337104
220,2420,1,100,311246
225,2475,1,100,315907
230,2530,1,100,326311
235,2585,1,100,424214
240,2640,1,100,342479
245,2695,1,100,384538
250,2750,1,100,393741
255,2805,1,100,387424
260,2860,1,100,437007
265,2915,1,100,375524
270,2970,1,100,418195
275,3025,1,100,434497
280,3080,1,100,392402
285,3135,1,100,451822
290,3190,1,100,500997
295,3245,1,100,490896
300,3300,1,100,475910
305,3355,1,100,431279
310,3410,1,100,467266
315,3465,1,100,410254
320,3520,1,100,445788
325,3575,1,100,481240
330,3630,1,100,477348
335,3685,1,100,390372
340,3740,1,100,650281
345,3795,1,100,451267
350,3850,1,100,503579
355,3905,1,100,378451
360,3960,1,100,460381
365,4015,1,100,574560
370,4070,1,100,566751
375,4125,1,100,641915
380,4180,1,100,522413
385,4235,1,100,609290
390,4290,1,100,571289
395,4345,1,100,584831
400,4400,1,100,597597
405,4455,1,100,648857
410,4510,1,100,561925
415,4565,1,100,597047
420,4620,1,100,1030816
425,4675,1,100,699606
430,4730,1,100,651844
435,4785,1,100,664017
440,4840,1,100,495294
445,4895,1,100,606932
450,4950,1,100,716101
455,5005,1,100,883711
460,5060,1,100,738701
465,5115,1,100,722985
470,5170,1,100,729586
475,5225,1,100,648649
480,5280,1,100,666275
485,5335,1,100,733532
490,5390,1,100,669192
495,5445,1,100,781162
500,5500,1,100,612381
505,5555,1,100,774444
510,5610,1,100,813423
515,5665,1,100,666707
520,5720,1,100,833666
525,5775,1,100,789596
530,5830,1,100,761686
535,5885,1,100,765570
540,5940,1,100,766340
545,5995,1,100,778936
550,6050,1,100,866017
555,6105,1,100,825088
560,6160,1,100,857264
565,6215,1,100,991838
570,6270,1,100,896685
575,6325,1,100,812509
580,6380,1,100,839272
585,6435,1,100,778223
590,6490,1,100,838246
595,6545,1,100,798680
600,6600,1,100,881601
605,6655,1,100,904467
610,6710,1,100,980894
615,6765,1,100,839636
620,6820,1,100,982087
625,6875,1,100,1034170
630,6930,1,100,974933
635,6985,1,100,935103
640,7040,1,100,1108780
645,7095,1,100,958646
650,7150,1,100,1120522
655,7205,1,100,1211717
660,7260,1,100,1254880
665,7315,1,100,1063869
670,7370,1,100,1379534
675,7425,1,100,1099283
680,7480,1,100,1023598
685,7535,1,100,1307669
690,7590,1,100,1161722
695,7645,1,100,1035433
700,7700,1,100,1291390
705,7755,1,100,1136633
710,7810,1,100,1175513
715,7865,1,100,1342207
720,7920,1,100,958360
725,7975,1,100,1108517
730,8030,1,100,1219259
735,8085,1,100,1128025
740,8140,1,100,1180946
745,8195,1,100,1250020
750,8250,1,100,1203060
755,8305,1,100,1250500
760,8360,1,100,1240706
765,8415,1,100,1277630
770,8470,1,100,1238569
775,8525,1,100,1253592
780,8580,1,100,1113456
785,8635,1,100,1195627
790,8690,1,100,1317973
795,8745,1,100,1226598
800,8800,1,100,1327682
805,8855,1,100,1316542
810,8910,1,100,1236284
815,8965,1,100,1241977
820,9020,1,100,1337774
825,9075,1,100,1362543
830,9130,1,100,1417547
835,9185,1,100,1389191
840,9240,1,100,1452042
845,9295,1,100,1418195
850,9350,1,100,1445016
855,9405,1,100,1305524
860,9460,1,100,1766097
865,9515,1,100,1355047
870,9570,1,100,1396339
875,9625,1,100,1549560
880,9680,1,100,1447553
885,9735,1,100,1529749
890,9790,1,100,1789541
895,9845,1,100,1410822
900,9900,1,100,1529769
905,9955,1,100,1644229
910,10010,1,100,1421691
915,10065,1,100,1551714
920,10120,1,100,1625620
925,10175,1,100,1411793
930,10230,1,100,1429436
935,10285,1,100,1660883
940,10340,1,100,1435258
945,10395,1,100,1482494
950,10450,1,100,1437275
955,10505,1,100,1491192
960,10560,1,100,1486994
965,10615,1,100,1424450
970,10670,1,100,1522319
975,10725,1,100,1521965
980,10780,1,100,1408878
985,10835,1,100,1525866
990,10890,1,100,1411520
995,10945,1,100,1426792
1000,11000,1,100,1420405
1005,11055,1,100,1422741
1010,11110,1,100,1526833
1015,11165,1,100,1453657
1020,11220,1,100,1431153
1025,11275,1,100,1548725
1030,11330,1,100,1614952
1035,11385,1,100,1783308
1040,11440,1,100,1827504
1045,11495,1,100,1606698
1050,11550,1,100,1812536
1055,11605,1,100,1852950
1060,11660,1,100,1917536
1065,11715,1,100,2003411
1070,11770,1,100,1697761
1075,11825,1,100,1588739
1080,11880,1,100,1701981
1085,11935,1,100,1637051
1090,11990,1,100,1866031
1095,12045,1,100,1911193
1100,12100,1,100,1699327
1105,12155,1,100,1797688
1110,12210,1,100,1756004
1115,12265,1,100,1711684
1120,12320,1,100,1587485
1125,12375,1,100,1735272
1130,12430,1,100,1745738
1135,12485,1,100,1838294
1140,12540,1,100,1743703
1145,12595,1,100,1756347
1150,12650,1,100,1628339
1155,12705,1,100,1666631
1160,12760,1,100,2018191
1165,12815,1,100,1771303
1170,12870,1,100,1924379
1175,12925,1,100,1842829
1180,12980,1,100,1725623
1185,13035,1,100,1901041
1190,13090,1,100,1808609
1195,13145,1,100,1877514
1200,13200,1,100,1836595
1205,13255,1,100,2171843
1210,13310,1,100,1750574
1215,13365,1,100,2377778
1220,13420,1,100,2002927
1225,13475,1,100,2222425
1230,13530,1,100,2277833
1235,13585,1,100,1869207
1240,13640,1,100,2081960
1245,13695,1,100,1975714
1250,13750,1,100,1932604
1255,13805,1,100,2472404
1260,13860,1,100,2159166
1265,13915,1,100,1853139
1270,13970,1,100,2076021
1275,14025,1,100,2248575
1280,14080,1,100,2413001
1285,14135,1,100,2291897
1290,14190,1,100,2073276
1295,14245,1,100,2260809
1300,14300,1,100,2122072
1305,14355,1,100,2152926
1310,14410,1,100,2475895
1315,14465,1,100,2536776
1320,14520,1,100,2269718
1325,14575,1,100,2335752
1330,14630,1,100,2207188
1335,14685,1,100,2767982
1340,14740,1,100,2313359
1345,14795,1,100,2727257
1350,14850,1,100,2413489
1355,14905,1,100,4076862
1360,14960,1,100,2974131
1365,15015,1,100,3132499
1370,15070,1,100,2953534
1375,15125,1,100,3385146
1380,15180,1,100,2451955
1385,15235,1,100,2375954
1390,15290,1,100,2133872
1395,15345,1,100,2404261
1400,15400,1,100,2509204
1405,15455,1,100,2278228
1410,15510,1,100,2126426
1415,15565,1,100,2333363
1420,15620,1,100,2164506
1425,15675,1,100,2308331
1430,15730,1,100,2229462
1435,15785,1,100,2413243
1440,15840,1,100,3076355
1445,15895,1,100,4458616
