n,m,lp_runs,exp_lp
300,300,1,22783274
300,400,1,2313279
300,500,1,2139352
300,600,4,3299671
300,700,4,3463961
300,800,4,3817112
300,900,2,3184188
300,1000,5,4712289
300,1100,6,5630216
300,1200,6,5571560
300,1300,6,5772963
300,1400,7,6507575
300,1500,8,7535795
300,1600,5,6078243
300,1700,4,5902393
300,1800,4,5931583
300,1900,6,7920443
300,2000,4,7144906
300,2100,6,8618769
300,2200,9,11171562
300,2300,11,12984888
300,2400,12,14251055
300,2500,13,13950920
300,2600,13,14367238
300,2700,15,16983721
300,2800,19,21079954
300,2900,26,30584430
300,3000,27,31866235
300,3100,23,28205191
300,3200,26,28803575
300,3300,30,34080582
300,3400,33,38264535
300,3500,25,35950464
300,3600,28,38118094
300,3700,29,36131974
300,3800,28,37809469
300,3900,32,41164312
300,4000,33,45165551
300,4100,39,52716524
300,4200,26,37486050
300,4300,36,49204703
300,4400,46,66474086
300,4500,48,69081496
300,4600,52,73366159
300,4700,56,82756338
300,4800,63,91079664
300,4900,64,98246652
300,5000,67,101098131
300,5100,61,93566367
300,5200,57,89053788
300,5300,59,95209590
300,5400,61,100300842
300,5500,69,111833245
300,5600,60,104223425
300,5700,62,103897497
300,5800,65,114234695
300,5900,56,97963628
300,6000,74,132194315
300,6100,64,114727626
300,6200,74,146011710
300,6300,71,130495262
300,6400,69,132798644
300,6500,84,157995659
300,6600,88,169691230
300,6700,89,171199250
300,6800,87,204868971
300,6900,80,166131291
300,7000,86,175048750
300,7100,80,163828496
300,7200,93,196827112
300,7300,101,214729193
300,7400,82,180656855
300,7500,98,214205197
300,7600,83,180345348
300,7700,69,155149350
300,7800,76,170563854
300,7900,96,220195958
300,8000,94,218488227
300,8100,92,214925660
300,8200,99,234135270
300,8300,92,222730867
300,8400,101,249851012
300,8500,105,257667230
300,8600,119,294208044
300,8700,101,256252704
300,8800,100,253623021
300,8900,101,261040528
300,9000,107,282485677
300,9100,120,321908483
300,9200,125,333326694
300,9300,125,335216130
300,9400,111,305192495
300,9500,134,368767696
300,9600,134,371433228
300,9700,116,322778879
300,9800,124,349458655
300,9900,121,346858037
300,10000,125,360864353
300,10100,131,383190213
300,10200,125,371310288
300,10300,123,364521750
300,10400,113,338733948
300,10500,116,352282487
300,10600,109,348723861
300,10700,130,406538573
300,10800,118,442402837
300,10900,116,360986867
300,11000,126,400434715
300,11100,130,415142615
300,11200,124,407023369
300,11300,117,387164316
300,11400,132,435250132
300,11500,130,426855634
300,11600,136,459881756
300,11700,124,430305167
300,11800,132,464663951
300,11900,124,427150983
300,12000,128,447455709
300,12100,121,422427148
300,12200,124,435191685
300,12300,132,476078605
300,12400,114,406097609
300,12500,136,487838434
300,12600,129,469384933
300,12700,139,518515608
300,12800,141,532232489
300,12900,136,581087801
300,13000,139,531464484
300,13100,141,551851543
300,13200,125,486635773
300,13300,135,523794475
300,13400,133,524613162
300,13500,128,507054388
300,13600,148,579794104
300,13700,129,512357688
300,13800,135,542849402
300,13900,122,486893710
300,14000,128,520537938
300,14100,145,587542768
300,14200,163,661937120
300,14300,153,631851949
300,14400,152,641679761
300,14500,147,617270808
300,14600,136,567794895
300,14700,166,709545041
300,14800,152,663881114
300,14900,156,682941317
300,15000,157,682669543
300,15100,154,665839857
300,15200,147,636353241
300,15300,150,718306696
300,15400,164,735206794
300,15500,158,696668841
300,15600,171,760315101
300,15700,167,747745981
300,15800,168,750055760
300,15900,163,745308759
300,16000,169,784592888
300,16100,165,758849632
300,16200,180,860098412
300,16300,182,852753096
300,16400,161,757555782
300,16500,177,833775035
300,16600,154,737532518
300,16700,144,691401998
300,16800,184,888846779
300,16900,167,823880543
300,17000,160,775159872
300,17100,159,786824487
300,17200,157,772620060
300,17300,153,754575294
300,17400,173,864118813
300,17500,140,698119203
300,17600,141,712381584
300,17700,152,768655124
300,17800,153,778744203
300,17900,187,978328656
300,18000,158,815954201
300,18100,167,873858504
