n,m,lp_runs,exp_lp
50,200,7,3046535
55,220,9,3014405
60,240,13,3860430
65,260,5,2636430
70,280,8,3407508
75,300,8,3188377
80,320,20,5883413
85,340,4,2520978
90,360,7,3059077
95,380,2,2130710
100,400,7,3345229
105,420,6,2971274
110,440,10,4029232
115,460,5,3105208
120,480,5,2740601
125,500,5,3766746
130,520,7,4014504
135,540,15,6132438
140,560,19,7683628
145,580,15,6940134
150,600,18,7774754
155,620,13,6967508
160,640,10,6037295
165,660,28,11590993
170,680,28,13044574
175,700,32,14520861
180,720,27,11554341
185,740,32,13382431
190,760,41,17602538
195,780,49,22042263
200,800,35,16543114
205,820,42,18496587
210,840,29,13645670
215,860,38,19130294
220,880,30,14037239
225,900,28,14879185
230,920,23,11521665
235,940,23,13159509
240,960,34,16519565
245,980,27,15077106
250,1000,30,19310168
255,1020,19,10613616
260,1040,27,13914319
265,1060,29,15554947
270,1080,30,15782452
275,1100,18,10303953
280,1120,26,14385317
285,1140,14,9007099
290,1160,22,12558202
295,1180,20,12724447
300,1200,16,10350617
305,1220,10,7591173
310,1240,15,10713935
315,1260,10,8230691
320,1280,17,11219918
325,1300,24,15000745
330,1320,6,6017651
335,1340,25,15358350
340,1360,24,15217057
345,1380,17,11475613
350,1400,24,15921567
355,1420,32,20475740
360,1440,8,7034853
365,1460,24,17273053
370,1480,34,22083031
375,1500,11,9165533
380,1520,24,18105861
385,1540,29,20607505
390,1560,36,25119760
395,1580,27,19099329
400,1600,30,20502037
405,1620,27,20098020
410,1640,41,29576847
415,1660,29,21468354
420,1680,45,33262081
425,1700,26,19812507
430,1720,50,38678095
435,1740,39,28605666
440,1760,32,24120580
445,1780,26,20265313
450,1800,27,20489974
455,1820,30,24226056
460,1840,37,28417313
465,1860,15,14045363
470,1880,23,19557361
475,1900,37,28954838
480,1920,33,26667240
485,1940,15,14431851
490,1960,18,15738911
495,1980,1,4624377
500,2000,6,7864509
505,2020,22,19087497
510,2040,13,12671145
515,2060,14,14934786
520,2080,14,14223446
525,2100,1,4958918
530,2120,23,22626339
535,2140,13,14554111
540,2160,15,16440425
545,2180,24,22544155
550,2200,31,29316015
555,2220,2,6111332
560,2240,20,19626694
565,2260,22,21855106
570,2280,15,15593845
575,2300,22,25728817
580,2320,4,8099316
585,2340,2,6833352
590,2360,15,19699625
595,2380,22,25456719
600,2400,30,29435558
605,2420,15,17212533
610,2440,3,7159233
615,2460,13,14667960
620,2480,5,8710417
625,2500,21,22245448
630,2520,5,9000693
635,2540,12,14723537
640,2560,5,9512496
645,2580,10,13206871
650,2600,9,13958390
655,2620,1,6023475
660,2640,7,10831034
665,2660,1,6059357
670,2680,6,12684338
675,2700,1,6049316
680,2720,4,8576360
685,2740,9,14863754
690,2760,10,14955829
695,2780,12,15773160
700,2800,7,11393147
705,2820,13,16797563
710,2840,13,16864014
715,2860,15,19103821
720,2880,6,11787480
725,2900,3,9285260
730,2920,9,16059115
735,2940,8,13153164
740,2960,16,22741617
745,2980,10,16013597
750,3000,1,7434470
755,3020,3,8545285
760,3040,1,6851635
765,3060,17,22049868
770,3080,1,6997271
775,3100,10,15358151
780,3120,1,6971731
785,3140,10,15594797
790,3160,1,8185385
795,3180,3,9032097
800,3200,1,8929778
805,3220,11,19294307
810,3240,1,8216186
815,3260,4,11694026
820,3280,1,7813360
825,3300,2,8964259
830,3320,2,9030076
835,3340,14,23616537
840,3360,10,16888669
845,3380,10,17617635
850,3400,13,20298307
855,3420,12,21516640
860,3440,10,18014856
865,3460,15,24934433
870,3480,5,12986281
875,3500,15,26440734
880,3520,18,28721918
885,3540,15,23195834
890,3560,5,12439943
895,3580,14,22144886
900,3600,9,16730094
905,3620,20,32904971
910,3640,14,23870053
915,3660,28,46754328
920,3680,25,35683139
925,3700,10,18276772
930,3720,5,12661590
935,3740,13,22029382
940,3760,13,22485770
945,3780,7,16419772
950,3800,13,23024869
955,3820,20,33111525
960,3840,23,35453878
965,3860,40,56773896
970,3880,27,42926352
975,3900,31,46835586
980,3920,52,77568315
985,3940,42,60724632
990,3960,59,87046817
995,3980,50,73062040
1000,4000,73,110971325
1005,4020,42,62415494
1010,4040,42,61867091
1015,4060,37,55329534
1020,4080,41,61278733
1025,4100,42,63653408
1030,4120,44,70292712
1035,4140,37,58719118
1040,4160,43,65457504
1045,4180,45,71237418
1050,4200,34,53793812
1055,4220,36,68166808
1060,4240,49,77224218
