n,m,cmin,cmax,primal_lp
50,200,1,100,22947091
55,220,1,100,5803902
60,240,1,100,2923740
65,260,1,100,2910961
70,280,1,100,2681162
75,300,1,100,3251924
80,320,1,100,4873675
85,340,1,100,3038828
90,360,1,100,3407891
95,380,1,100,3375036
100,400,1,100,3496019
105,420,1,100,3681675
110,440,1,100,3751359
115,460,1,100,3541809
120,480,1,100,3957760
125,500,1,100,4379274
130,520,1,100,3897688
135,540,1,100,4429186
140,560,1,100,4991977
145,580,1,100,4883154
150,600,1,100,4928057
155,620,1,100,4806694
160,640,1,100,5283734
165,660,1,100,5990744
170,680,1,100,6128233
175,700,1,100,5794503
180,720,1,100,6157685
185,740,1,100,5978763
190,760,1,100,7098009
195,780,1,100,6181076
200,800,1,100,7164510
205,820,1,100,7498913
210,840,1,100,7516926
215,860,1,100,7795050
220,880,1,100,7415965
225,900,1,100,8064220
230,920,1,100,8107383
235,940,1,100,7866109
240,960,1,100,8918096
245,980,1,100,8225975
250,1000,1,100,8776760
255,1020,1,100,8895507
260,1040,1,100,9119264
265,1060,1,100,9211081
270,1080,1,100,7507157
275,1100,1,100,9483804
280,1120,1,100,9848139
285,1140,1,100,9362091
290,1160,1,100,9693752
295,1180,1,100,10181991
300,1200,1,100,10811799
305,1220,1,100,11368845
310,1240,1,100,10379041
315,1260,1,100,12207568
320,1280,1,100,11604377
325,1300,1,100,11075378
330,1320,1,100,11073262
335,1340,1,100,11525083
340,1360,1,100,10552233
345,1380,1,100,11668554
350,1400,1,100,12088536
355,1420,1,100,11775023
360,1440,1,100,11234819
365,1460,1,100,12682472
370,1480,1,100,13504033
375,1500,1,100,14504496
380,1520,1,100,15157487
385,1540,1,100,14055526
390,1560,1,100,14630491
395,1580,1,100,14489940
400,1600,1,100,14867492
405,1620,1,100,15110309
410,1640,1,100,14070929
415,1660,1,100,14961798
420,1680,1,100,16313718
425,1700,1,100,15636166
430,1720,1,100,15711985
435,1740,1,100,14593685
440,1760,1,100,14816499
445,1780,1,100,15412841
450,1800,1,100,14282068
455,1820,1,100,14811444
460,1840,1,100,15250390
465,1860,1,100,15338997
470,1880,1,100,18173834
475,1900,1,100,18719473
480,1920,1,100,18462453
485,1940,1,100,17717408
490,1960,1,100,17143762
495,1980,1,100,16136128
500,2000,1,100,20792178
505,2020,1,100,19037199
510,2040,1,100,18814868
515,2060,1,100,18211428
520,2080,1,100,20958833
525,2100,1,100,20105111
530,2120,1,100,20475865
535,2140,1,100,18490928
540,2160,1,100,22109431
545,2180,1,100,21769626
550,2200,1,100,23306020
555,2220,1,100,22195979
560,2240,1,100,22990211
