n,m,cmin,cmax,primal_lp
50,150,1,1,19953839
55,165,1,1,5921942
60,180,1,1,2331206
65,195,1,1,2572143
70,210,1,1,2916202
75,225,1,1,2828213
80,240,1,1,2377402
85,255,1,1,2523001
90,270,1,1,2834638
95,285,1,1,2735373
100,300,1,1,3102736
105,315,1,1,3059062
110,330,1,1,4549131
115,345,1,1,2984187
120,360,1,1,3642205
125,375,1,1,3234338
130,390,1,1,3093125
135,405,1,1,3361257
140,420,1,1,2972412
145,435,1,1,3085794
150,450,1,1,2724280
155,465,1,1,2477254
160,480,1,1,2615163
165,495,1,1,2465913
170,510,1,1,2983736
175,525,1,1,2867520
180,540,1,1,2699509
185,555,1,1,3941706
190,570,1,1,3546555
195,585,1,1,4126861
200,600,1,1,4700519
205,615,1,1,3992797
210,630,1,1,4597182
215,645,1,1,4001059
220,660,1,1,8200310
225,675,1,1,10170295
230,690,1,1,9911624
235,705,1,1,9186486
240,720,1,1,8526636
245,735,1,1,9463526
250,750,1,1,6227476
255,765,1,1,4913153
260,780,1,1,6370074
265,795,1,1,7141090
270,810,1,1,7252848
275,825,1,1,7557420
280,840,1,1,7958842
285,855,1,1,9177862
290,870,1,1,9292073
295,885,1,1,7898782
300,900,1,1,7198070
305,915,1,1,8683867
310,930,1,1,7916399
315,945,1,1,9176781
320,960,1,1,9126551
325,975,1,1,8354742
330,990,1,1,8798276
335,1005,1,1,7996689
340,1020,1,1,8263598
345,1035,1,1,8197228
350,1050,1,1,12389726
355,1065,1,1,8681937
360,1080,1,1,8540844
365,1095,1,1,9979824
370,1110,1,1,9017292
375,1125,1,1,9411025
380,1140,1,1,9837358
385,1155,1,1,9621656
390,1170,1,1,10869642
395,1185,1,1,10053930
400,1200,1,1,9322202
405,1215,1,1,10287184
410,1230,1,1,10880709
415,1245,1,1,11305364
420,1260,1,1,11555864
425,1275,1,1,11731121
430,1290,1,1,12213640
435,1305,1,1,12820186
440,1320,1,1,17167533
445,1335,1,1,19125544
450,1350,1,1,20775007
455,1365,1,1,20823418
460,1380,1,1,15673014
465,1395,1,1,13337044
470,1410,1,1,14855436
475,1425,1,1,13236343
480,1440,1,1,14121690
485,1455,1,1,14254204
490,1470,1,1,16083135
495,1485,1,1,13205526
500,1500,1,1,15332190
505,1515,1,1,21036608
510,1530,1,1,14989234
515,1545,1,1,13907936
520,1560,1,1,15386020
525,1575,1,1,14624322
530,1590,1,1,15069849
535,1605,1,1,13793364
540,1620,1,1,15782198
545,1635,1,1,14774825
550,1650,1,1,13311618
555,1665,1,1,13848815
560,1680,1,1,13727102
565,1695,1,1,14678087
570,1710,1,1,15777570
575,1725,1,1,15272528
580,1740,1,1,15744400
585,1755,1,1,16935765
590,1770,1,1,13801800
595,1785,1,1,13938676
600,1800,1,1,14809363
605,1815,1,1,15298473
610,1830,1,1,14480493
615,1845,1,1,14754448
620,1860,1,1,16438032
625,1875,1,1,15405250
630,1890,1,1,16014050
635,1905,1,1,15630875
640,1920,1,1,15385223
645,1935,1,1,23483685
650,1950,1,1,29338828
655,1965,1,1,22402141
660,1980,1,1,22839811
665,1995,1,1,21438834
670,2010,1,1,21503256
675,2025,1,1,19318527
680,2040,1,1,18487824
685,2055,1,1,16745348
690,2070,1,1,15321814
695,2085,1,1,22560015
700,2100,1,1,17539129
705,2115,1,1,16688021
710,2130,1,1,15902511
715,2145,1,1,17452647
720,2160,1,1,17394108
