n,m,cmin,cmax,dinic
50,200,1,1,32147
55,220,1,1,34957
60,240,1,1,46729
65,260,1,1,43414
70,280,1,1,47894
75,300,1,1,44408
80,320,1,1,50733
85,340,1,1,47705
90,360,1,1,50292
95,380,1,1,43823
100,400,1,1,45665
105,420,1,1,47748
110,440,1,1,58044
115,460,1,1,58464
120,480,1,1,66834
125,500,1,1,73674
130,520,1,1,72854
135,540,1,1,74018
140,560,1,1,79780
145,580,1,1,75480
150,600,1,1,73489
155,620,1,1,71912
160,640,1,1,75251
165,660,1,1,89329
170,680,1,1,79480
175,700,1,1,100210
180,720,1,1,96953
185,740,1,1,98658
190,760,1,1,107144
195,780,1,1,145406
200,800,1,1,121644
205,820,1,1,144712
210,840,1,1,146314
215,860,1,1,154102
220,880,1,1,134662
225,900,1,1,186445
230,920,1,1,240802
235,940,1,1,123043
240,960,1,1,170360
245,980,1,1,188646
250,1000,1,1,179493
255,1020,1,1,185446
260,1040,1,1,206912
265,1060,1,1,175291
270,1080,1,1,203405
275,1100,1,1,356316
280,1120,1,1,212584
285,1140,1,1,195667
290,1160,1,1,178858
295,1180,1,1,217598
300,1200,1,1,192761
305,1220,1,1,244110
310,1240,1,1,177607
315,1260,1,1,205719
320,1280,1,1,186216
325,1300,1,1,215036
330,1320,1,1,185485
335,1340,1,1,221690
340,1360,1,1,221262
345,1380,1,1,226843
350,1400,1,1,241138
355,1420,1,1,242757
360,1440,1,1,251521
365,1460,1,1,244134
370,1480,1,1,208179
375,1500,1,1,282964
380,1520,1,1,254977
385,1540,1,1,272309
390,1560,1,1,274049
395,1580,1,1,280276
400,1600,1,1,269937
405,1620,1,1,252965
410,1640,1,1,277112
415,1660,1,1,238122
420,1680,1,1,286244
425,1700,1,1,299837
430,1720,1,1,291648
435,1740,1,1,348475
440,1760,1,1,255006
445,1780,1,1,315126
450,1800,1,1,318325
455,1820,1,1,265827
460,1840,1,1,330433
465,1860,1,1,289978
470,1880,1,1,350503
475,1900,1,1,340122
480,1920,1,1,377180
485,1940,1,1,308522
490,1960,1,1,305783
495,1980,1,1,229310
500,2000,1,1,296534
505,2020,1,1,299018
510,2040,1,1,295548
515,2060,1,1,315024
520,2080,1,1,314313
525,2100,1,1,251585
530,2120,1,1,320554
535,2140,1,1,325795
540,2160,1,1,328300
545,2180,1,1,346012
550,2200,1,1,330069
555,2220,1,1,340902
560,2240,1,1,387050
565,2260,1,1,342283
570,2280,1,1,343108
575,2300,1,1,417178
580,2320,1,1,361749
585,2340,1,1,352562
590,2360,1,1,406428
595,2380,1,1,352953
600,2400,1,1,357075
605,2420,1,1,365364
610,2440,1,1,357264
615,2460,1,1,376934
620,2480,1,1,382264
625,2500,1,1,409503
630,2520,1,1,383868
635,2540,1,1,371050
640,2560,1,1,387075
645,2580,1,1,591137
650,2600,1,1,442403
655,2620,1,1,310608
660,2640,1,1,392825
665,2660,1,1,317388
670,2680,1,1,403220
675,2700,1,1,311779
680,2720,1,1,457109
685,2740,1,1,499971
690,2760,1,1,414681
695,2780,1,1,420063
700,2800,1,1,436962
705,2820,1,1,382591
710,2840,1,1,468963
715,2860,1,1,409400
720,2880,1,1,433433
725,2900,1,1,437825
730,2920,1,1,402350
735,2940,1,1,447692
740,2960,1,1,461377
745,2980,1,1,476042
750,3000,1,1,350205
755,3020,1,1,411893
760,3040,1,1,330910
765,3060,1,1,428242
770,3080,1,1,362813
775,3100,1,1,475421
780,3120,1,1,432358
785,3140,1,1,477232
790,3160,1,1,372329
795,3180,1,1,476877
800,3200,1,1,377550
805,3220,1,1,495462
810,3240,1,1,374881
815,3260,1,1,471467
820,3280,1,1,383862
825,3300,1,1,446378
830,3320,1,1,509393
835,3340,1,1,499606
840,3360,1,1,498356
845,3380,1,1,544103
850,3400,1,1,482676
855,3420,1,1,531956
860,3440,1,1,512770
865,3460,1,1,494542
870,3480,1,1,527277
875,3500,1,1,540999
880,3520,1,1,529701
885,3540,1,1,533823
890,3560,1,1,522956
895,3580,1,1,566458
900,3600,1,1,527915
905,3620,1,1,539343
910,3640,1,1,547027
915,3660,1,1,551179
920,3680,1,1,520805
925,3700,1,1,508928
930,3720,1,1,553065
935,3740,1,1,553406
940,3760,1,1,637710
945,3780,1,1,530856
950,3800,1,1,601002
955,3820,1,1,812367
960,3840,1,1,654401
965,3860,1,1,679937
970,3880,1,1,552121
975,3900,1,1,715154
980,3920,1,1,839691
985,3940,1,1,1025626
990,3960,1,1,768068
995,3980,1,1,567005
1000,4000,1,1,814362
1005,4020,1,1,759315
1010,4040,1,1,790117
1015,4060,1,1,716017
1020,4080,1,1,706508
1025,4100,1,1,789435
1030,4120,1,1,751048
1035,4140,1,1,896570
1040,4160,1,1,1452298
1045,4180,1,1,1088413
1050,4200,1,1,1170639
1055,4220,1,1,666395
1060,4240,1,1,1006179
1065,4260,1,1,648252
1070,4280,1,1,1116256
1075,4300,1,1,757054
1080,4320,1,1,751973
1085,4340,1,1,747806
1090,4360,1,1,608609
1095,4380,1,1,786501
1100,4400,1,1,790651
1105,4420,1,1,934581
1110,4440,1,1,663501
1115,4460,1,1,784354
1120,4480,1,1,816080
1125,4500,1,1,850673
1130,4520,1,1,684690
1135,4540,1,1,1224341
1140,4560,1,1,759614
1145,4580,1,1,836392
1150,4600,1,1,875878
1155,4620,1,1,854803
1160,4640,1,1,873805
1165,4660,1,1,1039820
1170,4680,1,1,864080
1175,4700,1,1,722677
1180,4720,1,1,907938
1185,4740,1,1,765264
1190,4760,1,1,843649
1195,4780,1,1,892598
1200,4800,1,1,857638
1205,4820,1,1,930539
1210,4840,1,1,773232
1215,4860,1,1,869008
1220,4880,1,1,924142
1225,4900,1,1,741096
1230,4920,1,1,763537
1235,4940,1,1,953396
1240,4960,1,1,908078
1245,4980,1,1,1008912
1250,5000,1,1,741515
1255,5020,1,1,721434
1260,5040,1,1,933834
1265,5060,1,1,1424626
1270,5080,1,1,913998
1275,5100,1,1,1193923
1280,5120,1,1,1002127
1285,5140,1,1,900642
1290,5160,1,1,1002066
1295,5180,1,1,800593
1300,5200,1,1,1001911
1305,5220,1,1,791732
1310,5240,1,1,764686
1315,5260,1,1,923419
1320,5280,1,1,1192432
1325,5300,1,1,992599
1330,5320,1,1,728384
1335,5340,1,1,898770
1340,5360,1,1,905189
1345,5380,1,1,880979
1350,5400,1,1,986285
1355,5420,1,1,820735
1360,5440,1,1,1131247
1365,5460,1,1,1282012
1370,5480,1,1,1528263
1375,5500,1,1,1108282
1380,5520,1,1,987156
1385,5540,1,1,1217290
1390,5560,1,1,846622
1395,5580,1,1,1158972
1400,5600,1,1,966676
1405,5620,1,1,928295
1410,5640,1,1,1007118
1415,5660,1,1,838901
1420,5680,1,1,860986
1425,5700,1,1,1049083
1430,5720,1,1,994918
1435,5740,1,1,1066063
1440,5760,1,1,1255017
1445,5780,1,1,1014417
1450,5800,1,1,952901
1455,5820,1,1,1030583
1460,5840,1,1,1500022
1465,5860,1,1,1623153
1470,5880,1,1,940669
1475,5900,1,1,1057788
1480,5920,1,1,1206347
1485,5940,1,1,1063132
1490,5960,1,1,1214262
1495,5980,1,1,1134195
1500,6000,1,1,960360
1505,6020,1,1,1381971
1510,6040,1,1,1378055
1515,6060,1,1,1038256
1520,6080,1,1,1042073
1525,6100,1,1,1248945
1530,6120,1,1,1185352
1535,6140,1,1,1309048
1540,6160,1,1,958158
1545,6180,1,1,1160386
1550,6200,1,1,1129802
1555,6220,1,1,1005134
