n,m,dual_lp
700,700,25256115
700,800,8028882
700,900,7807375
700,1000,9094284
700,1100,10180032
700,1200,10900140
700,1300,12925880
700,1400,14548254
700,1500,15983739
700,1600,16831879
700,1700,17511967
700,1800,19049033
700,1900,18745530
700,2000,20632374
700,2100,22513209
700,2200,23092783
700,2300,31814554
700,2400,27854092
700,2500,27940319
700,2600,27931734
700,2700,27541653
700,2800,26876440
700,2900,28758682
700,3000,30431731
700,3100,30121267
700,3200,31087921
700,3300,32799937
700,3400,33292973
700,3500,38781066
700,3600,39514822
700,3700,39451411
700,3800,39386601
700,3900,43452791
700,4000,43751402
700,4100,44697582
700,4200,47297489
700,4300,46765932
700,4400,46070481
700,4500,49397207
700,4600,50699780
700,4700,48532257
700,4800,48246676
700,4900,50474777
700,5000,53620535
700,5100,56880944
700,5200,57437962
700,5300,58114270
700,5400,61863279
700,5500,58700517
700,5600,68738388
700,5700,59815382
700,5800,70875197
700,5900,68241316
700,6000,72164444
700,6100,67695447
700,6200,69121121
700,6300,65078343
700,6400,66953151
700,6500,65542527
700,6600,72579001
700,6700,71671860
700,6800,84151235
700,6900,87964350
700,7000,96869797
700,7100,92004483
700,7200,90367024
700,7300,82156036
700,7400,92651449
700,7500,96501267
700,7600,95968838
700,7700,92847686
700,7800,93465919
700,7900,98724911
700,8000,99675051
700,8100,95660069
700,8200,99539251
700,8300,93875688
700,8400,92993710
700,8500,104478762
700,8600,95786696
700,8700,104310126
700,8800,107817259
700,8900,112153171
700,9000,103167624
700,9100,108492800
700,9200,112620085
700,9300,109879131
700,9400,102058639
700,9500,106327700
700,9600,118980703
700,9700,109165749
700,9800,117088008
700,9900,121789968
700,10000,127382196
700,10100,224385664
700,10200,240501003
700,10300,218443134
700,10400,186641135
700,10500,192416084
700,10600,219805915
700,10700,202843508
700,10800,229718128
700,10900,236805514
700,11000,244316517
700,11100,265451059
700,11200,245631067
700,11300,239505435
700,11400,261105961
700,11500,258173324
700,11600,307669553
700,11700,300391312
700,11800,282358826
700,11900,279407030
700,12000,377737774
700,12100,320477503
700,12200,304123415
700,12300,269054448
700,12400,334708247
700,12500,307928542
700,12600,325966210
700,12700,297214535
700,12800,325510403
700,12900,328034639
700,13000,354246290
700,13100,331312848
700,13200,366623401
700,13300,333502441
700,13400,354253239
700,13500,394815853
700,13600,325365898
700,13700,359460027
700,13800,382048953
700,13900,328868554
700,14000,337866817
700,14100,352979597
700,14200,393349537
700,14300,355999223
700,14400,399694478
700,14500,395141751
700,14600,303893709
700,14700,302086092
700,14800,326994265
700,14900,410802568
700,15000,330092167
700,15100,372609661
700,15200,326291483
700,15300,392067235
700,15400,342723145
700,15500,347522065
700,15600,325495153
700,15700,332717315
700,15800,343083636
700,15900,343338818
700,16000,355634097
700,16100,356296878
700,16200,375789040
700,16300,385939622
700,16400,378229925
700,16500,388184684
700,16600,367365196
700,16700,394982087
700,16800,384002550
700,16900,371442155
700,17000,371266759
700,17100,367193560
700,17200,379757563
700,17300,392742463
700,17400,393632137
700,17500,375260821
700,17600,402709897
700,17700,413382628
700,17800,422481262
700,17900,395134705
700,18000,414574916
700,18100,417534636
700,18200,424594674
700,18300,420823275
700,18400,424872455
700,18500,434945629
700,18600,440248053
700,18700,435872004
700,18800,440801267
700,18900,444315959
700,19000,474383689
700,19100,462178644
700,19200,464485129
700,19300,457267547
700,19400,460995105
700,19500,478075374
700,19600,464916290
700,19700,501524698
700,19800,495089396
700,19900,488592926
700,20000,473603620
700,20100,475016340
700,20200,492576682
700,20300,493765977
700,20400,504813393
700,20500,484496595
700,20600,233884927
700,20700,533925962
700,20800,506346117
700,20900,541875728
700,21000,538751339
700,21100,531695044
700,21200,548597649
700,21300,527400926
700,21400,528053197
700,21500,593311734
700,21600,528934032
700,21700,552672717
700,21800,618358620
700,21900,545023633
700,22000,557851875
700,22100,573458328
700,22200,254062372
700,22300,245699350
700,22400,685121266
700,22500,525473116
700,22600,570877550
700,22700,596567511
700,22800,585887656
700,22900,619924680
700,23000,271033544
700,23100,591222593
700,23200,588832032
700,23300,613487663
700,23400,605750495
700,23500,635833659
700,23600,624798950
700,23700,621385428
700,23800,623263387
700,23900,621176778
700,24000,643002575
700,24100,611832160
700,24200,652548629
700,24300,651402512
700,24400,634831609
700,24500,315605490
700,24600,329804532
700,24700,334971822
700,24800,328887411
700,24900,558668359
700,25000,314263468
700,25100,310363594
700,25200,343706506
700,25300,335649029
700,25400,309021935
700,25500,334865816
700,25600,368230109
700,25700,356970271
700,25800,349789704
700,25900,354391130
700,26000,382884287
700,26100,365019024
700,26200,360738599
700,26300,326501947
700,26400,300810186
700,26500,344397793
700,26600,337914368
700,26700,361678288
700,26800,351379991
700,26900,396403932
700,27000,391150626
700,27100,352063957
700,27200,408982138
700,27300,373814267
700,27400,360586341
700,27500,412754129
700,27600,377232720
700,27700,342334719
700,27800,391777026
700,27900,380776451
700,28000,375706315
700,28100,372983840
700,28200,366520223
700,28300,389094238
700,28400,400320585
700,28500,403497362
700,28600,378022928
700,28700,385119208
700,28800,417742802
700,28900,381033112
700,29000,413513245
700,29100,391602237
700,29200,395735865
700,29300,374632191
700,29400,407755536
700,29500,445244706
700,29600,414268021
700,29700,369792848
700,29800,422588125
700,29900,455667129
700,30000,488071898
700,30100,386354232
700,30200,379513188
700,30300,430716769
700,30400,402716699
700,30500,418489707
700,30600,391880485
700,30700,406309019
700,30800,413555680
700,30900,391747955
700,31000,434084477
700,31100,446362648
700,31200,428862042
700,31300,410616315
700,31400,394143574
700,31500,549700834
700,31600,422355590
700,31700,428098598
700,31800,449402457
700,31900,399000997
700,32000,514364106
700,32100,455452265
700,32200,529961599
700,32300,457108961
700,32400,462798358
700,32500,541947888
700,32600,449078258
700,32700,437989569
700,32800,427336612
700,32900,494280763
700,33000,441081188
700,33100,506022920
700,33200,402606977
700,33300,443011981
700,33400,453332203
700,33500,484956504
700,33600,434117423
700,33700,486848124
700,33800,533759520
700,33900,420344862
700,34000,431556222
700,34100,477141131
700,34200,489747172
700,34300,454269356
700,34400,469446089
700,34500,500281570
700,34600,533325722
700,34700,457736659
700,34800,575498713
700,34900,498742705
700,35000,546758674
700,35100,500882553
700,35200,513401048
700,35300,576417976
700,35400,509664214
700,35500,525792361
700,35600,552588078
700,35700,509258600
700,35800,507713536
700,35900,577109539
700,36000,529563980
700,36100,504691251
700,36200,521033286
700,36300,518842718
700,36400,540142117
700,36500,706579938
700,36600,479456650
700,36700,596895511
700,36800,632870588
700,36900,475829348
700,37000,653210876
700,37100,578034662
700,37200,598201185
700,37300,601451709
700,37400,687235420
700,37500,563298110
700,37600,642617806
700,37700,608608862
700,37800,530840710
700,37900,617088671
700,38000,554260625
700,38100,562033742
700,38200,566232482
700,38300,598129724
700,38400,608293717
700,38500,494678741
700,38600,557322949
700,38700,569632556
700,38800,664158828
700,38900,704751782
700,39000,476664334
700,39100,590223037
700,39200,610643056
700,39300,557573597
700,39400,635995296
700,39500,643839596
700,39600,628062172
700,39700,638459676
700,39800,689475037
700,39900,720432856
700,40000,674002887
700,40100,698724848
700,40200,591735557
700,40300,637879277
700,40400,635993964
700,40500,725912683
700,40600,675688748
700,40700,679184299
700,40800,644167133
700,40900,685261174
700,41000,588667330
700,41100,710169741
700,41200,696445126
700,41300,641404315
700,41400,675931204
700,41500,690731109
700,41600,597812340
700,41700,680449054
700,41800,582588593
700,41900,709003420
700,42000,557593341
700,42100,691193548
700,42200,707364804
700,42300,777796793
700,42400,682851199
700,42500,690901120
700,42600,670219717
700,42700,680090640
700,42800,641650583
700,42900,683439989
700,43000,682204598
700,43100,720567774
700,43200,697323333
700,43300,757017626
700,43400,709564719
700,43500,700544644
700,43600,721559717
700,43700,708210770
700,43800,695135738
700,43900,706069318
700,44000,807139564
700,44100,644942959
700,44200,742085021
700,44300,748417863
700,44400,733657818
700,44500,612677104
700,44600,702220656
700,44700,812911850
700,44800,749651407
700,44900,705445968
700,45000,729479813
700,45100,724575367
700,45200,820545606
700,45300,728744807
700,45400,708994160
700,45500,757683693
700,45600,788786551
700,45700,765817868
700,45800,745870967
700,45900,758415676
700,46000,665229620
700,46100,740278536
700,46200,754868306
700,46300,754657649
700,46400,743673616
700,46500,755391323
700,46600,751022381
700,46700,847442348
700,46800,736705580
700,46900,819354879
700,47000,822754424
700,47100,887290733
700,47200,767551830
700,47300,900315474
700,47400,746424945
700,47500,992043677
700,47600,800343166
700,47700,893197742
700,47800,770332203
700,47900,813924220
700,48000,840878183
700,48100,895418664
700,48200,828331474
700,48300,846528973
700,48400,788632038
700,48500,805004272
700,48600,781631726
700,48700,870357753
700,48800,748383317
700,48900,758179186
700,49000,897609932
700,49100,708378541
700,49200,748581988
700,49300,869525845
700,49400,780045011
700,49500,792424383
700,49600,779891531
700,49700,913368349
700,49800,867175110
700,49900,771752649
700,50000,859892489
700,50100,806469686
700,50200,811549331
700,50300,809096305
700,50400,861895451
700,50500,893892978
700,50600,843248367
700,50700,765676083
700,50800,928597211
700,50900,877744256
700,51000,867187305
700,51100,919634290
700,51200,821061071
700,51300,834444321
700,51400,831329229
700,51500,871828563
700,51600,960172514
700,51700,867707525
700,51800,906329318
700,51900,919280596
700,52000,823377162
700,52100,979559972
700,52200,879689073
700,52300,885167125
700,52400,963080131
700,52500,943304116
700,52600,921341118
700,52700,933249893
700,52800,978291379
700,52900,912817596
700,53000,985871510
700,53100,957583183
700,53200,855605479
700,53300,795592930
700,53400,928672707
700,53500,970814131
700,53600,990195412
700,53700,801781979
700,53800,989817976
700,53900,923836926
700,54000,1134147619
700,54100,1079583996
700,54200,990109489
700,54300,1085823835
700,54400,1069369223
700,54500,877538220
700,54600,1160878536
700,54700,1150155986
700,54800,1104063909
700,54900,1098482160
700,55000,1019723480
700,55100,1112062144
700,55200,1009412215
700,55300,1116362603
700,55400,1016088934
700,55500,1101451008
700,55600,1093672300
700,55700,1063429291
700,55800,988244131
700,55900,934227012
700,56000,1002251682
700,56100,963609395
700,56200,930517636
700,56300,1000067883
700,56400,961911900
700,56500,939233259
700,56600,1024979898
700,56700,1048804241
700,56800,998152935
700,56900,1006197218
700,57000,995034899
700,57100,949748578
700,57200,767416924
700,57300,921448803
700,57400,1003032981
700,57500,1058502824
700,57600,1067922775
700,57700,845012835
700,57800,902343654
700,57900,1043617111
700,58000,1035107969
700,58100,921127123
700,58200,887887282
700,58300,929972901
700,58400,1162688781
700,58500,1138682781
700,58600,1036228889
700,58700,1119608708
700,58800,1092481375
700,58900,1119102690
700,59000,979233544
700,59100,1048380720
700,59200,1043082796
700,59300,1026809975
700,59400,1160075969
700,59500,1060059753
700,59600,883001404
700,59700,1075344739
700,59800,1146192726
700,59900,1074586260
700,60000,994140963
700,60100,980347785
700,60200,890159843
700,60300,1096546268
700,60400,1115978299
700,60500,1099241250
700,60600,1074545626
700,60700,883826307
700,60800,1022783776
700,60900,1160557526
700,61000,1119222544
700,61100,1067400354
700,61200,1185007009
700,61300,1101824143
700,61400,1074823352
700,61500,1115052679
700,61600,1182247561
700,61700,1156504050
700,61800,1135554755
700,61900,1163813957
700,62000,1004976473
700,62100,938614983
700,62200,966783393
700,62300,1201393415
700,62400,1088862449
700,62500,1129935271
700,62600,1143882980
700,62700,1110288236
700,62800,999714482
700,62900,993801724
700,63000,1066707096
700,63100,1087213044
700,63200,1151102942
700,63300,1160351529
700,63400,1041925429
700,63500,1017392079
700,63600,983741661
700,63700,1291801922
700,63800,1191947419
700,63900,1179416698
700,64000,1306434622
700,64100,1033215603
700,64200,1226577386
700,64300,1216062449
700,64400,1255404044
700,64500,1113914066
700,64600,1054756278
700,64700,1261624911
700,64800,1241103299
700,64900,1212110019
700,65000,1283444835
700,65100,1238255527
700,65200,1222525727
700,65300,1239448798
700,65400,1176077032
700,65500,1029949065
700,65600,1145567613
700,65700,1134192213
700,65800,1026392831
700,65900,1192403731
700,66000,1035762551
700,66100,1262717007
700,66200,1168170475
700,66300,1133629613
700,66400,1136552591
700,66500,1276651203
700,66600,1251255331
700,66700,1114729856
700,66800,1168205247
700,66900,1223033951
700,67000,1163117006
700,67100,1220553330
700,67200,1142053737
700,67300,1285942253
700,67400,1287599430
700,67500,1267968164
700,67600,1241033986
700,67700,1234932868
700,67800,1313032242
700,67900,1262112037
700,68000,1174701935
700,68100,1179151957
700,68200,1337736067
700,68300,1181143351
700,68400,1162287458
700,68500,1035427945
700,68600,1157580982
700,68700,1208246131
700,68800,1134630350
700,68900,1118698562
700,69000,1250745699
700,69100,1283783300
700,69200,1190659357
700,69300,1190677294
700,69400,1398242322
700,69500,1303446553
700,69600,1246266641
700,69700,1212732739
700,69800,1401143336
700,69900,1236959092
700,70000,1351283593
700,70100,1258616962
700,70200,1303018460
700,70300,1384308942
700,70400,1262083386
700,70500,1241118572
700,70600,1185692158
700,70700,1341739909
700,70800,1188874777
700,70900,1261682557
700,71000,1416379787
700,71100,1161493629
700,71200,1252397286
700,71300,1312037310
700,71400,1416091648
700,71500,1355761442
700,71600,1315020728
700,71700,1345535373
700,71800,1269640999
700,71900,1301874035
700,72000,1068843229
700,72100,1325928985
700,72200,1316869427
700,72300,1281079612
700,72400,1309367640
700,72500,1117569064
700,72600,1423702073
700,72700,1346788939
700,72800,1378028321
700,72900,1329908392
700,73000,1245296148
700,73100,1240192086
700,73200,1355789203
700,73300,1124972252
700,73400,1314927566
700,73500,1277578178
700,73600,1290478985
700,73700,1278180593
700,73800,1356743313
700,73900,1406702555
700,74000,1236843991
700,74100,1401364081
700,74200,1307744903
700,74300,1347913007
700,74400,1342746436
700,74500,1500573428
700,74600,1300943541
700,74700,1455073290
700,74800,1163157583
700,74900,1447201659
700,75000,1426285166
700,75100,1468918963
700,75200,1329230636
700,75300,1566872406
700,75400,1557245886
700,75500,1392376831
700,75600,1122758086
700,75700,1341585108
700,75800,1324076253
700,75900,1655697637
700,76000,1311028754
700,76100,1540508000
700,76200,1302180560
700,76300,1630112864
700,76400,1439195649
700,76500,1539210470
700,76600,1502929015
700,76700,1435736596
700,76800,1338623195
700,76900,1448329560
700,77000,1379088686
700,77100,1376134747
700,77200,1555460340
700,77300,1463904269
700,77400,1304248704
700,77500,1442835674
700,77600,1270083336
700,77700,1586891444
700,77800,1423996833
700,77900,1190199869
700,78000,1360888260
700,78100,1452346454
700,78200,1541794460
700,78300,1405903661
700,78400,1392633169
700,78500,1472915712
700,78600,1687002498
700,78700,1589409329
700,78800,1457018632
700,78900,1319693928
700,79000,1643716776
700,79100,1385050688
700,79200,1362126124
700,79300,1424955300
700,79400,1750783560
700,79500,1572721933
700,79600,1555205473
700,79700,1472192084
700,79800,1418591550
700,79900,1551690215
700,80000,1441850209
700,80100,1587993025
700,80200,1320241305
700,80300,1410461548
700,80400,1432100375
700,80500,1580330372
700,80600,1476090827
700,80700,1396462805
700,80800,1614080904
700,80900,1508921661
700,81000,1691973330
700,81100,1553006743
700,81200,1323077280
700,81300,1698791557
700,81400,1512236026
700,81500,1751336395
700,81600,1618328350
700,81700,1376291089
700,81800,1407711803
700,81900,1662241697
700,82000,1738253804
700,82100,1266522923
700,82200,1527557859
700,82300,1484825561
700,82400,1747148468
700,82500,1633816215
700,82600,1401526541
700,82700,1575177570
700,82800,1574762100
700,82900,1598778520
700,83000,1442261642
700,83100,1668727882
700,83200,1361957744
700,83300,1733659672
700,83400,1657035753
700,83500,1845714915
700,83600,1922912225
700,83700,1570844433
700,83800,1980904328
700,83900,1785592797
700,84000,1934916755
700,84100,2060272881
700,84200,1667264320
700,84300,1518413179
700,84400,1904773544
700,84500,1661271063
700,84600,1848334963
700,84700,1727508705
700,84800,1885699992
700,84900,1683643595
700,85000,1820768609
700,85100,1809153307
700,85200,1934273380
700,85300,1320421552
700,85400,1522294405
700,85500,1514148187
700,85600,1585207301
700,85700,1513075496
700,85800,1484209338
700,85900,1516449779
700,86000,1668091494
700,86100,1699163964
700,86200,1553652580
