n,m,cmin,cmax,dinic
50,300,1,100,59189
55,330,1,100,46659
60,360,1,100,47420
65,390,1,100,55875
70,420,1,100,49853
75,450,1,100,62386
80,480,1,100,66951
85,510,1,100,61975
90,540,1,100,75339
95,570,1,100,77037
100,600,1,100,86484
105,630,1,100,89827
110,660,1,100,99173
115,690,1,100,120328
120,720,1,100,121195
125,750,1,100,107918
130,780,1,100,131243
135,810,1,100,137073
140,840,1,100,161794
145,870,1,100,165286
150,900,1,100,194176
155,930,1,100,175885
160,960,1,100,205204
165,990,1,100,213108
170,1020,1,100,198373
175,1050,1,100,213258
180,1080,1,100,207171
185,1110,1,100,217236
190,1140,1,100,223351
195,1170,1,100,230023
200,1200,1,100,228138
205,1230,1,100,246352
210,1260,1,100,261621
215,1290,1,100,220374
220,1320,1,100,190694
225,1350,1,100,209222
230,1380,1,100,211847
235,1410,1,100,216551
240,1440,1,100,219191
245,1470,1,100,196142
250,1500,1,100,254551
255,1530,1,100,314823
260,1560,1,100,321112
265,1590,1,100,384479
270,1620,1,100,358267
275,1650,1,100,300836
280,1680,1,100,382705
285,1710,1,100,379723
290,1740,1,100,318599
295,1770,1,100,343212
300,1800,1,100,374491
305,1830,1,100,377053
310,1860,1,100,360799
315,1890,1,100,320938
320,1920,1,100,332660
325,1950,1,100,332087
330,1980,1,100,345938
335,2010,1,100,390562
340,2040,1,100,344355
345,2070,1,100,367716
350,2100,1,100,399376
355,2130,1,100,394860
360,2160,1,100,350525
365,2190,1,100,387284
370,2220,1,100,416175
375,2250,1,100,364596
380,2280,1,100,515773
385,2310,1,100,405081
390,2340,1,100,410042
395,2370,1,100,360711
400,2400,1,100,419174
405,2430,1,100,445226
410,2460,1,100,493216
415,2490,1,100,405240
420,2520,1,100,546121
425,2550,1,100,479728
430,2580,1,100,551602
435,2610,1,100,487501
440,2640,1,100,551793
445,2670,1,100,470996
450,2700,1,100,532117
455,2730,1,100,467561
460,2760,1,100,562934
465,2790,1,100,524985
470,2820,1,100,492115
475,2850,1,100,566986
480,2880,1,100,590137
485,2910,1,100,501700
490,2940,1,100,505188
495,2970,1,100,433364
500,3000,1,100,507214
505,3030,1,100,457120
510,3060,1,100,464889
515,3090,1,100,513954
520,3120,1,100,546128
525,3150,1,100,550869
530,3180,1,100,576628
535,3210,1,100,577258
540,3240,1,100,651966
