n,m,dual_lp
50,550,6746306
55,605,7017962
60,660,8926590
65,715,7819530
70,770,8144896
75,825,8543561
80,880,11192733
85,935,9705168
90,990,10395972
95,1045,11936868
100,1100,11485250
105,1155,11179135
110,1210,12352606
115,1265,12825094
120,1320,13664427
125,1375,14280807
130,1430,13746639
135,1485,14622432
140,1540,13399220
145,1595,14780403
150,1650,17330622
155,1705,16441579
160,1760,16786470
165,1815,15874896
170,1870,18115556
175,1925,18437855
180,1980,18201448
185,2035,21136580
190,2090,18860692
195,2145,19227062
200,2200,21447563
205,2255,22409992
210,2310,23216785
215,2365,23835868
220,2420,27392531
225,2475,26935781
230,2530,29057252
235,2585,26735246
240,2640,32227064
245,2695,29335763
250,2750,29082722
255,2805,31719757
260,2860,33144289
265,2915,33823797
270,2970,32999963
275,3025,29964063
280,3080,31981680
285,3135,34493388
290,3190,33088844
295,3245,33163254
300,3300,31834116
305,3355,34536565
310,3410,33366405
315,3465,36710986
320,3520,36055391
325,3575,36488897
330,3630,38629905
335,3685,38404237
340,3740,38769765
345,3795,39423951
350,3850,39039702
355,3905,40387455
360,3960,40880265
365,4015,43303192
370,4070,41383416
375,4125,40079182
380,4180,43206518
385,4235,45320421
390,4290,45826438
395,4345,46780634
400,4400,43061804
405,4455,45762241
410,4510,45232147
415,4565,45891392
420,4620,48330420
425,4675,47605495
430,4730,49306597
435,4785,47800851
440,4840,46934198
445,4895,53991470
450,4950,51927285
455,5005,51528556
460,5060,48116956
465,5115,51323455
470,5170,50115228
475,5225,51846612
480,5280,52724244
485,5335,55223690
490,5390,58068008
495,5445,54380756
500,5500,56573058
505,5555,55467804
510,5610,58891763
515,5665,57623766
520,5720,54895282
525,5775,56770251
530,5830,59609508
535,5885,61633057
540,5940,59379095
545,5995,59646793
550,6050,59909428
555,6105,61452488
560,6160,60838130
565,6215,69822742
570,6270,69071817
575,6325,65314436
580,6380,67865167
585,6435,65960777
590,6490,73995657
595,6545,74698379
600,6600,76213389
605,6655,80220382
610,6710,89094365
615,6765,83035768
620,6820,78492360
625,6875,78216949
630,6930,75816053
635,6985,88430091
640,7040,79765804
645,7095,82628105
650,7150,84892209
655,7205,81660708
660,7260,86866238
665,7315,85357595
670,7370,107972644
675,7425,124390810
680,7480,92710328
685,7535,86569354
690,7590,93319225
695,7645,92274790
700,7700,92458132
705,7755,88299768
710,7810,89710405
715,7865,95822201
720,7920,97714781
725,7975,91237325
730,8030,97749320
735,8085,93899725
740,8140,95495397
745,8195,98656637
750,8250,103411879
755,8305,95864862
760,8360,97835926
765,8415,109818832
770,8470,103248210
775,8525,103821118
780,8580,101409871
785,8635,110960207
790,8690,105349760
795,8745,107264050
800,8800,102592722
805,8855,116470372
810,8910,107809158
815,8965,115569837
820,9020,110265985
825,9075,122119215
830,9130,109235923
835,9185,107186638
840,9240,114706481
845,9295,124615709
850,9350,122855014
855,9405,125624347
860,9460,124607683
865,9515,125765690
870,9570,134968708
875,9625,127879252
880,9680,123239555
885,9735,123593854
890,9790,133256534
895,9845,136232147
900,9900,123906208
905,9955,121828193
910,10010,123908438
915,10065,212278335
920,10120,199377044
925,10175,183800964
930,10230,190627726
935,10285,189485297
940,10340,203334525
945,10395,214321277
950,10450,214311481
955,10505,204197514
960,10560,195486876
965,10615,195523331
970,10670,218909016
975,10725,199337601
980,10780,216962216
985,10835,179597513
990,10890,208558947
995,10945,192535287
1000,11000,234938149
1005,11055,209699635
1010,11110,212607178
1015,11165,228776276
1020,11220,206046642
1025,11275,202949044
1030,11330,203012115
1035,11385,233831524
1040,11440,200109013
1045,11495,211658038
1050,11550,205798549
1055,11605,211466691
1060,11660,207782465
1065,11715,236087017
1070,11770,260563215
1075,11825,216151649
1080,11880,257225024
1085,11935,224409537
1090,11990,218725703
1095,12045,215427394
1100,12100,230670671
1105,12155,215829512
1110,12210,262011859
1115,12265,230228168
1120,12320,243368402
1125,12375,223481130
1130,12430,230038341
1135,12485,262697810
1140,12540,223843198
1145,12595,251405369
1150,12650,225113923
1155,12705,240491870
1160,12760,224924825
1165,12815,238088234
1170,12870,248025609
1175,12925,223879689
1180,12980,245361384
1185,13035,233540075
1190,13090,232460506
1195,13145,250807411
1200,13200,230659121
1205,13255,231854388
1210,13310,310246385
1215,13365,251890907
1220,13420,340296045
1225,13475,248732713
1230,13530,246125835
1235,13585,248786921
1240,13640,273193990
1245,13695,283761332
1250,13750,260147877
1255,13805,262010766
1260,13860,261253939
1265,13915,365924134
1270,13970,252161261
1275,14025,257681979
1280,14080,270726049
1285,14135,277959400
1290,14190,259631922
1295,14245,276605002
1300,14300,306531997
1305,14355,300421953
1310,14410,299321823
1315,14465,304752125
1320,14520,270239657
1325,14575,260885722
1330,14630,270018235
1335,14685,300395374
1340,14740,299657833
1345,14795,300718605
1350,14850,324936809
1355,14905,296106889
1360,14960,326865610
1365,15015,358044716
1370,15070,294986940
1375,15125,278743494
1380,15180,303813100
1385,15235,326010843
1390,15290,351669492
1395,15345,290700241
1400,15400,323896243
1405,15455,278403746
1410,15510,295423468
1415,15565,308338499
1420,15620,362760839
1425,15675,303054305
1430,15730,344313112
1435,15785,309648112
1440,15840,348199579
1445,15895,384937729
1450,15950,319340452
1455,16005,344061393
1460,16060,295590874
1465,16115,299347195
1470,16170,316299616
1475,16225,330100114
1480,16280,291949376
1485,16335,317734790
1490,16390,374887018
1495,16445,350633682
1500,16500,301934260
1505,16555,381022979
1510,16610,336931015
1515,16665,338029542
1520,16720,355787886
1525,16775,335569747
1530,16830,305755905
1535,16885,311757412
1540,16940,328123740
1545,16995,334332397
1550,17050,369059051
1555,17105,317379936
1560,17160,353485891
1565,17215,383067128
1570,17270,332716104
1575,17325,339142439
1580,17380,330996388
1585,17435,392649419
1590,17490,327266663
1595,17545,482720479
1600,17600,382114463
1605,17655,390288844
1610,17710,350200012
1615,17765,327973001
1620,17820,363356834
1625,17875,390411916
1630,17930,343618224
1635,17985,404438071
1640,18040,333189084
1645,18095,423020383
1650,18150,417451312
1655,18205,418085917
1660,18260,376310081
1665,18315,381009515
1670,18370,417941186
1675,18425,362733853
1680,18480,426079399
1685,18535,366793637
1690,18590,414989040
1695,18645,400672698
1700,18700,427745400
1705,18755,432860406
1710,18810,412995664
1715,18865,417433772
1720,18920,408986537
1725,18975,372237168
1730,19030,394641788
1735,19085,407631751
1740,19140,436201437
1745,19195,386474999
1750,19250,436048613
1755,19305,476647922
1760,19360,433043092
1765,19415,459950303
1770,19470,484416262
1775,19525,428628721
1780,19580,436641215
1785,19635,430178584
1790,19690,456443269
1795,19745,442687504
1800,19800,400096482
1805,19855,435941533
1810,19910,420657945
1815,19965,462077175
1820,20020,402952727
1825,20075,468213295
1830,20130,432522855
1835,20185,528741408
1840,20240,447532957
1845,20295,501419240
1850,20350,502097126
1855,20405,479311028
1860,20460,481318690
1865,20515,451373874
1870,20570,519627836
1875,20625,468818947
1880,20680,441285617
1885,20735,504362262
1890,20790,456052616
1895,20845,489217598
1900,20900,460775534
1905,20955,482112094
1910,21010,457591643
1915,21065,519810492
1920,21120,488209278
1925,21175,536620036
1930,21230,503066045
1935,21285,492521350
1940,21340,471995921
1945,21395,503738295
1950,21450,521008634
1955,21505,514555823
1960,21560,484750587
1965,21615,413058856
1970,21670,537856794
1975,21725,519115828
1980,21780,490076940
1985,21835,513512341
1990,21890,512610072
1995,21945,531156647
2000,22000,542817720
2005,22055,518205930
2010,22110,542558745
2015,22165,518716973
2020,22220,502693265
2025,22275,487392007
2030,22330,534296288
2035,22385,551230314
2040,22440,570960965
2045,22495,543612767
2050,22550,526433030
2055,22605,536287561
2060,22660,621134610
2065,22715,546043295
2070,22770,573922079
2075,22825,530208913
2080,22880,529820551
2085,22935,514148304
2090,22990,486018816
2095,23045,511687048
2100,23100,582210767
2105,23155,531583194
2110,23210,517672979
2115,23265,572291050
2120,23320,572192415
2125,23375,523780764
2130,23430,569280071
2135,23485,547766680
2140,23540,552945060
2145,23595,552161678
2150,23650,573249536
2155,23705,541006370
2160,23760,529191378
2165,23815,557215530
2170,23870,556498288
2175,23925,569504885
2180,23980,551626252
2185,24035,557185733
2190,24090,555530110
2195,24145,549496016
2200,24200,561624600
2205,24255,539194178
2210,24310,591062295
2215,24365,561946642
2220,24420,547793816
2225,24475,572755128
