n,m,primal_lp
50,700,28775228
55,770,4782440
60,840,5904214
65,910,5529974
70,980,5795991
75,1050,6349269
80,1120,5452205
85,1190,7058491
90,1260,7035209
95,1330,7429350
100,1400,7602729
105,1470,7694420
110,1540,8066699
115,1610,6884265
120,1680,11628471
125,1750,11355215
130,1820,10627610
135,1890,10396551
140,1960,11301849
145,2030,11778309
150,2100,13875886
155,2170,12505193
160,2240,12083006
165,2310,12828885
170,2380,13234678
175,2450,12472991
180,2520,12509648
185,2590,14235681
190,2660,15012487
195,2730,14604653
200,2800,12909153
205,2870,13347158
210,2940,16731881
215,3010,17516393
220,3080,18779878
225,3150,16382030
230,3220,17804931
235,3290,16203067
240,3360,18481858
245,3430,19391725
250,3500,17945478
255,3570,20971842
260,3640,20756853
265,3710,21003330
270,3780,21758973
275,3850,20630140
280,3920,23141342
285,3990,21035096
290,4060,22924178
295,4130,23484174
300,4200,22419817
305,4270,23668479
310,4340,24882821
315,4410,24757769
320,4480,23999938
325,4550,25635405
330,4620,25165380
335,4690,27131111
340,4760,26190441
345,4830,28632579
350,4900,27734560
355,4970,30525833
360,5040,27136140
365,5110,28157713
370,5180,29223703
375,5250,30227682
380,5320,29761937
385,5390,33708007
390,5460,29349281
395,5530,28786784
400,5600,30642918
405,5670,33021669
410,5740,32395485
415,5810,34772995
420,5880,32205298
425,5950,33437596
430,6020,34821577
435,6090,31229478
440,6160,35616817
445,6230,36926152
450,6300,36061387
455,6370,34901322
460,6440,38485571
465,6510,37352836
470,6580,39637371
475,6650,36846192
480,6720,41367594
485,6790,34385756
490,6860,38208602
495,6930,43688438
500,7000,38652894
505,7070,36515528
510,7140,41094830
515,7210,43818559
520,7280,40809679
525,7350,40438058
530,7420,45406770
535,7490,43802583
540,7560,43157256
545,7630,40483848
550,7700,43957937
555,7770,47656945
560,7840,42934126
565,7910,46158348
570,7980,47636624
575,8050,46040521
580,8120,42132382
585,8190,48225007
590,8260,50391322
595,8330,52713593
600,8400,48463588
605,8470,51579115
610,8540,50340953
615,8610,58130476
620,8680,54133237
625,8750,54558199
630,8820,52266845
635,8890,56508155
640,8960,55471142
645,9030,56529840
650,9100,63618396
655,9170,64719952
660,9240,56190830
665,9310,45145058
670,9380,45289750
675,9450,42547577
680,9520,68518504
685,9590,51885629
690,9660,53050667
695,9730,44293846
700,9800,57823712
705,9870,51713193
710,9940,56202181
715,10010,56235364
720,10080,60585954
725,10150,53271490
730,10220,52721716
735,10290,53988164
740,10360,61992591
745,10430,66463960
750,10500,66335988
755,10570,54145853
760,10640,70415610
765,10710,63827932
770,10780,68206470
775,10850,68573528
780,10920,69791894
785,10990,70181587
790,11060,78843629
795,11130,63654178
800,11200,71768213
805,11270,67831167
810,11340,60492922
815,11410,78821806
820,11480,66234117
825,11550,74894451
830,11620,70982450
835,11690,84212366
840,11760,77628994
845,11830,79933154
850,11900,76126144
855,11970,95018406
860,12040,86149275
865,12110,70966594
870,12180,77178167
875,12250,75845669
880,12320,85818521
885,12390,87734671
890,12460,84554963
895,12530,77938037
900,12600,96488126
905,12670,91226734
910,12740,101941148
915,12810,101327617
920,12880,89415595
925,12950,88599164
930,13020,106598807
935,13090,98141960
940,13160,82255177
945,13230,97988897
950,13300,86311746
955,13370,86967947
960,13440,99250102
965,13510,97348907
970,13580,100306933
975,13650,96059042
980,13720,108808182
985,13790,111497977
990,13860,108397091
995,13930,100890752
1000,14000,112705407
1005,14070,108723963
1010,14140,104871388
1015,14210,94807612
1020,14280,89428273
1025,14350,119562613
1030,14420,123238187
1035,14490,94363732
1040,14560,100385622
1045,14630,107760093
1050,14700,103891106
1055,14770,132923014
1060,14840,124302207
1065,14910,118862637
1070,14980,115985209
1075,15050,132976386
1080,15120,123748762
1085,15190,161782191
1090,15260,141065938
1095,15330,138417393
1100,15400,124262452
1105,15470,141817636
1110,15540,139139814
1115,15610,159522823
1120,15680,130746648
1125,15750,152696043
1130,15820,125360406
1135,15890,163152535
1140,15960,158236932
1145,16030,117393305
1150,16100,129653396
1155,16170,137511042
1160,16240,153154982
1165,16310,135443835
1170,16380,150747661
1175,16450,131229203
1180,16520,148616288
1185,16590,148837815
1190,16660,142316929
1195,16730,156450561
1200,16800,159710169
